# Generated by make_crust_compositions.jl -- do not edit by hand.
# isobaric 1.0 GPa, F_TARGET=0.2, batch melting
# delta_iw is the CORE-FORMATION fO2, which sets mantle FeO.
# T_melt is the melting temperature at that pressure, NOT a potential temperature.
mg_si,delta_iw,mantle_feo,T_melt,melt_fraction,residual_phases,SiO2,TiO2,Al2O3,Cr2O3,FeO,MgO,CaO,Na2O,K2O,CaO_Al2O3
1.35,-1,24.1443,1454,0.200255,spl;fper;ol,41.1768,0.683269,8.46528,0.0367469,22.9468,13.3736,11.7122,1.48566,0.119663,1.3836
1.4,-5,0.2609,1362,0.199839,ol;opx;cpx;spl,49.6115,1.00448,17.432,0.160645,0.270643,14.9564,14.5007,1.90651,0.157063,0.8318
1.4,-4.5,0.4637,1361,0.199864,ol;cpx;opx;spl,49.5398,0.998753,17.4221,0.15836,0.477895,14.8767,14.4693,1.90048,0.156662,0.8305
1.4,-4,0.8236,1359,0.200655,spl;ol;cpx;opx,49.4257,0.99444,17.3716,0.15555,0.84359,14.7495,14.4172,1.88642,0.156099,0.8299
1.4,-3.5,1.4617,1355,0.19955,cpx;ol;opx;spl,49.1978,0.989907,17.3655,0.147686,1.48088,14.4792,14.3014,1.88218,0.155476,0.8235
1.4,-3,2.5901,1348,0.200702,opx;spl;ol;cpx,48.8452,0.975902,17.265,0.137939,2.56175,14.0755,14.1339,1.85283,0.152034,0.8186
1.4,-2.9,2.9033,1347,0.200503,cpx;opx;ol;spl,48.7422,0.972051,17.2576,0.134757,2.84747,13.9607,14.0874,1.8461,0.151765,0.8163
1.4,-2.8,3.2540,1344,0.199367,opx;cpx;ol;spl,48.6241,0.973206,17.2672,0.130524,3.17012,13.8121,14.0204,1.84975,0.152634,0.8120
1.4,-2.7,3.6465,1342,0.200397,opx;cpx;ol;spl,48.5096,0.963309,17.2239,0.12781,3.52824,13.6892,13.9737,1.8332,0.15104,0.8113
1.4,-2.6,4.0858,1340,0.200416,spl;ol;cpx;opx,48.375,0.961994,17.2033,0.123962,3.91567,13.5352,13.9089,1.82466,0.151262,0.8085
1.4,-2.5,4.5772,1336,0.199462,opx;ol;cpx;spl,48.2189,0.957386,17.2113,0.11883,4.3384,13.3511,13.8313,1.82267,0.150104,0.8036
1.4,-2.4,5.1268,1333,0.199355,opx;ol;spl;cpx,48.0548,0.95116,17.1933,0.114095,4.80934,13.1615,13.7529,1.81312,0.149737,0.7999
1.4,-2.3,5.7411,1330,0.200107,opx;ol;spl;cpx,47.879,0.943554,17.1552,0.109619,5.32439,12.9683,13.6762,1.7955,0.14814,0.7972
1.4,-2.2,6.4276,1326,0.199847,spl;cpx;ol;opx,47.6799,0.936902,17.1438,0.104024,5.87341,12.746,13.5866,1.7831,0.146219,0.7925
1.4,-2.1,7.1942,1322,0.200826,opx;ol;spl;cpx,47.4678,0.92905,17.1008,0.0988768,6.48465,12.5169,13.4971,1.75986,0.144953,0.7893
1.4,-2,8.0500,1317,0.199303,ol;opx;cpx;spl,47.2222,0.923106,17.1294,0.0914616,7.12008,12.2342,13.3806,1.75476,0.144207,0.7811
1.4,-1.9,9.0046,1313,0.200655,cpx;ol;spl;opx,46.9782,0.911351,17.0855,0.0857829,7.81958,11.9704,13.2794,1.72763,0.142151,0.7772
1.4,-1.8,10.0688,1307,0.199807,ol;cpx;spl;opx,46.6946,0.904129,17.0997,0.0781848,8.5654,11.6517,13.1515,1.71382,0.141001,0.7691
1.4,-1.7,11.2542,1302,0.199341,cpx;ol;spl,46.0654,0.909048,17.0635,0.0712949,9.42568,11.2975,13.3246,1.703,0.139914,0.7809
1.4,-1.6,12.5736,1298,0.199661,spl;cpx;ol,45.0065,0.922901,16.8537,0.0645921,10.4346,10.9058,13.9768,1.69647,0.138561,0.8293
1.4,-1.5,14.0405,1294,0.200225,ol;spl,43.9589,0.936493,16.3594,0.0551293,11.5198,10.4717,14.8781,1.68422,0.136294,0.9095
1.4,-1.4,15.6699,1373,0.200093,spl;ol,42.587,0.905847,13.4456,0.0488484,15.133,12.0372,14.057,1.65273,0.13282,1.0455
1.4,-1.3,17.4776,1466,0.199925,ol;spl,41.9984,0.725973,8.7595,0.0398706,19.8799,14.357,12.4883,1.62028,0.130749,1.4257
1.4,-1.2,19.4805,1474,0.200205,spl;fper;ol,41.776,0.682176,8.28448,0.0389987,20.8817,14.5029,12.1302,1.57672,0.126847,1.4642
1.4,-1.1,21.6965,1472,0.200027,fper;spl;ol,41.5901,0.678998,8.29777,0.0390262,21.4304,14.35,11.9554,1.53481,0.123555,1.4408
1.4,-1,24.1443,1471,0.200135,spl;ol;fper,41.3824,0.673133,8.30768,0.0392229,22.0353,14.2153,11.7396,1.48786,0.119493,1.4131
1.45,-5,0.2609,1359,0.200445,opx;cpx;ol;spl,49.3753,0.999172,17.8292,0.14625,0.262801,14.8336,14.4958,1.90124,0.156598,0.8130
1.45,-4.5,0.4637,1357,0.200468,ol;opx;cpx;spl,49.3106,0.99521,17.8142,0.144265,0.467626,14.7522,14.4604,1.89921,0.156376,0.8117
1.45,-4,0.8236,1355,0.199648,ol;cpx;opx;spl,49.1764,0.996316,17.8174,0.139788,0.821377,14.6006,14.3962,1.89597,0.155844,0.8080
1.45,-3.5,1.4617,1351,0.199765,opx;cpx;ol;spl,48.9686,0.989278,17.7745,0.133882,1.43859,14.3617,14.2964,1.88189,0.155185,0.8043
1.45,-3,2.5901,1344,0.199193,ol;cpx;spl;opx,48.6019,0.979149,17.7319,0.122967,2.49249,13.9361,14.117,1.86502,0.153527,0.7961
1.45,-2.9,2.9033,1343,0.200676,opx;spl;ol;cpx,48.517,0.971313,17.6761,0.121577,2.78233,13.8478,14.0843,1.84789,0.151745,0.7968
1.45,-2.8,3.2540,1340,0.199391,cpx;opx;ol;spl,48.3962,0.972266,17.6955,0.117355,3.09198,13.7029,14.0208,1.85029,0.152579,0.7923
1.45,-2.7,3.6465,1338,0.200362,ol;spl;opx;cpx,48.2832,0.964348,17.6563,0.114791,3.43933,13.5818,13.9742,1.83538,0.150642,0.7915
1.45,-2.6,4.0858,1336,0.200169,cpx;spl;ol;opx,48.1524,0.958113,17.6415,0.111066,3.81838,13.4291,13.9108,1.82855,0.150192,0.7885
1.45,-2.5,4.5772,1333,0.200827,spl;cpx;ol;opx,48.0088,0.953659,17.6062,0.107602,4.23963,13.2731,13.8485,1.81367,0.148874,0.7866
1.45,-2.4,5.1268,1330,0.200513,cpx;spl;ol;opx,47.8456,0.949773,17.5968,0.103001,4.69281,13.0867,13.771,1.80544,0.148832,0.7826
1.45,-2.3,5.7411,1326,0.199431,opx;spl;cpx;ol,47.6612,0.943745,17.6067,0.097391,5.19205,12.8688,13.6792,1.80265,0.148173,0.7769
1.45,-2.2,6.4276,1322,0.199075,ol;spl;opx;cpx,47.4645,0.939373,17.5963,0.0921233,5.73216,12.648,13.5889,1.79129,0.147383,0.7723
1.45,-2.1,7.1942,1319,0.199808,cpx;spl;ol;opx,47.255,0.930697,17.5645,0.0871535,6.32289,12.4227,13.5012,1.77019,0.14569,0.7687
1.45,-2,8.0500,1314,0.199395,cpx;spl;ol,46.989,0.925945,17.556,0.0812038,6.95859,12.1622,13.4264,1.75674,0.144,0.7648
1.45,-1.9,9.0046,1311,0.199244,ol;cpx;spl,46.2204,0.940726,17.4597,0.076145,7.73955,11.8602,13.8077,1.75247,0.143132,0.7908
1.45,-1.8,10.0688,1308,0.199317,spl;ol;cpx,45.3723,0.952994,17.2568,0.0701727,8.59409,11.5326,14.3313,1.7483,0.141422,0.8305
1.45,-1.7,11.2542,1304,0.199508,ol;spl;cpx,44.5205,0.961111,16.8711,0.0620622,9.5114,11.1672,15.0281,1.73846,0.140087,0.8908
1.45,-1.6,12.5736,1345,0.199943,ol;spl,43.4203,0.950392,15.3306,0.0568303,11.5792,11.899,14.9115,1.71415,0.138051,0.9727
1.45,-1.5,14.0405,1423,0.200044,ol;spl,42.7785,0.894214,11.8388,0.0492653,14.9496,13.7526,13.9167,1.68518,0.135206,1.1755
1.45,-1.4,15.6699,1498,0.20014,spl;ol;fper,42.3627,0.664914,8.07961,0.0422886,18.7636,15.8624,12.4379,1.65305,0.133551,1.5394
1.45,-1.3,17.4776,1494,0.199832,fper;spl;ol,42.1917,0.667666,8.1055,0.0418779,19.3062,15.6228,12.3142,1.62011,0.130008,1.5192
1.45,-1.2,19.4805,1491,0.199783,fper;spl;ol,42.0064,0.668327,8.12655,0.0416774,19.8758,15.409,12.1636,1.58119,0.12747,1.4968
1.45,-1.1,21.6965,1489,0.19999,fper;ol;spl,41.8001,0.666405,8.14118,0.0415776,20.4881,15.2203,11.9845,1.53466,0.12321,1.4721
1.45,-1,24.1443,1486,0.199657,spl;ol;fper,41.5865,0.663645,8.16224,0.0415559,21.1349,15.0219,11.779,1.49029,0.120061,1.4431
1.5,-5,0.2609,1354,0.199441,spl;opx;ol;cpx,49.1281,1.00032,18.2646,0.13061,0.256793,14.6813,14.4708,1.91056,0.156824,0.7923
1.5,-4.5,0.4637,1353,0.199314,opx;spl;cpx;ol,49.0612,0.999021,18.2524,0.128699,0.455606,14.6018,14.4365,1.90755,0.157147,0.7909
1.5,-4,0.8236,1351,0.200083,spl;ol;opx;cpx,48.9497,0.994523,18.2107,0.126138,0.803547,14.4781,14.3861,1.89565,0.15555,0.7900
1.5,-3.5,1.4617,1347,0.200009,spl;ol;opx;cpx,48.7411,0.988006,18.1768,0.120397,1.40547,14.2429,14.2889,1.8812,0.155204,0.7861
1.5,-3,2.5901,1341,0.200693,opx;ol;spl;cpx,48.3954,0.973859,18.1018,0.111426,2.43398,13.8488,14.1261,1.85564,0.15299,0.7804
1.5,-2.9,2.9033,1339,0.200516,spl;cpx;ol;opx,48.2934,0.971957,18.0944,0.108583,2.71458,13.7356,14.0795,1.85021,0.151703,0.7781
1.5,-2.8,3.2540,1337,0.200727,cpx;spl;ol;opx,48.1917,0.96701,18.0716,0.106013,3.02065,13.6179,14.0307,1.84225,0.152105,0.7764
1.5,-2.7,3.6465,1334,0.199893,opx;cpx;ol;spl,48.0647,0.965245,18.0794,0.102126,3.35628,13.4719,13.9691,1.8404,0.150911,0.7727
1.5,-2.6,4.0858,1332,0.199653,cpx;opx;spl;ol,47.9321,0.96288,18.0648,0.0986091,3.73118,13.3209,13.9059,1.8332,0.150524,0.7698
1.5,-2.5,4.5772,1329,0.200086,opx;spl;ol;cpx,47.7916,0.954197,18.0394,0.0952023,4.1379,13.1674,13.8458,1.82013,0.148344,0.7675
1.5,-2.4,5.1268,1326,0.199634,spl;ol;opx;cpx,47.6311,0.950973,18.0314,0.0908511,4.5836,12.9822,13.7679,1.81295,0.14905,0.7636
1.5,-2.3,5.7411,1324,0.19914,spl;cpx;ol,47.2102,0.958727,17.9903,0.0870318,5.10305,12.7764,13.9136,1.8122,0.148433,0.7734
1.5,-2.2,6.4276,1322,0.199851,spl;ol;cpx,46.6445,0.966071,17.8848,0.0837101,5.69448,12.5677,14.2102,1.80125,0.147202,0.7945
1.5,-2.1,7.1942,1319,0.19925,ol;cpx;spl,46.025,0.976616,17.7525,0.0787223,6.33684,12.3178,14.5657,1.79993,0.146883,0.8205
1.5,-2,8.0500,1317,0.199945,ol;spl;cpx,45.3795,0.98049,17.5053,0.0732527,7.04658,12.0533,15.0268,1.78983,0.144877,0.8584
1.5,-1.9,9.0046,1314,0.200881,ol;spl;cpx,44.7485,0.986036,17.1071,0.0661663,7.81081,11.7559,15.6077,1.77471,0.143054,0.9124
1.5,-1.8,10.0688,1354,0.200025,ol;spl,43.8885,0.975017,15.7541,0.0621702,9.48764,12.5582,15.369,1.76376,0.141586,0.9756
1.5,-1.7,11.2542,1416,0.200024,spl;ol,43.3698,0.941917,13.0788,0.0563136,11.9294,14.1212,14.6218,1.74059,0.140251,1.1180
1.5,-1.6,12.5736,1484,0.199973,ol;spl,43.0565,0.812481,9.76818,0.0498231,14.9175,16.0454,13.4974,1.7149,0.137881,1.3818
1.5,-1.5,14.0405,1520,0.199887,spl;fper;ol,42.7796,0.643777,7.90127,0.045708,17.1006,17.128,12.5782,1.68701,0.135887,1.5919
1.5,-1.4,15.6699,1515,0.199763,ol;fper;spl,42.6015,0.649145,7.9326,0.0450563,17.6999,16.8131,12.4689,1.65637,0.133492,1.5719
1.5,-1.3,17.4776,1512,0.200328,spl;ol;fper,42.4046,0.650401,7.95409,0.0446484,18.3178,16.5601,12.3218,1.61598,0.130616,1.5491
1.5,-1.2,19.4805,1507,0.199852,spl;ol;fper,42.2113,0.653813,7.98264,0.0442073,18.9411,16.2755,12.1843,1.57969,0.127311,1.5264
1.5,-1.1,21.6965,1504,0.200175,spl;fper;ol,41.9928,0.653253,8.00342,0.0440088,19.6087,16.0456,11.9944,1.5343,0.123462,1.4987
1.5,-1,24.1443,1501,0.200144,spl;ol;fper,41.7622,0.651249,8.02599,0.0438579,20.3137,15.8098,11.7871,1.48658,0.119502,1.4686
1.55,-5,0.2609,1350,0.199592,cpx;ol;spl;opx,48.9028,1.00396,18.6458,0.117148,0.251002,14.5561,14.4554,1.91117,0.156651,0.7753
1.55,-4.5,0.4637,1349,0.19945,ol;opx;cpx;spl,48.8361,0.99999,18.6388,0.115223,0.44429,14.478,14.423,1.90799,0.156637,0.7738
1.55,-4,0.8236,1347,0.20006,opx;cpx;ol;spl,48.726,0.99533,18.6007,0.112777,0.784353,14.3556,14.3731,1.89691,0.155178,0.7727
1.55,-3.5,1.4617,1343,0.199881,ol;cpx;spl;opx,48.5214,0.989215,18.5701,0.107327,1.37463,14.1221,14.2756,1.88452,0.155074,0.7687
1.55,-3,2.5901,1337,0.199386,spl;ol;cpx,48.1149,0.981637,18.5174,0.0983937,2.38015,13.7234,14.1629,1.86792,0.153283,0.7648
1.55,-2.9,2.9033,1336,0.200439,spl;cpx;ol,47.854,0.982283,18.4562,0.0975691,2.67094,13.6352,14.2944,1.85762,0.151937,0.7745
1.55,-2.8,3.2540,1335,0.200036,ol;cpx;spl,47.5599,0.988348,18.4217,0.0952699,2.9848,13.5147,14.4262,1.85729,0.151786,0.7831
1.55,-2.7,3.6465,1334,0.200043,spl;ol;cpx,47.2357,0.994542,18.3627,0.0929698,3.33711,13.3851,14.5855,1.85481,0.151401,0.7943
1.55,-2.6,4.0858,1333,0.200298,ol;cpx;spl,46.8753,0.995818,18.2809,0.0904013,3.72584,13.2469,14.7857,1.84829,0.150908,0.8088
1.55,-2.5,4.5772,1331,0.199385,spl;cpx;ol,46.4795,1.00406,18.1916,0.086473,4.16171,13.0721,15.0041,1.85005,0.150404,0.8248
1.55,-2.4,5.1268,1329,0.199133,spl;ol;cpx,46.0592,1.0087,18.0452,0.0823672,4.63974,12.8865,15.2797,1.84898,0.14959,0.8467
1.55,-2.3,5.7411,1327,0.200194,spl;ol;cpx,45.6201,1.0091,17.8147,0.078055,5.17522,12.6918,15.6261,1.8364,0.148554,0.8771
1.55,-2.2,6.4276,1324,0.200676,ol;spl;cpx,45.1869,1.01329,17.507,0.072325,5.74869,12.4653,16.0327,1.8273,0.146515,0.9158
1.55,-2.1,7.1942,1347,0.200047,ol;spl,44.6012,1.0094,16.713,0.0691675,6.74482,12.9074,15.9875,1.82068,0.146822,0.9566
1.55,-2,8.0500,1392,0.200028,spl;ol,44.1065,0.992577,15.0957,0.0660753,8.23455,14.0265,15.53,1.80298,0.145146,1.0288
1.55,-1.9,9.0046,1443,0.199927,spl;ol,43.8346,0.954669,12.8338,0.0611948,10.0671,15.4404,14.8803,1.78419,0.143889,1.1595
1.55,-1.8,10.0688,1497,0.200126,ol;spl,43.623,0.845377,10.2023,0.0559872,12.289,17.108,13.9726,1.76134,0.142402,1.3696
1.55,-1.7,11.2542,1548,0.199699,spl;ol;fper,43.3671,0.61177,7.72029,0.0502063,14.7738,18.8128,12.7809,1.74286,0.140162,1.6555
1.55,-1.6,12.5736,1542,0.199699,spl;ol;fper,43.19,0.61938,7.74905,0.0492664,15.4205,18.4137,12.703,1.71682,0.138219,1.6393
1.55,-1.5,14.0405,1536,0.200045,spl;fper;ol,43.0006,0.625366,7.77597,0.0484032,16.0772,18.0506,12.6008,1.68471,0.13638,1.6205
1.55,-1.4,15.6699,1531,0.199801,ol;spl;fper,42.8109,0.632253,7.80628,0.0476213,16.7321,17.6898,12.4938,1.65397,0.133248,1.6005
1.55,-1.3,17.4776,1526,0.199839,fper;spl;ol,42.6127,0.636154,7.83597,0.0469419,17.3949,17.3616,12.3622,1.61929,0.130319,1.5776
1.55,-1.2,19.4805,1521,0.200001,spl;ol;fper,42.4002,0.639371,7.86112,0.0464661,18.0768,17.0648,12.2056,1.57864,0.126996,1.5527
1.55,-1.1,21.6965,1517,0.200317,ol;spl;fper,42.1721,0.641141,7.88575,0.0461849,18.792,16.7936,12.0113,1.5347,0.123292,1.5232
1.55,-1,24.1443,1514,0.200266,spl;ol;fper,41.9325,0.640356,7.90986,0.0459573,19.5377,16.5198,11.8081,1.48617,0.119596,1.4928
1.6,-5,0.2609,1348,0.199552,spl;ol;cpx,48.3438,1.01774,18.9693,0.106174,0.247989,14.4551,14.7822,1.92064,0.157098,0.7793
1.6,-4.5,0.4637,1348,0.199661,cpx;spl;ol,48.1715,1.01945,18.9396,0.105004,0.439825,14.388,14.8623,1.91765,0.156657,0.7847
1.6,-4,0.8236,1347,0.19937,cpx;ol;spl,47.8669,1.02375,18.8886,0.10254,0.780048,14.2623,15.0041,1.91565,0.156109,0.7944
1.6,-3.5,1.4617,1345,0.199911,spl;ol;cpx,47.341,1.0289,18.7504,0.098802,1.37702,14.0529,15.2882,1.90814,0.154618,0.8154
1.6,-3,2.5901,1341,0.200376,spl;ol;cpx,46.4668,1.03381,18.4326,0.0904459,2.42576,13.6698,15.8357,1.89166,0.153368,0.8591
1.6,-2.9,2.9033,1340,0.200094,cpx;ol;spl,46.2427,1.03762,18.3288,0.0875,2.70556,13.5567,15.9971,1.89146,0.152549,0.8728
1.6,-2.8,3.2540,1338,0.200485,cpx;spl;ol,46.007,1.03966,18.1799,0.0846576,3.02383,13.4369,16.19,1.88545,0.152606,0.8905
1.6,-2.7,3.6465,1336,0.199731,spl;cpx;ol,45.7602,1.04385,18.0182,0.0803444,3.37392,13.2841,16.3992,1.88714,0.153112,0.9101
1.6,-2.6,4.0858,1334,0.199804,cpx;spl;ol,45.5098,1.04438,17.788,0.0760164,3.75913,13.1266,16.6624,1.88231,0.151321,0.9367
1.6,-2.5,4.5772,1359,0.199934,spl;ol,45.113,1.04039,17.1449,0.0761369,4.42532,13.7081,16.4687,1.87251,0.150895,0.9606
1.6,-2.4,5.1268,1388,0.200049,ol;spl,44.7849,1.02813,16.1813,0.0749316,5.24993,14.4868,16.1832,1.86093,0.149877,1.0001
1.6,-2.3,5.7411,1421,0.199959,ol;spl,44.5616,1.0127,14.8832,0.072138,6.23557,15.4111,15.8256,1.8491,0.148999,1.0633
1.6,-2.2,6.4276,1458,0.200046,ol;spl,44.4104,0.980849,13.2523,0.0686248,7.4391,16.5241,15.3411,1.83585,0.147658,1.1576
1.6,-2.1,7.1942,1497,0.200094,ol;spl,44.2838,0.916613,11.3943,0.0647062,8.85606,17.7853,14.7345,1.81796,0.146691,1.2931
1.6,-2,8.0500,1537,0.199969,spl;ol,44.1419,0.785185,9.4229,0.0601605,10.5293,19.1663,13.9455,1.80379,0.145082,1.4800
1.6,-1.9,9.0046,1576,0.19979,ol;spl;fper,43.942,0.579757,7.58577,0.0551872,12.379,20.5657,12.9621,1.78631,0.144162,1.7087
1.6,-1.8,10.0688,1569,0.199877,ol;spl;fper,43.7619,0.588508,7.60794,0.0539302,13.0861,20.1016,12.892,1.76563,0.142362,1.6946
1.6,-1.7,11.2542,1562,0.199798,spl;ol;fper,43.579,0.596475,7.63184,0.052719,13.7887,19.646,12.8228,1.74195,0.14055,1.6802
1.6,-1.6,12.5736,1555,0.200014,spl;ol;fper,43.3888,0.604282,7.6542,0.0517126,14.484,19.2315,12.7335,1.71412,0.137851,1.6636
1.6,-1.5,14.0405,1549,0.199818,spl;ol;fper,43.1994,0.611712,7.68391,0.0506488,15.1753,18.8196,12.6361,1.68743,0.135929,1.6445
1.6,-1.4,15.6699,1543,0.199891,fper;ol;spl,43.0011,0.617821,7.70889,0.0498195,15.8633,18.4475,12.5236,1.65457,0.133257,1.6246
1.6,-1.3,17.4776,1538,0.200243,ol;spl;fper,42.7864,0.622904,7.73407,0.0491543,16.5799,18.1061,12.3741,1.61723,0.130171,1.6000
1.6,-1.2,19.4805,1533,0.200282,fper;ol;spl,42.569,0.626834,7.75896,0.0485326,17.2956,17.7689,12.2285,1.57684,0.126875,1.5761
1.6,-1.1,21.6965,1528,0.199771,ol;fper;spl,42.3445,0.630614,7.78973,0.0479766,18.0355,17.4275,12.0635,1.53719,0.123456,1.5486
1.6,-1,24.1443,1524,0.199954,spl;ol;fper,42.0923,0.632266,7.8133,0.0477457,18.8215,17.1441,11.841,1.4881,0.11971,1.5155
1.65,-5,0.2609,1352,0.200093,spl;cpx;ol,46.7437,1.06774,18.771,0.0959331,0.251942,14.4139,16.5546,1.94424,0.156955,0.8819
1.65,-4.5,0.4637,1352,0.200833,ol;cpx;spl,46.6076,1.06599,18.6756,0.0944784,0.447549,14.3486,16.6678,1.9358,0.156501,0.8925
1.65,-4,0.8236,1350,0.199761,ol;spl;cpx,46.3757,1.07343,18.532,0.090058,0.789376,14.1968,16.8452,1.94048,0.156951,0.9090
1.65,-3.5,1.4617,1351,0.200084,ol;spl,45.9848,1.07493,18.1521,0.0843989,1.40543,14.0812,17.1314,1.93045,0.155291,0.9438
1.65,-3,2.5901,1411,0.199977,spl;ol,45.3139,1.05395,16.3605,0.0832725,2.78656,15.7355,16.5999,1.91235,0.154182,1.0146
1.65,-2.9,2.9033,1428,0.199979,spl;ol,45.2115,1.04444,15.7148,0.0819376,3.22084,16.2501,16.4176,1.90471,0.154097,1.0447
1.65,-2.8,3.2540,1447,0.199994,ol;spl,45.1237,1.03638,14.9372,0.0802757,3.73451,16.8446,16.1939,1.89646,0.152963,1.0841
1.65,-2.7,3.6465,1468,0.20002,ol;spl,45.0597,1.01518,14.0234,0.0782565,4.32797,17.5251,15.928,1.89003,0.15238,1.1358
1.65,-2.6,4.0858,1491,0.19998,spl;ol,44.999,0.988527,12.9881,0.075766,5.02753,18.2748,15.6136,1.88141,0.151211,1.2021
1.65,-2.5,4.5772,1515,0.200001,ol;spl,44.9383,0.943611,11.8273,0.0730968,5.84556,19.125,15.2248,1.87143,0.150858,1.2873
1.65,-2.4,5.1268,1540,0.199937,ol;spl,44.8668,0.870109,10.5712,0.0700359,6.80219,20.054,14.7551,1.86035,0.15015,1.3958
1.65,-2.3,5.7411,1568,0.200148,spl;ol,44.7718,0.752576,9.21636,0.0665751,7.92259,21.1246,14.1501,1.84705,0.148339,1.5353
1.65,-2.2,6.4276,1597,0.199895,spl;ol,44.6421,0.591858,7.83791,0.0623308,9.21876,22.2712,13.3907,1.83734,0.147777,1.7085
1.65,-2.1,7.1942,1600,0.200134,spl;fper;ol,44.4668,0.553362,7.50689,0.0601275,10.1013,22.2199,13.1257,1.8185,0.147357,1.7485
1.65,-2,8.0500,1593,0.200003,spl;fper;ol,44.2976,0.560172,7.51947,0.0586904,10.8131,21.7306,13.0714,1.80349,0.145502,1.7383
1.65,-1.9,9.0046,1586,0.199861,ol;spl;fper,44.1252,0.567415,7.53477,0.0572103,11.5217,21.2495,13.0142,1.78627,0.143731,1.7272
1.65,-1.8,10.0688,1580,0.200255,fper;spl;ol,43.9362,0.576475,7.54611,0.0561214,12.2432,20.8107,12.927,1.76153,0.142601,1.7131
1.65,-1.7,11.2542,1573,0.19992,spl;ol;fper,43.7583,0.583619,7.56873,0.0548115,12.9523,20.3417,12.858,1.7426,0.140045,1.6988
1.65,-1.6,12.5736,1566,0.200189,ol;fper;spl,43.5615,0.59264,7.58463,0.0537046,13.6728,19.9168,12.7671,1.71312,0.137719,1.6833
1.65,-1.5,14.0405,1560,0.20001,spl;fper;ol,43.3648,0.599388,7.60621,0.052699,14.3923,19.495,12.6701,1.68391,0.135649,1.6658
1.65,-1.4,15.6699,1553,0.199587,spl;ol;fper,43.1707,0.606521,7.63575,0.0516503,15.103,19.0759,12.5654,1.65715,0.133818,1.6456
1.65,-1.3,17.4776,1548,0.200225,spl;fper;ol,42.947,0.610691,7.65345,0.0509985,15.8479,18.7279,12.4152,1.61625,0.130506,1.6222
1.65,-1.2,19.4805,1543,0.200393,fper;spl;ol,42.719,0.616752,7.67626,0.0503687,16.602,18.3792,12.2534,1.57575,0.127274,1.5963
1.65,-1.1,21.6965,1538,0.199973,spl;ol;fper,42.488,0.62148,7.70533,0.0497764,17.3683,18.0284,12.0785,1.53645,0.123821,1.5675
1.65,-1,24.1443,1534,0.20007,spl;ol;fper,42.2349,0.622075,7.7297,0.0493836,18.1766,17.708,11.8716,1.48816,0.119637,1.5358
1.7,-5,0.2609,1453,0.200007,spl;ol,45.8473,1.06897,15.9837,0.092558,0.304554,17.7373,16.8529,1.95499,0.157792,1.0544
1.7,-4.5,0.4637,1464,0.199981,ol;spl,45.8093,1.06198,15.5461,0.0914649,0.552809,18.0986,16.7303,1.9516,0.157823,1.0762
1.7,-4,0.8236,1483,0.200005,spl;ol,45.7569,1.04826,14.7341,0.089541,1.01289,18.7583,16.4985,1.94492,0.156657,1.1197
1.7,-3.5,1.4617,1515,0.199926,spl;ol,45.6927,1.0103,13.2713,0.0857747,1.88757,19.9067,16.0561,1.93385,0.155706,1.2098
1.7,-3,2.5901,1567,0.199977,ol;spl,45.5855,0.87177,10.7229,0.0789236,3.60852,21.9323,15.1343,1.91175,0.154095,1.4114
1.7,-2.9,2.9033,1580,0.199889,spl;ol,45.5466,0.817924,10.0558,0.0769749,4.11931,22.4758,14.849,1.90502,0.153576,1.4767
1.7,-2.8,3.2540,1595,0.200103,spl;ol,45.4978,0.743074,9.31266,0.0748005,4.71248,23.1138,14.4955,1.89672,0.153108,1.5565
1.7,-2.7,3.6465,1611,0.199924,ol;spl,45.4354,0.654552,8.53726,0.0720934,5.38887,23.7815,14.0877,1.88983,0.152812,1.6501
1.7,-2.6,4.0858,1630,0.200119,ol;spl,45.3471,0.54588,7.69103,0.0688698,6.1737,24.5789,13.5613,1.88194,0.151312,1.7633
1.7,-2.5,4.5772,1630,0.199952,spl;fper;ol,45.2206,0.521651,7.47931,0.0670181,6.82273,24.4745,13.3915,1.87166,0.151043,1.7905
1.7,-2.4,5.1268,1625,0.199766,spl;fper;ol,45.0855,0.527431,7.47891,0.0657074,7.42879,24.0436,13.3572,1.86283,0.150039,1.7860
1.7,-2.3,5.7411,1619,0.199797,spl;ol;fper,44.9363,0.532479,7.47775,0.0643371,8.06786,23.6153,13.3074,1.84939,0.149274,1.7796
1.7,-2.2,6.4276,1613,0.200075,ol;spl;fper,44.7801,0.537904,7.47914,0.0630798,8.72521,23.1882,13.2428,1.83607,0.147534,1.7706
1.7,-2.1,7.1942,1607,0.200035,spl;fper;ol,44.6175,0.545107,7.48185,0.0617026,9.40834,22.7277,13.1909,1.82018,0.146718,1.7631
1.7,-2,8.0500,1600,0.200054,spl;fper;ol,44.4498,0.550971,7.4894,0.0602602,10.1037,22.27,13.1263,1.80389,0.145653,1.7526
1.7,-1.9,9.0046,1593,0.199663,fper;spl;ol,44.2803,0.559119,7.4999,0.0589679,10.8139,21.7808,13.0748,1.78812,0.144101,1.7433
1.7,-1.8,10.0688,1587,0.19973,ol;spl;fper,44.0979,0.566757,7.50915,0.0576303,11.5268,21.3364,12.9975,1.76577,0.142079,1.7309
1.7,-1.7,11.2542,1581,0.199935,spl;ol;fper,43.9083,0.574132,7.52252,0.0563554,12.2544,20.8947,12.9076,1.74168,0.14042,1.7159
