t_Myr,dt_kyr,T,P_CO2,rel_change,slowest,Da,A_reactive,supply_efficiency,Y_Alkalinity,Y_C,Y_Si,Y_Al,Y_Fe,Y_Ca,Y_Mg,Y_Na,F_out_Alkalinity,F_out_C,F_out_Si,F_out_Al,F_out_Fe,F_out_Ca,F_out_Mg,F_out_Na,F_diss_Alkalinity,F_diss_C,F_diss_Si,F_diss_Al,F_diss_Fe,F_diss_Ca,F_diss_Mg,F_diss_Na,F_prec_Alkalinity,F_prec_C,F_prec_Si,F_prec_Al,F_prec_Fe,F_prec_Ca,F_prec_Mg,F_prec_Na,F_cont_Alkalinity,F_cont_C,F_cont_Si,F_cont_Al,F_cont_Fe,F_cont_Ca,F_cont_Mg,F_cont_Na,F_net_Alkalinity,F_net_C,F_net_Si,F_net_Al,F_net_Fe,F_net_Ca,F_net_Mg,F_net_Na
2.0200,20.00,310.6520,2.075136e+00,1.000000e+00,Ca,2.156138e-02,1.333333e-01,2.1331%,1.131570e-04,9.898000e-05,5.548381e-05,2.666948e-19,1.180529e-11,5.299978e-05,1.400116e-07,3.638154e-25,0.000000e+00,1.550633e-18,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.823812e-18,1.076262e-33,8.934502e-19,4.236063e-33,7.954893e-24,8.539427e-19,2.240886e-21,-4.176447e-43,-7.938026e-24,-1.326405e-26,-8.102749e-30,-7.736225e-38,-7.938010e-24,-7.731914e-30,-2.035248e-32,-7.335599e-38,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.823804e-18,1.550633e-18,8.934502e-19,4.235986e-33,1.688275e-26,8.539427e-19,2.240886e-21,-7.335641e-38
4.4200,24.00,311.6699,2.706036e+00,1.000000e+00,Ca,2.278752e-02,1.333333e-01,2.2530%,2.544668e-04,2.165800e-04,1.246662e-04,5.908258e-19,1.387789e-11,1.191761e-04,3.122308e-07,1.824327e-24,0.000000e+00,1.550633e-18,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.896782e-18,3.399873e-28,9.282719e-19,4.303230e-33,7.912413e-24,8.886360e-19,2.293390e-21,2.430692e-41,-7.895371e-24,-6.598464e-27,-1.888107e-29,-7.978038e-38,-7.895333e-24,-1.798739e-29,-4.773077e-32,-7.735913e-38,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.896774e-18,1.550633e-18,9.282719e-19,4.303150e-33,1.708038e-26,8.886360e-19,2.293390e-21,-7.733482e-38
6.8200,24.00,312.4184,3.169957e+00,9.999997e-01,Ca,2.379036e-02,1.333333e-01,2.3510%,3.998728e-04,3.341800e-04,1.693130e-04,9.390961e-19,1.504750e-11,1.873427e-04,4.867044e-07,0.000000e+00,0.000000e+00,1.550633e-18,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.920940e-18,2.870033e-33,9.407374e-19,4.263317e-33,7.963764e-24,9.008141e-19,2.291763e-21,5.847026e-43,-8.291973e-24,-2.778595e-25,-8.255428e-19,-4.106716e-34,-7.964750e-24,-1.533085e-25,-3.983152e-28,-4.106640e-34,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.920931e-18,1.550633e-18,1.151946e-19,3.852645e-33,-9.852141e-28,9.008139e-19,2.291762e-21,-4.106640e-34
9.2200,24.00,314.7392,4.608377e+00,9.999967e-01,Mg,2.732902e-02,1.333333e-01,2.6959%,5.081420e-04,4.319761e-04,1.859313e-04,1.327484e-18,1.745539e-11,2.369673e-04,6.610384e-07,0.000000e+00,0.000000e+00,1.550633e-18,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.041086e-18,7.754469e-31,1.001673e-18,4.490522e-33,8.225639e-24,9.620317e-19,2.341879e-21,4.176447e-44,-1.211174e-18,-6.055842e-19,-5.462955e-19,-2.972231e-33,-8.158292e-24,-6.055829e-19,-3.910320e-27,-2.972419e-33,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.299118e-19,9.450487e-19,4.553777e-19,1.518290e-33,6.734692e-26,3.564488e-19,2.341875e-21,-2.972419e-33
11.6200,24.00,323.5625,1.098892e+01,1.384553e+00,P_CO2,4.727572e-02,1.333333e-01,4.6176%,5.739075e-04,5.025604e-04,2.523406e-04,1.458601e-18,3.104162e-11,2.661957e-04,8.343277e-07,0.000000e+00,0.000000e+00,1.550633e-18,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.162408e-18,8.940977e-29,1.069469e-18,4.925460e-33,9.563623e-24,1.042667e-18,2.224309e-21,1.524403e-41,-1.322157e-18,-6.610752e-19,-1.514249e-24,-3.279534e-33,-9.567870e-24,-6.610724e-19,-5.378409e-27,-3.282590e-33,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.402516e-19,8.895577e-19,1.069468e-18,1.645926e-33,-4.247129e-27,3.815950e-19,2.224303e-21,-3.282590e-33
14.0200,24.00,324.0287,1.469850e+01,9.999918e-01,Mg,4.853830e-02,1.333333e-01,4.7379%,6.194650e-04,5.559705e-04,2.537941e-04,1.512771e-18,3.117386e-11,2.857715e-04,1.011080e-06,0.000000e+00,0.000000e+00,1.550633e-18,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.409975e-18,5.039386e-28,1.190367e-18,5.523973e-33,9.669842e-24,1.159455e-18,2.420140e-21,8.219248e-41,-1.879381e-18,-9.396879e-19,-1.177487e-18,-4.931871e-33,-9.635033e-24,-9.396853e-19,-9.954900e-27,-4.931856e-33,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.305942e-19,6.109450e-19,1.288030e-20,5.921021e-34,3.480990e-26,2.197699e-19,2.420130e-21,-4.931856e-33
16.9000,28.80,324.5110,1.853629e+01,9.999890e-01,Mg,4.996747e-02,1.333333e-01,4.8740%,6.613073e-04,6.032437e-04,2.556170e-04,1.557089e-18,3.295789e-11,3.022635e-04,1.238061e-06,0.000000e+00,0.000000e+00,1.550633e-18,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.620778e-18,1.975683e-27,1.293540e-18,6.049448e-33,9.875972e-24,1.258985e-18,2.552701e-21,3.169506e-40,-2.231778e-18,-1.115887e-18,-1.272381e-18,-5.673360e-33,-9.888280e-24,-1.115884e-18,-1.402155e-26,-5.673349e-33,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.890001e-19,4.347458e-19,2.115852e-20,3.760883e-34,-1.230795e-26,1.431011e-19,2.552687e-21,-5.673348e-33
19.7800,28.80,324.8959,2.159922e+01,9.999860e-01,Mg,5.117527e-02,1.333333e-01,4.9888%,6.915359e-04,6.366873e-04,2.575943e-04,1.583560e-18,3.354512e-11,3.125101e-04,1.473395e-06,0.000000e+00,0.000000e+00,1.550633e-18,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.765174e-18,4.806935e-27,1.364328e-18,6.418078e-33,1.006729e-23,1.327335e-18,2.607626e-21,7.633710e-40,-2.483167e-18,-1.241582e-18,-1.343634e-18,-6.202636e-33,-1.007325e-23,-1.241578e-18,-1.824841e-26,-6.202633e-33,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.820074e-19,3.090508e-19,2.069408e-20,2.154418e-34,-5.966422e-27,8.575684e-20,2.607608e-21,-6.202632e-33
22.6600,28.80,325.1844,2.389477e+01,9.999829e-01,Mg,5.211389e-02,1.333333e-01,5.0779%,7.135423e-04,6.606026e-04,2.593372e-04,1.597689e-18,3.405410e-11,3.183646e-04,1.711126e-06,0.000000e+00,0.000000e+00,1.550633e-18,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.862411e-18,8.690379e-27,1.412063e-18,6.669943e-33,1.021564e-23,1.373514e-18,2.609740e-21,1.379480e-39,-2.655412e-18,-1.327705e-18,-1.394857e-18,-6.569038e-33,-1.021782e-23,-1.327699e-18,-2.236332e-26,-6.572483e-33,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.069991e-19,2.229280e-19,1.720579e-20,1.009043e-34,-2.170921e-27,4.581475e-20,2.609718e-21,-6.572481e-33
25.5400,28.80,325.3932,2.555619e+01,9.999794e-01,Mg,5.280974e-02,1.333333e-01,5.1440%,7.298342e-04,6.780227e-04,2.607207e-04,1.603236e-18,3.447195e-11,3.211856e-04,1.947357e-06,0.000000e+00,0.000000e+00,1.550633e-18,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.927626e-18,1.301739e-26,1.444115e-18,6.840222e-33,1.032242e-23,1.404604e-18,2.577696e-21,2.068427e-39,-2.772307e-18,-1.386153e-18,-1.430682e-18,-6.815074e-33,-1.030312e-23,-1.386148e-18,-2.651078e-26,-6.815070e-33,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.553185e-19,1.644801e-19,1.343323e-20,2.514856e-35,1.929263e-26,1.845584e-20,2.577670e-21,-6.815068e-33
