t_Myr,dt_kyr,T,P_CO2,rel_change,slowest,Da,A_reactive,supply_efficiency,Y_Alkalinity,Y_C,Y_Si,Y_Al,Y_Fe,Y_Ca,Y_Mg,Y_Na,F_out_Alkalinity,F_out_C,F_out_Si,F_out_Al,F_out_Fe,F_out_Ca,F_out_Mg,F_out_Na,F_diss_Alkalinity,F_diss_C,F_diss_Si,F_diss_Al,F_diss_Fe,F_diss_Ca,F_diss_Mg,F_diss_Na,F_prec_Alkalinity,F_prec_C,F_prec_Si,F_prec_Al,F_prec_Fe,F_prec_Ca,F_prec_Mg,F_prec_Na,F_cont_Alkalinity,F_cont_C,F_cont_Si,F_cont_Al,F_cont_Fe,F_cont_Ca,F_cont_Mg,F_cont_Na,F_net_Alkalinity,F_net_C,F_net_Si,F_net_Al,F_net_Fe,F_net_Ca,F_net_Mg,F_net_Na
2.0200,20.00,291.0274,1.079453e+04,3.845190e+02,P_CO2,6.823742e-04,1.857227e+00,0.0682%,5.378888e-03,9.898001e-03,8.477892e-05,3.930482e-15,2.868541e-06,1.452198e-03,2.430395e-04,1.514333e-22,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.290885e-16,1.836821e-28,4.840768e-17,9.639495e-29,3.947024e-20,3.519485e-17,6.026375e-18,-4.176447e-41,-6.195110e-21,-1.094053e-24,-4.808210e-17,-5.604273e-35,-6.194525e-21,-1.596345e-25,-2.670722e-26,-5.582073e-35,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.290823e-16,1.550633e-16,3.255805e-19,9.639489e-29,3.327571e-20,3.519485e-17,6.026375e-18,-5.582077e-35
4.4200,24.00,294.6181,1.622602e+04,6.907080e-01,C,9.319275e-04,1.857227e+00,0.0931%,1.443147e-02,2.049095e-02,1.157776e-04,1.167823e-14,3.342581e-06,3.969083e-03,1.545751e-04,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.741244e-16,3.581801e-28,6.610570e-17,1.069890e-28,3.502083e-20,4.727590e-17,9.257471e-18,1.002347e-40,-5.676208e-17,-2.836672e-17,-6.589358e-17,-2.569833e-31,-4.208537e-20,-1.418018e-17,-1.417826e-17,-2.540210e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.173623e-16,1.266966e-16,2.121233e-19,1.067320e-28,-7.064538e-21,3.309572e-17,-4.920787e-18,-2.540210e-31
7.3000,28.80,299.6861,2.389220e+04,4.724624e-01,P_CO2,1.347620e-03,1.751278e+00,0.1347%,1.928746e-02,2.702347e-02,1.712762e-04,2.163388e-14,2.706822e-06,2.921273e-03,9.775427e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.496904e-16,1.910108e-23,9.514453e-17,1.111007e-28,6.302901e-20,6.708125e-17,1.350191e-17,4.188935e-37,-1.941197e-16,-9.705373e-17,-9.504094e-17,-8.861301e-31,-7.240888e-20,-8.304252e-17,-1.396969e-17,-8.672540e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.557069e-17,5.800958e-17,1.035945e-19,1.102146e-28,-9.379875e-21,-1.596127e-17,-4.677803e-19,-8.672536e-31
10.7560,34.56,299.4473,2.353100e+04,2.753709e-01,C,1.330209e-03,1.765413e+00,0.1329%,2.619826e-02,3.385487e-02,1.844995e-04,3.371127e-14,2.004692e-06,1.687407e-03,6.357280e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.443197e-16,9.230025e-28,9.392201e-17,1.117512e-28,8.887491e-20,6.649741e-17,1.379093e-17,6.264671e-41,-1.762357e-16,-8.810251e-17,-9.396159e-17,-8.118326e-31,-9.577545e-20,-7.403917e-17,-1.401306e-17,-7.850209e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.808402e-17,6.696078e-17,-3.958853e-20,1.109394e-28,-6.900546e-21,-7.541762e-18,-2.221235e-19,-7.850209e-31
14.9032,41.47,299.2400,2.321745e+04,3.031006e-01,C,1.312227e-03,1.774281e+00,0.1311%,3.549878e-02,4.307901e-02,2.011368e-04,4.829490e-14,1.429437e-06,1.055608e-03,4.725590e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.381864e-16,1.866201e-24,9.265167e-17,1.123521e-28,1.091483e-19,6.576336e-17,1.381756e-17,2.434451e-38,-1.658956e-16,-8.292799e-17,-9.265196e-17,-7.707021e-31,-1.136873e-19,-6.895466e-17,-1.391193e-17,-7.350317e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.229084e-17,7.213530e-17,-2.981968e-22,1.115814e-28,-4.539067e-21,-3.191302e-18,-9.436725e-20,-7.350317e-31
19.0504,41.47,299.3324,2.335716e+04,3.085020e-01,C,1.321315e-03,1.775199e+00,0.1320%,4.503589e-02,5.262057e-02,2.023444e-04,6.295369e-14,9.701521e-07,7.560626e-04,3.842943e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.368930e-16,0.000000e+00,9.326287e-17,1.128838e-28,1.247733e-19,6.623259e-17,1.395897e-17,-2.923513e-41,-1.639322e-16,-8.194557e-17,-9.324871e-17,-7.675778e-31,-1.274170e-19,-6.786399e-17,-1.400719e-17,-7.216494e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.296087e-17,7.311772e-17,1.415154e-20,1.121162e-28,-2.643673e-21,-1.631397e-18,-4.821578e-20,-7.216494e-31
23.1976,41.47,299.5205,2.364167e+04,3.066713e-01,C,1.339231e-03,1.773594e+00,0.1338%,5.457705e-02,6.218879e-02,2.047579e-04,7.768041e-14,7.027216e-07,5.924012e-04,3.367089e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.371402e-16,1.561298e-28,9.448574e-17,1.134082e-28,1.326039e-19,6.709032e-17,1.411584e-17,5.429381e-41,-1.645891e-16,-8.227764e-17,-9.446432e-17,-7.772429e-31,-1.341498e-19,-6.804624e-17,-1.414296e-17,-7.193137e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.255105e-17,7.278566e-17,2.141932e-20,1.126310e-28,-1.545898e-21,-9.559283e-19,-2.712027e-20,-7.193137e-31
28.1742,49.77,299.7835,2.403954e+04,3.015698e-01,C,1.364468e-03,1.770650e+00,0.1364%,6.595507e-02,7.360294e-02,2.323897e-04,9.543906e-14,6.006150e-07,4.947801e-04,3.391857e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.380452e-16,1.662323e-26,9.620417e-17,1.140074e-28,1.330744e-19,6.827505e-17,1.424470e-17,1.294699e-40,-1.664330e-16,-8.320790e-17,-9.617737e-17,-7.923759e-31,-1.340773e-19,-6.884263e-17,-1.426014e-17,-7.205002e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.161226e-17,7.185539e-17,2.680226e-20,1.132151e-28,-1.002847e-21,-5.675752e-19,-1.543996e-20,-7.205002e-31
34.1462,59.72,300.1193,2.454748e+04,2.937218e-01,C,1.397184e-03,1.766487e+00,0.1396%,7.938701e-02,8.707499e-02,2.676959e-04,1.168734e-13,5.358557e-07,4.343095e-04,3.602614e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.395018e-16,8.749007e-25,9.843122e-17,1.147559e-28,1.314747e-19,6.979699e-17,1.438377e-17,3.274335e-39,-1.693017e-16,-8.465329e-17,-9.839967e-17,-8.134107e-31,-1.321117e-19,-7.013567e-17,-1.439241e-17,-7.240357e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.020009e-17,7.041000e-17,3.155605e-20,1.139425e-28,-6.369419e-22,-3.386807e-19,-8.636548e-21,-7.240357e-31
41.3126,71.66,300.5291,2.516735e+04,2.835131e-01,C,1.437937e-03,1.761167e+00,0.1437%,9.513727e-02,1.028632e-01,3.125789e-04,1.427773e-13,4.999964e-07,4.026027e-04,3.985791e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.414309e-16,2.393859e-23,1.012012e-16,1.156640e-28,1.280390e-19,7.167991e-17,1.452619e-17,8.741304e-38,-1.730874e-16,-8.655995e-17,-1.011644e-16,-8.400947e-31,-1.284561e-19,-7.188013e-17,-1.453075e-17,-7.288555e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.834351e-17,6.850336e-17,3.681233e-20,1.148239e-28,-4.170896e-22,-2.002246e-19,-4.554394e-21,-7.288554e-31
49.9122,86.00,301.0191,2.590860e+04,2.710116e-01,C,1.487938e-03,1.754620e+00,0.1487%,1.134752e-01,1.212303e-01,3.696410e-04,1.741316e-13,4.862355e-07,3.949115e-04,4.540086e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.438366e-16,4.592052e-29,1.045927e-16,1.167923e-28,1.230099e-19,7.397640e-17,1.466625e-17,-3.758802e-41,-1.778071e-16,-8.893651e-17,-1.045503e-16,-8.729780e-31,-1.232892e-19,-7.409099e-17,-1.466839e-17,-7.343292e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.602943e-17,6.612678e-17,4.240697e-20,1.159193e-28,-2.793937e-22,-1.145881e-19,-2.135584e-21,-7.343292e-31
60.2318,103.20,301.5981,2.678438e+04,2.561633e-01,C,1.548881e-03,1.746716e+00,0.1548%,1.346519e-01,1.424189e-01,4.424615e-04,2.121594e-13,4.889765e-07,4.092076e-04,5.272884e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.467605e-16,3.673642e-28,1.087152e-16,1.182170e-28,1.166013e-19,7.675883e-17,1.479466e-17,8.352894e-42,-1.835362e-16,-9.182067e-17,-1.086629e-16,-9.130820e-31,-1.167756e-19,-7.681686e-17,-1.479403e-17,-7.399634e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.322438e-17,6.324262e-17,5.223777e-20,1.173039e-28,-1.743327e-22,-5.803095e-20,6.291477e-22,-7.399634e-31
