t_Myr,dt_kyr,T,P_CO2,rel_change,slowest,Da,A_reactive,supply_efficiency,Y_Alkalinity,Y_C,Y_Si,Y_Al,Y_Fe,Y_Ca,Y_Mg,Y_Na,F_out_Alkalinity,F_out_C,F_out_Si,F_out_Al,F_out_Fe,F_out_Ca,F_out_Mg,F_out_Na,F_diss_Alkalinity,F_diss_C,F_diss_Si,F_diss_Al,F_diss_Fe,F_diss_Ca,F_diss_Mg,F_diss_Na,F_prec_Alkalinity,F_prec_C,F_prec_Si,F_prec_Al,F_prec_Fe,F_prec_Ca,F_prec_Mg,F_prec_Na,F_cont_Alkalinity,F_cont_C,F_cont_Si,F_cont_Al,F_cont_Fe,F_cont_Ca,F_cont_Mg,F_cont_Na,F_net_Alkalinity,F_net_C,F_net_Si,F_net_Al,F_net_Fe,F_net_Ca,F_net_Mg,F_net_Na
2.0200,20.00,336.0689,1.659797e+04,5.917846e+02,P_CO2,1.798008e-03,1.768259e+00,0.1796%,5.756815e-02,5.976603e-02,1.180390e-03,9.798527e-15,9.728004e-08,6.021515e-04,2.709778e-05,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.262685e-15,5.740065e-28,1.134520e-15,1.544052e-28,1.330765e-19,7.098074e-16,3.479369e-17,-1.252934e-40,-1.487819e-15,-7.441633e-16,-1.131323e-15,-5.259150e-30,-1.324792e-19,-7.088966e-16,-3.465598e-17,-5.208362e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.748655e-16,8.064697e-16,3.197309e-18,1.491460e-28,5.973791e-22,9.108308e-19,1.377102e-19,-5.208362e-30
4.4200,24.00,339.0005,3.414873e+04,1.057404e+00,P_CO2,2.206594e-03,1.724900e+00,0.2204%,1.108863e-01,1.151824e-01,1.543292e-03,2.321545e-14,1.340452e-07,7.678907e-04,3.449356e-05,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.402589e-15,-8.336146e-18,1.388298e-15,2.033242e-28,1.606212e-19,8.459146e-16,3.993330e-17,-7.409262e-32,-1.770780e-15,-8.860058e-16,-1.385229e-15,-5.987356e-30,-1.604651e-19,-8.447188e-16,-3.995437e-17,-5.850846e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.318085e-16,6.562909e-16,3.068814e-18,1.973369e-28,1.561713e-22,1.195755e-18,-2.107542e-20,-5.924939e-30
7.3000,28.80,341.9526,5.182209e+04,5.175409e-01,P_CO2,2.673516e-03,1.697024e+00,0.2670%,1.614327e-01,1.675912e-01,2.022652e-03,4.227332e-14,1.528589e-07,8.986460e-04,3.721641e-05,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.309888e-15,-1.369506e-16,1.660291e-15,2.241013e-28,1.584259e-19,8.766470e-16,3.759322e-17,-1.204987e-30,-1.829961e-15,-9.159039e-16,-1.657256e-15,-6.036022e-30,-1.584891e-19,-8.763769e-16,-3.760324e-17,-5.787402e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.799278e-16,4.977785e-16,3.035216e-18,2.180652e-28,-6.322517e-23,2.700935e-19,-1.002155e-20,-6.992388e-30
10.7560,34.56,344.7519,6.858075e+04,3.233885e-01,P_CO2,3.177063e-03,1.671385e+00,0.3172%,2.053590e-01,2.130857e-01,2.643744e-03,6.653495e-14,1.637385e-07,1.056032e-03,4.007289e-05,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.185421e-15,-2.806588e-16,1.938130e-15,2.316101e-28,1.450956e-19,8.935355e-16,3.478372e-17,-2.450849e-30,-1.858150e-15,-9.302567e-16,-1.935320e-15,-6.081293e-30,-1.452044e-19,-8.930319e-16,-3.481614e-17,-5.691645e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.272716e-16,3.397175e-16,2.810045e-18,2.255288e-28,-1.088338e-22,5.036743e-19,-3.241818e-20,-8.142494e-30
14.9032,41.47,347.0394,8.227561e+04,1.000000e+00,Mg,3.611919e-03,1.637674e+00,0.3605%,2.386170e-01,2.476378e-01,3.367329e-03,9.619408e-14,1.716605e-07,1.215479e-03,1.647884e-06,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.967956e-15,-4.432361e-16,2.160585e-15,2.329643e-28,1.287938e-19,8.774510e-16,-3.144645e-19,-3.847236e-30,-2.011775e-15,-1.007374e-15,-2.215846e-15,-6.664502e-30,-1.305309e-19,-9.435134e-16,-6.088005e-17,-6.055968e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.381834e-17,1.000223e-16,-5.526085e-17,2.262997e-28,-1.737117e-21,-6.606239e-17,-6.119452e-17,-9.903204e-30
16.9768,20.74,348.1004,8.862743e+04,7.720176e-02,P_CO2,3.810791e-03,1.612282e+00,0.3804%,2.487141e-01,2.583082e-01,2.226136e-03,1.113741e-13,1.129237e-07,8.738282e-04,3.083427e-05,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.436573e-15,-2.553932e-16,2.297772e-15,2.399217e-28,1.504951e-19,1.107006e-15,4.015064e-17,-2.210968e-30,-2.297097e-15,-1.150309e-15,-2.296559e-15,-7.657234e-30,-1.504852e-19,-1.106637e-15,-4.014487e-17,-6.852803e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.394755e-16,1.449310e-16,1.212992e-18,2.322645e-28,9.922347e-24,3.688386e-19,5.771358e-21,-9.063771e-30
19.4651,24.88,348.8250,9.296550e+04,4.894728e-02,P_CO2,3.977977e-03,1.607113e+00,0.3970%,2.579530e-01,2.678717e-01,2.554911e-03,1.296576e-13,1.222406e-07,9.856770e-04,3.301307e-05,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.370064e-15,-3.126165e-16,2.379731e-15,2.412400e-28,1.423915e-19,1.098617e-15,3.765013e-17,-2.700359e-30,-2.275502e-15,-1.139555e-15,-2.378764e-15,-7.683358e-30,-1.423981e-19,-1.098306e-15,-3.764610e-17,-6.752697e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.456238e-17,9.846152e-17,9.667420e-19,2.335567e-28,-6.640598e-24,3.107220e-19,4.031565e-21,-9.453056e-30
22.4511,29.86,349.4000,9.640770e+04,3.702667e-02,P_CO2,4.120008e-03,1.604916e+00,0.4112%,2.651694e-01,2.753242e-01,2.952215e-03,1.517603e-13,1.335614e-07,1.114147e-03,3.548921e-05,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.286138e-15,-3.744960e-16,2.445062e-15,2.435242e-28,1.342580e-19,1.077664e-15,3.499043e-17,-3.228930e-30,-2.228678e-15,-1.116152e-15,-2.444489e-15,-7.661353e-30,-1.343043e-19,-1.077540e-15,-3.500032e-17,-6.587837e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.745997e-17,5.998462e-17,5.726422e-19,2.358629e-28,-4.633885e-23,1.236844e-19,-9.885918e-21,-9.816767e-30
26.0343,35.83,349.7967,9.878268e+04,2.463469e-02,P_CO2,4.228158e-03,1.606279e+00,0.4219%,2.702039e-01,2.804955e-01,3.427384e-03,1.786155e-13,1.471294e-07,1.257438e-03,3.826684e-05,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.184021e-15,-4.402614e-16,2.489382e-15,2.472119e-28,1.262050e-19,1.042719e-15,3.224610e-17,-3.790789e-30,-2.153180e-15,-1.078372e-15,-2.488952e-15,-7.580724e-30,-1.262096e-19,-1.042583e-15,-3.224457e-17,-6.348361e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.084169e-17,3.199906e-17,4.304077e-19,2.396312e-28,-4.589903e-24,1.358876e-19,1.531235e-21,-1.013915e-29
30.3341,43.00,349.9598,9.975914e+04,1.000000e+00,Mg,4.262090e-03,1.603137e+00,0.4253%,2.730902e-01,2.835187e-01,3.961778e-03,2.115064e-13,1.613409e-07,1.379256e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.977061e-15,-5.388477e-16,2.490614e-15,2.520259e-28,1.169826e-19,9.693847e-16,-3.860542e-18,-4.638911e-30,-2.155694e-15,-1.079661e-15,-2.526343e-15,-7.863062e-30,-1.200681e-19,-1.016600e-15,-5.946386e-17,-6.376014e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.786332e-16,-6.787544e-17,-3.572827e-17,2.441628e-28,-3.085488e-21,-4.721497e-17,-6.332441e-17,-1.101493e-29
