# Generated by make_continental_compositions.jl -- do not edit by hand.
# Stage 2: hydrous partial melting of the stage-1 oceanic crust (TTG model).
# isobaric 15.0 kbar, H2O=3.0 wt%, F_TARGET=0.20, batch melting
# Melt is the continental crust; the residue is discarded.
mg_si,delta_iw,T_melt2,melt_fraction2,residual_phases2,SiO2,TiO2,Al2O3,Cr2O3,FeO,MgO,CaO,Na2O,K2O
1.35,-1.8,948,0.200269,g;cpx;amp,55.153,2.48838,21.8791,0.000493182,3.51517,3.94753,6.07917,6.21786,0.719302
1.35,-1.7,952,0.200118,amp;cpx;g,54.1257,2.52033,22.0754,0.000434295,4.02168,3.99516,6.08512,6.45766,0.718588
1.35,-1.6,956,0.199989,amp;g;cpx,53.0813,2.52789,22.2006,0.000375621,4.64235,4.06695,6.10749,6.65867,0.714399
1.35,-1.5,975,0.20031,cpx;g;amp,49.8142,2.40553,22.2478,0.00040913,6.88751,4.72698,6.81933,6.41,0.688292
1.35,-1.4,995,0.200216,amp;cpx;g,44.9135,1.97275,20.5884,0.000516332,12.5536,6.05846,8.35817,4.93131,0.623218
1.35,-1.3,995,0.199727,amp;g;ol;cpx,40.4554,1.57904,16.9639,0.000805842,20.6534,7.28238,9.74572,2.83704,0.482297
1.35,-1.2,991,0.20051,spl;cpx;amp;ol;spl,41.2595,1.25488,13.3175,0.00255123,21.8185,7.08152,11.853,2.93723,0.475312
1.35,-1.1,989,0.200216,spl;cpx;amp;ol;fper;spl,41.7046,1.15154,13.0854,0.0026808,21.5571,7.07975,11.8067,3.12623,0.486042
1.35,-1,987,0.200322,spl;amp;ol;fper;cpx;spl,41.3864,1.14861,13.223,0.00247727,21.8782,6.99557,11.9012,2.99821,0.466312
1.4,-5,933,0.199841,spl;amp;cpx;fsp,63.8642,1.64651,18.7554,0.00997328,0.179104,5.63685,6.95767,2.37017,0.580155
1.4,-4.5,932,0.200051,amp;fsp;cpx;g,63.7214,1.64698,18.8489,0.00874743,0.297086,5.48567,6.96763,2.43741,0.586186
1.4,-4,929,0.199989,amp;cpx;fsp;g,63.5952,1.65781,18.9115,0.00636735,0.485638,5.27577,6.9701,2.50534,0.592271
1.4,-3.5,923,0.200289,cpx;amp;g;fsp,63.4772,1.67301,19.0197,0.00374577,0.736327,4.86018,6.92112,2.70613,0.602611
1.4,-3,918,0.200144,cpx;amp;g,62.9901,1.75764,19.2754,0.0018902,1.04105,4.38664,6.75493,3.16349,0.628873
1.4,-2.9,919,0.199967,amp;cpx;g,62.6879,1.7923,19.4002,0.00166276,1.12792,4.32832,6.7107,3.31441,0.636617
1.4,-2.8,920,0.200037,g;amp;cpx,62.3995,1.83247,19.5183,0.00145377,1.22006,4.23689,6.64013,3.49945,0.651731
1.4,-2.7,921,0.199794,cpx;g;amp,61.9546,1.87274,19.6988,0.0012925,1.33125,4.20199,6.59589,3.687,0.656475
1.4,-2.6,923,0.199788,g;amp;cpx,61.478,1.93605,19.8859,0.00114452,1.4504,4.14147,6.54083,3.8965,0.669727
1.4,-2.5,925,0.199806,amp;g;cpx,61.0164,1.98328,20.0809,0.00100211,1.57382,4.05836,6.47372,4.13635,0.676238
1.4,-2.4,927,0.199927,g;amp;cpx,60.4203,2.03945,20.3203,0.000882739,1.72334,4.00062,6.41586,4.39204,0.687212
1.4,-2.3,930,0.200213,g;cpx;amp,59.6698,2.10672,20.6128,0.000789998,1.90568,3.96914,6.38013,4.66228,0.692604
1.4,-2.2,932,0.19996,amp;g;cpx,58.9881,2.17676,20.8643,0.000693615,2.09471,3.91625,6.32127,4.94227,0.695695
1.4,-2.1,936,0.199771,amp;cpx;g,58.1245,2.25709,21.1669,0.000619729,2.33376,3.89775,6.28838,5.22634,0.704655
1.4,-2,939,0.199957,g;cpx;amp,57.3407,2.3133,21.4436,0.000543216,2.57949,3.84001,6.23418,5.53797,0.710148
1.4,-1.9,943,0.199828,amp;g;cpx,56.3457,2.38006,21.7428,0.000487715,2.91585,3.85634,6.22039,5.82463,0.713719
1.4,-1.8,946,0.199986,amp;g;cpx,55.399,2.44044,21.9893,0.000426394,3.29229,3.85428,6.194,6.11468,0.715509
1.4,-1.7,964,0.200123,cpx;g;amp,52.4994,2.45577,22.6437,0.000443296,4.49799,4.23316,6.66808,6.28779,0.713686
1.4,-1.6,990,0.199619,cpx;g;amp,47.7444,2.23819,22.5995,0.000564233,7.81971,5.30766,7.95005,5.65734,0.68261
1.4,-1.5,1004,0.200512,g;amp;cpx,43.5197,1.87912,20.706,0.000689112,13.2028,6.46445,9.42358,4.20404,0.599612
1.4,-1.4,1000,0.199634,g;amp;ol;cpx,39.8685,1.60188,16.98,0.00162729,20.567,7.76354,10.3219,2.44227,0.453258
1.4,-1.3,996,0.20019,spl;fper;amp;cpx;ol,42.0278,1.20668,12.5251,0.00327409,20.6632,7.79551,12.208,3.07204,0.498335
1.4,-1.2,994,0.200486,cpx;amp;ol;spl;fper,42.219,1.16891,12.5788,0.00328346,20.5513,7.74191,12.04,3.19877,0.498079
1.4,-1.1,992,0.199549,cpx;spl;spl;amp;fper;ol,41.9316,1.1828,12.7294,0.0030321,20.8993,7.6159,12.0469,3.10523,0.485802
1.4,-1,990,0.199996,ol;amp;spl;spl;cpx;fper,41.6076,1.18019,12.8836,0.00279435,21.2844,7.48435,12.1043,2.98749,0.465294
1.45,-5,938,0.19987,fsp;cpx;g;amp,63.1823,1.65585,19.1549,0.0100799,0.177899,5.73232,7.13214,2.37655,0.57795
1.45,-4.5,936,0.199745,g;amp;cpx;fsp,63.1091,1.64963,19.1876,0.00844661,0.304462,5.6089,7.13016,2.41943,0.582327
1.45,-4,934,0.199963,cpx;amp;g;fsp,62.9368,1.66712,19.2688,0.00617238,0.499738,5.39419,7.13183,2.50857,0.586774
1.45,-3.5,928,0.199922,cpx;fsp;amp;g,62.8462,1.6821,19.365,0.00359842,0.75167,4.97027,7.08616,2.69261,0.602432
1.45,-3,916,0.200122,amp;g;fsp;cpx,62.9982,1.72255,19.4364,0.00166169,0.979042,4.25042,6.90433,3.07927,0.62818
1.45,-2.9,917,0.199771,cpx;g;amp,62.6958,1.75893,19.551,0.00145858,1.06472,4.21533,6.86009,3.22152,0.631178
1.45,-2.8,918,0.199748,cpx;g;amp,62.4172,1.79606,19.6653,0.00127873,1.15023,4.13325,6.79217,3.39883,0.645643
1.45,-2.7,920,0.200033,g;cpx;amp,61.9458,1.84062,19.8526,0.00113563,1.26067,4.10885,6.74948,3.59211,0.648749
1.45,-2.6,921,0.199994,g;amp;cpx,61.5258,1.88107,20.0267,0.00100392,1.36907,4.04656,6.68713,3.80222,0.660445
1.45,-2.5,924,0.200081,g;cpx;amp,60.9619,1.94589,20.2444,0.000892191,1.50268,4.00922,6.63695,4.02935,0.668738
1.45,-2.4,925,0.199778,amp;g;cpx,60.455,2.00444,20.4448,0.000781594,1.63589,3.94014,6.56758,4.2738,0.677587
1.45,-2.3,928,0.199881,g;amp;cpx,59.8761,2.0554,20.6791,0.000684648,1.78759,3.86433,6.49201,4.55423,0.690602
1.45,-2.2,931,0.200181,amp;g;cpx,59.144,2.12993,20.9533,0.000608013,1.97308,3.82401,6.44368,4.83562,0.695726
1.45,-2.1,934,0.200008,g;amp;cpx,58.3346,2.19841,21.2487,0.000536775,2.19129,3.79728,6.40228,5.12507,0.701781
1.45,-2,939,0.199983,cpx;g;amp,57.297,2.27931,21.616,0.000484391,2.47416,3.79107,6.40114,5.4345,0.706372
1.45,-1.9,964,0.200193,g;cpx;amp,53.1213,2.38221,22.9683,0.000559102,3.66483,4.27065,7.13175,5.75168,0.708817
1.45,-1.8,989,0.200336,cpx;g;amp,48.8933,2.30139,23.5024,0.000692016,5.83829,5.07738,8.17603,5.52449,0.685984
1.45,-1.7,1007,0.20047,amp;g;cpx,45.1116,2.06485,22.7105,0.00083748,9.35069,6.05142,9.42804,4.64596,0.636155
1.45,-1.6,1012,0.200194,g;cpx;amp;ol,40.1758,1.6329,17.5547,0.00153076,18.7595,8.86606,10.2122,2.33872,0.458605
1.45,-1.5,1008,0.199623,cpx;amp;ol;spl,40.1365,1.60298,15.9908,0.00230877,19.9908,8.38032,10.9988,2.43953,0.457984
1.45,-1.4,1001,0.200215,spl;cpx;ol;fper;amp,43.0784,1.10151,11.9467,0.00429582,18.9482,8.61219,12.4387,3.34248,0.527509
1.45,-1.3,1000,0.200542,cpx;fper;amp;ol;spl,42.8069,1.12303,12.0837,0.00401602,19.3807,8.43615,12.3806,3.2728,0.51204
1.45,-1.2,997,0.199731,amp;cpx;spl;ol;fper,42.5185,1.14651,12.2396,0.00371273,19.7915,8.27615,12.329,3.19306,0.502021
1.45,-1.1,996,0.200362,fper;spl;ol;amp;cpx,42.1821,1.16276,12.3853,0.00343271,20.2357,8.12317,12.3445,3.08049,0.482545
1.45,-1,993,0.199903,fper;ol;amp;cpx;spl,41.8544,1.1799,12.5654,0.00313758,20.6592,7.95554,12.3343,2.97972,0.468456
1.5,-5,943,0.200102,g;amp;cpx;fsp,62.5311,1.66393,19.5095,0.00980464,0.182816,5.85871,7.29338,2.37356,0.577205
1.5,-4.5,942,0.199976,g;amp;cpx;fsp,62.4552,1.66217,19.5387,0.00818341,0.311575,5.73577,7.29145,2.41389,0.583039
1.5,-4,939,0.199923,g;cpx;amp;fsp,62.3137,1.67492,19.6088,0.00587853,0.510511,5.51512,7.2967,2.49053,0.583802
1.5,-3.5,932,0.199826,fsp;g;cpx;amp,62.2058,1.69337,19.7135,0.00341272,0.767715,5.0825,7.25472,2.67726,0.601735
1.5,-3,921,0.200096,amp;cpx;g;fsp,62.3483,1.73263,19.7878,0.00157486,1.00123,4.36437,7.08429,3.05488,0.62487
1.5,-2.9,918,0.200215,g;cpx;fsp;amp,62.4313,1.7444,19.7889,0.00131319,1.03617,4.18376,7.02229,3.16602,0.625759
1.5,-2.8,916,0.199763,g;amp;cpx,62.3559,1.76402,19.8333,0.00112193,1.09285,4.06108,6.94883,3.30514,0.63784
1.5,-2.7,918,0.199916,g;cpx;amp,62.0021,1.80871,19.9731,0.000986607,1.18615,4.0013,6.88607,3.49648,0.645153
1.5,-2.6,919,0.199803,g;amp;cpx,61.593,1.86078,20.1297,0.000865031,1.29228,3.94634,6.81752,3.70286,0.656692
1.5,-2.5,921,0.19986,g;amp;cpx,61.0826,1.90534,20.3377,0.000767215,1.41414,3.90602,6.76216,3.93251,0.65873
1.5,-2.4,924,0.200075,g;amp;cpx,60.5368,1.9648,20.5528,0.000678333,1.54582,3.84937,6.69582,4.17902,0.674914
1.5,-2.3,937,0.200168,cpx;g;amp,58.3247,2.09527,21.5373,0.000671043,1.89141,3.94203,6.94182,4.58168,0.68509
1.5,-2.2,957,0.200088,g;cpx;amp,55.0626,2.2252,22.8434,0.000731195,2.53244,4.22488,7.45249,4.96195,0.696345
1.5,-2.1,977,0.2001,g;cpx;amp,51.6562,2.2902,23.8857,0.000823118,3.54451,4.65019,8.12098,5.15406,0.697315
1.5,-2,996,0.200189,g;cpx;amp,48.2256,2.24396,24.3431,0.000961238,5.21963,5.30276,9.00311,4.9863,0.674525
1.5,-1.9,1011,0.199792,g;cpx;amp,45.1441,2.10463,23.9152,0.00113554,7.71994,6.04799,10.0174,4.41086,0.638777
1.5,-1.8,1024,0.20049,cpx;g;amp,40.6241,1.71014,19.03,0.00229799,15.8664,9.25773,10.6813,2.35785,0.470229
1.5,-1.7,1018,0.199853,cpx;ol;amp;spl,40.0149,1.68417,16.9962,0.00231153,18.3644,9.35104,10.9331,2.20573,0.448202
1.5,-1.6,1013,0.199589,cpx;ol;amp;spl,42.0316,1.33213,12.3488,0.00437039,18.7217,9.37316,12.9601,2.73779,0.490287
1.5,-1.5,1006,0.199607,ol;spl;cpx;amp;fper,43.659,1.04621,11.4049,0.0052058,17.5895,9.38901,13.0096,3.35782,0.538779
1.5,-1.4,1004,0.1999,fper;ol;spl;cpx;amp,43.3879,1.0706,11.5701,0.00485744,18.0845,9.17578,12.8706,3.30786,0.527825
1.5,-1.3,1003,0.200413,amp;spl;fper;ol;cpx,43.0786,1.09432,11.7285,0.00451304,18.5864,8.98035,12.7828,3.22945,0.514979
1.5,-1.2,1000,0.19975,ol;amp;fper;cpx;spl,42.776,1.1193,11.9087,0.00415407,19.0708,8.78092,12.6771,3.16185,0.501253
1.5,-1.1,999,0.20059,spl;ol;cpx;amp;fper,42.4333,1.14104,12.0741,0.00383106,19.5693,8.58987,12.6433,3.05915,0.486143
1.5,-1,996,0.200392,spl;amp;fper;ol;cpx,42.0728,1.15984,12.2703,0.00348297,20.0646,8.39837,12.6085,2.95478,0.467443
1.55,-5,948,0.200232,cpx;amp;g;fsp,61.9182,1.67628,19.8416,0.00941725,0.186017,5.98574,7.45554,2.35352,0.573705
1.55,-4.5,946,0.200112,fsp;amp;cpx;g,61.8404,1.67357,19.8698,0.00777503,0.318508,5.86434,7.45508,2.39157,0.578923
1.55,-4,943,0.200044,amp;g;fsp;cpx,61.6868,1.68491,19.9499,0.0055596,0.521067,5.63537,7.46251,2.47399,0.579822
1.55,-3.5,937,0.199961,cpx;fsp;amp;g,61.5861,1.70548,20.0471,0.00320751,0.785143,5.19064,7.41497,2.66772,0.599631
1.55,-3,928,0.200294,amp;g;fsp;cpx,61.388,1.76513,20.3051,0.00150894,1.04471,4.47336,7.31327,3.08343,0.625462
1.55,-2.9,929,0.200275,amp;g;cpx;fsp,60.5883,1.81256,20.8153,0.0013008,1.12262,4.31291,7.45963,3.25672,0.630658
1.55,-2.8,932,0.200065,cpx;g;amp,59.6146,1.86974,21.3891,0.00115679,1.223,4.178,7.61154,3.46845,0.644443
1.55,-2.7,943,0.200129,amp;cpx;g,57.8176,1.96979,22.2148,0.00113962,1.46616,4.27179,7.84375,3.76157,0.653412
1.55,-2.6,956,0.200196,amp;g;cpx,55.72,2.06651,23.1212,0.00114412,1.7999,4.42626,8.15913,4.04123,0.664712
1.55,-2.5,968,0.199807,g;cpx;amp,53.5277,2.15832,23.9691,0.00116719,2.25256,4.59937,8.5148,4.30219,0.674837
1.55,-2.4,982,0.19968,amp;g;cpx,51.0982,2.20819,24.7502,0.00124478,2.9151,4.88405,8.99378,4.47239,0.676879
1.55,-2.3,997,0.200103,amp;cpx;g,48.5246,2.20606,25.2795,0.00137568,3.92108,5.3122,9.6174,4.46971,0.668088
1.55,-2.2,1010,0.200241,cpx;g;amp,46.1264,2.16286,25.3363,0.00155401,5.33691,5.8077,10.3234,4.26202,0.642942
1.55,-2.1,1029,0.199709,g;amp;cpx,42.8467,1.93827,23.2019,0.00260049,9.29986,7.82282,11.1241,3.19693,0.566854
1.55,-2,1032,0.199971,cpx;amp;spl;ol,40.1489,1.73909,18.6623,0.00197548,15.5694,10.7613,10.7951,1.89738,0.424563
1.55,-1.9,1032,0.199949,ol;cpx;amp;spl,40.6502,1.72536,16.5392,0.00353016,16.3288,10.5193,11.4832,2.28613,0.464196
1.55,-1.8,1026,0.200343,cpx;amp;ol;spl,42.2678,1.40439,12.5713,0.00545224,16.8915,10.4438,13.2545,2.66478,0.496462
1.55,-1.7,1011,0.199402,amp;spl;fper;cpx;ol,44.4908,0.949543,10.6091,0.00670095,15.599,10.4115,14.0394,3.34276,0.551224
1.55,-1.6,1011,0.200429,amp;fper;cpx;spl;ol,44.226,0.974019,10.8096,0.00628775,16.1712,10.1576,13.7896,3.32174,0.543963
1.55,-1.5,1009,0.200491,fper;amp;cpx;ol;spl,43.9401,1.0079,11.0074,0.0058476,16.7329,9.92279,13.5593,3.28797,0.535738
1.55,-1.4,1007,0.199441,fper;ol;spl;cpx;amp,43.6549,1.03861,11.221,0.00538683,17.2855,9.6866,13.3233,3.25835,0.526394
1.55,-1.3,1005,0.199898,cpx;amp;fper;ol;spl,43.3487,1.06153,11.4115,0.00498995,17.8452,9.45088,13.1617,3.20293,0.512567
1.55,-1.2,1004,0.200588,spl;ol;cpx;amp;fper,43.0144,1.0933,11.5893,0.00461217,18.3959,9.23145,13.0488,3.12435,0.49782
1.55,-1.1,1001,0.200261,amp;cpx;ol;fper;spl,42.6615,1.12018,11.7923,0.00420664,18.9421,9.01608,12.9417,3.03888,0.48299
1.55,-1,999,0.200167,cpx;amp;fper;ol;spl,42.2867,1.14062,12.0052,0.00381376,19.4851,8.8029,12.8718,2.93676,0.4672
1.6,-5,961,0.199838,amp;fsp;cpx;g,59.6174,1.75614,21.199,0.00952533,0.204743,6.16621,8.04629,2.42417,0.576494
1.6,-4.5,963,0.200039,cpx;amp;fsp;g,58.942,1.77869,21.5764,0.00801506,0.356576,6.06553,8.19852,2.49338,0.580911
1.6,-4,964,0.199758,g;cpx;amp;fsp,57.8142,1.82735,22.2241,0.00600258,0.609878,5.83966,8.45231,2.63695,0.589566
1.6,-3.5,968,0.200278,amp;g;fsp;cpx,55.8563,1.90959,23.3702,0.00385507,0.994181,5.43241,8.89594,2.93156,0.605969
1.6,-3,978,0.200023,amp;cpx;g,52.2699,2.05081,25.2085,0.00235967,1.67348,5.02761,9.6304,3.50063,0.636274
1.6,-2.9,986,0.200283,g;cpx;amp,50.9306,2.09748,25.6625,0.00236004,1.99404,5.16154,9.87841,3.63533,0.637664
1.6,-2.8,993,0.199953,amp;cpx;g,49.4854,2.13236,26.0805,0.00238169,2.41282,5.33459,10.1715,3.7359,0.644539
1.6,-2.7,1001,0.199832,cpx;amp;g,48.0371,2.15466,26.3997,0.00243797,2.94536,5.50794,10.4993,3.80804,0.645551
1.6,-2.6,1010,0.200173,g;cpx;amp,46.484,2.14315,26.5792,0.00259068,3.67985,5.76595,10.9121,3.80029,0.632844
1.6,-2.5,1033,0.199701,g;amp;cpx,43.8384,2.02368,25.2162,0.0043765,6.01039,7.70392,11.4682,3.15252,0.582257
1.6,-2.4,1046,0.19967,spl;cpx;amp,41.7381,1.87345,22.3548,0.00433962,9.44093,10.2474,11.5483,2.30128,0.491301
1.6,-2.3,1050,0.199743,amp;ol;cpx;spl,40.8424,1.8229,18.773,0.00339235,12.3839,12.2908,11.4553,1.98249,0.445793
1.6,-2.2,1050,0.19976,cpx;amp;spl;ol,41.2242,1.79358,17.0339,0.0048683,13.2596,11.9964,11.9372,2.27557,0.474559
1.6,-2.1,1046,0.200491,cpx;spl;amp;ol,42.1626,1.61596,14.2974,0.00654995,14.0673,11.8039,12.9865,2.56236,0.497412
1.6,-2,1029,0.200145,cpx;ol;amp;spl,43.6205,1.22843,10.7986,0.00774783,14.5089,11.6249,15.0177,2.68465,0.508615
1.6,-1.9,1014,0.199663,spl;cpx;amp;ol;fper,45.243,0.85034,9.70416,0.0083681,13.5613,11.3987,15.4692,3.2088,0.556172
1.6,-1.8,1014,0.199431,ol;fper;amp;cpx;spl,45.0034,0.880634,9.96549,0.00784941,14.1595,11.1463,15.0457,3.23887,0.552238
1.6,-1.7,1013,0.199652,spl;ol;amp;cpx;fper,44.7444,0.913493,10.2142,0.00734995,14.7716,10.8821,14.6673,3.2512,0.548275
1.6,-1.6,1012,0.200297,amp;cpx;ol;fper;spl,44.4735,0.940927,10.4417,0.00688113,15.3766,10.6245,14.3514,3.24528,0.53924
1.6,-1.5,1011,0.19997,cpx;ol;amp;spl;fper,44.1988,0.972562,10.6787,0.00638453,15.9757,10.3633,14.0323,3.23843,0.533726
1.6,-1.4,1009,0.199986,ol;cpx;spl;amp;fper,43.8953,1.0052,10.8923,0.00591612,16.5692,10.1206,13.7846,3.20374,0.52322
1.6,-1.3,1007,0.200366,amp;ol;spl;cpx;fper,43.5703,1.03514,11.1038,0.00546234,17.1758,9.8717,13.5742,3.15306,0.510576
1.6,-1.2,1005,0.199719,ol;spl;amp;fper;cpx,43.2287,1.06539,11.3243,0.00499112,17.7641,9.63892,13.3842,3.09125,0.498201
1.6,-1.1,1004,0.200581,amp;cpx;ol;spl;fper,42.8812,1.09311,11.5303,0.00458592,18.3585,9.38841,13.2438,3.01731,0.482742
1.6,-1,1001,0.200556,amp;fper;ol;spl;cpx,42.4917,1.12434,11.7556,0.00415007,18.9489,9.15415,13.1326,2.92033,0.46821
1.65,-5,994,0.199942,cpx;amp;fsp,51.5746,2.0624,26.211,0.00732027,0.244818,5.92636,10.3924,2.97237,0.608778
1.65,-4.5,994,0.199734,fsp;cpx;amp,51.0158,2.06247,26.503,0.00692302,0.432512,5.82403,10.5527,2.99187,0.6106
1.65,-4,994,0.199713,cpx;fsp;amp,50.1492,2.07521,26.9433,0.00612354,0.754444,5.58583,10.7851,3.08257,0.618251
1.65,-3.5,1011,0.20025,cpx;amp,47.5612,2.1154,27.5105,0.00622613,1.54804,6.09626,11.3128,3.23599,0.613608
1.65,-3,1068,0.200083,spl;cpx;amp,42.6446,1.97254,23.2577,0.00680263,5.30358,11.6697,12.1873,2.44104,0.516772
1.65,-2.9,1074,0.199883,amp;spl;cpx,42.0516,1.92401,20.8808,0.00531251,6.79302,13.586,12.1311,2.14921,0.478906
1.65,-2.8,1074,0.200022,cpx;amp;ol;spl,41.8599,1.9151,19.3973,0.00546756,7.87712,14.1477,12.2154,2.11192,0.47009
1.65,-2.7,1072,0.199528,amp;cpx;ol;spl,41.9958,1.89082,18.3373,0.00661096,8.63403,13.9068,12.4771,2.2649,0.486596
1.65,-2.6,1071,0.199966,amp;spl;cpx;ol,42.3284,1.83352,16.9036,0.00789771,9.42586,13.672,12.8893,2.44071,0.498633
1.65,-2.5,1067,0.199929,amp;cpx;spl;ol,42.8956,1.70195,14.9949,0.00922462,10.2181,13.4761,13.5933,2.59648,0.514513
1.65,-2.4,1057,0.200134,amp;cpx;spl;ol,43.6864,1.46633,12.588,0.0103237,10.9721,13.2971,14.7963,2.66551,0.517936
1.65,-2.3,1039,0.199579,cpx;spl;amp;ol,44.662,1.16099,10.1487,0.0106818,11.4146,13.0211,16.3932,2.66963,0.519071
1.65,-2.2,1025,0.200558,cpx;amp;ol;ol;spl,45.7323,0.872087,9.35609,0.0106597,11.381,12.4761,16.5469,3.06827,0.55649
1.65,-2.1,1020,0.199614,ol;spl;amp;ol;cpx,45.8295,0.814568,9.48638,0.0099789,11.8637,12.1064,16.0775,3.24069,0.571292
1.65,-2,1017,0.199573,amp;ol;cpx;ol;spl,45.6064,0.82597,9.47459,0.0092782,12.5502,11.8211,15.943,3.20502,0.564416
1.65,-1.9,1014,0.199439,amp;ol;ol;cpx;fper;spl,45.4087,0.831539,9.46002,0.00876612,13.055,11.642,15.8844,3.15525,0.554365
1.65,-1.8,1014,0.200118,amp;fper;cpx;ol;spl,45.1991,0.853791,9.60664,0.00842313,13.471,11.511,15.6648,3.13739,0.547831
1.65,-1.7,1014,0.199634,cpx;ol;fper;spl;amp,44.9598,0.880573,9.87359,0.0078983,14.071,11.2628,15.2319,3.17007,0.542453
1.65,-1.6,1013,0.199899,amp;spl;cpx;ol;fper,44.6729,0.917953,10.118,0.00738103,14.7,11.0142,14.8667,3.16926,0.533566
1.65,-1.5,1012,0.200528,amp;ol;spl;fper;cpx,44.3942,0.945042,10.3602,0.00689409,15.3214,10.7484,14.5321,3.16336,0.528342
1.65,-1.4,1011,0.200158,amp;cpx;spl;ol;fper,44.1121,0.978643,10.6056,0.00638728,15.9312,10.4842,14.2021,3.15603,0.523932
1.65,-1.3,1009,0.200342,spl;fper;ol;amp;cpx,43.7653,1.0066,10.8354,0.00587645,16.5755,10.2373,13.9597,3.10438,0.509943
1.65,-1.2,1007,0.199601,spl;amp;ol;cpx;fper,43.4193,1.0451,11.0744,0.00536264,17.1947,9.99023,13.7169,3.0532,0.500853
1.65,-1.1,1005,0.200336,ol;cpx;fper;amp;spl,43.0659,1.0753,11.2986,0.00491873,17.8234,9.72461,13.5329,2.9882,0.486307
1.65,-1,1003,0.200202,ol;amp;cpx;spl;fper,42.6743,1.10028,11.5396,0.00444558,18.4461,9.48003,13.386,2.90112,0.468211
1.7,-5,1102,0.19983,spl;cpx;amp,43.4934,2.03384,22.2686,0.00758149,0.678647,15.6456,12.9724,2.38613,0.513737
1.7,-4.5,1104,0.200004,spl;amp;ol;cpx,43.3388,2.0106,21.0806,0.00729896,1.26206,16.4777,13.0235,2.29685,0.502604
1.7,-4,1102,0.200307,cpx;amp;spl;ol,43.2961,1.99947,20.0902,0.00884681,2.21325,16.202,13.2853,2.39656,0.50832
1.7,-3.5,1098,0.200358,ol;cpx;amp;spl,43.5935,1.91212,17.9128,0.0117247,3.81791,15.756,13.8602,2.60868,0.526983
1.7,-3,1079,0.199649,amp;cpx;ol;spl,44.8496,1.4863,12.9353,0.0152731,6.29411,15.1861,15.9326,2.76214,0.538615
1.7,-2.9,1070,0.200216,ol;spl;amp;cpx,45.265,1.33216,11.5445,0.0155919,6.8301,14.9959,16.7477,2.73289,0.536095
1.7,-2.8,1057,0.199874,spl;amp;cpx;ol,45.7331,1.14981,10.1692,0.0154157,7.31467,14.7309,17.654,2.6962,0.536733
1.7,-2.7,1044,0.200032,amp;ol;ol;cpx;spl,46.2376,0.972682,9.2713,0.0150227,7.68717,14.3426,18.1455,2.78086,0.547293
1.7,-2.6,1039,0.199467,amp;ol;spl;ol;cpx,46.8116,0.813105,9.51718,0.0147151,7.94847,13.8375,17.2209,3.25143,0.585074
1.7,-2.5,1036,0.2002,ol;ol;spl;amp;cpx,46.8262,0.775509,9.57505,0.0140072,8.48009,13.5005,16.8785,3.3589,0.59124
1.7,-2.4,1032,0.199921,cpx;spl;ol;amp;ol,46.6374,0.781812,9.55218,0.0131344,9.14102,13.2367,16.7113,3.33877,0.587749
1.7,-2.3,1029,0.199808,ol;spl;amp;ol;cpx,46.4329,0.789259,9.52798,0.0122829,9.81885,12.9686,16.5562,3.30993,0.584058
1.7,-2.2,1026,0.199657,ol;amp;cpx;ol;spl,46.2247,0.795191,9.5058,0.0114735,10.4928,12.7042,16.4098,3.28018,0.575782
1.7,-2.1,1023,0.199724,spl;amp;cpx;ol;ol,46.0041,0.807739,9.48334,0.010695,11.1845,12.4275,16.2679,3.24532,0.568947
1.7,-2,1020,0.199631,spl;ol;amp;ol;cpx,45.7815,0.813729,9.46902,0.00995318,11.8646,12.1551,16.1361,3.20571,0.5643
1.7,-1.9,1017,0.199613,cpx;spl;amp;ol;ol,45.5582,0.828049,9.45541,0.00925948,12.5483,11.873,16.0016,3.17153,0.554705
1.7,-1.8,1014,0.19987,ol;cpx;ol;amp;fper;spl,45.3349,0.840343,9.43309,0.00872239,13.0983,11.6778,15.9515,3.11075,0.544479
1.7,-1.7,1014,0.200472,amp;spl;fper;ol;cpx,45.1217,0.858182,9.57248,0.00838303,13.5029,11.5591,15.755,3.08456,0.537672
1.7,-1.6,1014,0.200166,cpx;spl;fper;ol;amp,44.8628,0.888438,9.84177,0.00784372,14.1221,11.3119,15.3243,3.10912,0.531563
1.7,-1.5,1013,0.200348,ol;fper;spl;cpx;amp,44.5842,0.920619,10.0959,0.00732744,14.747,11.0566,14.949,3.11189,0.527465
1.7,-1.4,1011,0.199797,fper;ol;spl;cpx;amp,44.2745,0.95395,10.3544,0.00676562,15.3896,10.8064,14.5955,3.09961,0.519172
1.7,-1.3,1010,0.199558,amp;ol;spl;fper;cpx,43.9609,0.985435,10.604,0.00624199,16.0262,10.5461,14.2835,3.07696,0.510655
1.7,-1.2,1008,0.199908,ol;fper;amp;cpx;spl,43.6036,1.02105,10.8439,0.00572976,16.6849,10.2858,14.0319,3.02447,0.49849
1.7,-1.1,1007,0.200494,ol;amp;cpx;fper;spl,43.2401,1.05136,11.0775,0.00525006,17.3325,10.0255,13.8243,2.96133,0.482273
1.7,-1,1004,0.200358,amp;ol;spl;fper;cpx,42.8332,1.08744,11.3304,0.00473724,17.9865,9.77129,13.6429,2.87529,0.468247
1.75,-5,1098,0.199683,amp;ol;spl;cpx,46.7049,1.37102,12.3955,0.0231959,0.700074,17.2553,18.0867,2.9023,0.561074
