# Generated by make_continental_compositions.jl -- do not edit by hand.
# Stage 2: hydrous partial melting of the stage-1 oceanic crust (TTG model).
# isobaric 15.0 kbar, H2O=3.0 wt%, F_TARGET=0.20, batch melting
# Melt is the continental crust; the residue is discarded.
mg_si,delta_iw,T_melt2,melt_fraction2,residual_phases2,SiO2,TiO2,Al2O3,Cr2O3,FeO,MgO,CaO,Na2O,K2O
0.8,-1.2,957,0.199987,ilm;cpx;g,50.5738,2.0734,16.5209,0.000378953,14.8003,5.04481,4.60907,5.73117,0.64616
0.8,-1.1,957,0.199556,g;cpx;ilm,49.3417,1.89395,16.2508,0.000366394,16.5937,4.94788,4.67583,5.66065,0.635165
0.8,-1,957,0.200306,g;ilm;cpx;ol,48.1367,1.73931,15.8479,0.000365495,18.5274,4.87635,4.75229,5.51399,0.605627
0.85,-5,878,0.20056,amp;cpx;q,73.2937,1.56255,12.2358,0.00651932,0.177405,5.7638,3.89131,2.44323,0.625709
0.85,-4.5,879,0.200274,cpx;amp;q,73.3576,1.51846,12.0722,0.00666064,0.319768,5.86691,3.84663,2.39427,0.617541
0.85,-4,879,0.199228,spl;amp;cpx;q,73.4157,1.46204,11.833,0.00616045,0.574309,5.99349,3.77865,2.32651,0.610112
0.85,-3.5,879,0.200977,amp;cpx;g;q,73.4879,1.43408,11.5494,0.00302759,0.943853,5.97718,3.60603,2.38964,0.608911
0.85,-3,894,0.199988,cpx;g;opx;amp,70.1603,1.7157,13.1862,0.00113613,1.56152,5.78704,3.73395,3.20315,0.651038
0.85,-2.9,893,0.199637,g;cpx;opx;amp,69.6617,1.79505,13.4788,0.000963593,1.67107,5.61218,3.71631,3.40105,0.662885
0.85,-2.8,893,0.199788,g;opx;amp;cpx,69.0235,1.88276,13.8491,0.000820728,1.79014,5.4357,3.7084,3.63615,0.673477
0.85,-2.7,894,0.200284,cpx;g;opx;amp,68.2357,1.98416,14.2953,0.000703114,1.92262,5.25781,3.70765,3.91077,0.685263
0.85,-2.6,894,0.200054,cpx;amp;g;opx,67.4532,2.10557,14.7271,0.000608409,2.05853,5.06662,3.68926,4.19688,0.702246
0.85,-2.5,895,0.199942,g;cpx;amp;opx;ru,66.5508,2.176,15.2532,0.000530076,2.20932,4.88533,3.6815,4.53052,0.71283
0.85,-2.4,896,0.199838,cpx;g;opx;amp;ru,65.5348,2.22965,15.8517,0.000464985,2.3776,4.68764,3.66195,4.92727,0.728962
0.85,-2.3,899,0.200045,cpx;g;amp;opx;ru,64.3566,2.30356,16.485,0.000414355,2.58316,4.54189,3.66751,5.32347,0.738363
0.85,-2.2,902,0.199914,cpx;g;amp;opx;ru,63.0292,2.38952,17.1623,0.000375821,2.83658,4.3985,3.66516,5.76954,0.748787
0.85,-2.1,906,0.199838,amp;cpx;opx;g;ru,61.5489,2.49727,17.8381,0.000352237,3.16117,4.31032,3.6834,6.20316,0.75725
0.85,-2,913,0.200142,g;cpx;opx;ru,60.0535,2.66377,18.2349,0.000350035,3.71637,4.36867,3.76116,6.44125,0.759974
0.85,-1.9,921,0.199799,cpx;g;opx;ru,58.8728,2.84852,18.2101,0.000365535,4.49917,4.52091,3.87136,6.4228,0.753992
0.85,-1.8,930,0.200028,cpx;g;opx,57.6933,2.80464,18.1637,0.000388029,5.50422,4.69799,4.00738,6.39226,0.736196
0.85,-1.7,938,0.199875,opx;g;cpx,56.4514,2.74355,18.0739,0.000405706,6.66073,4.86316,4.145,6.33351,0.728357
0.85,-1.6,945,0.200215,g;cpx;opx,55.1476,2.67685,17.9155,0.000416713,7.99894,5.01357,4.28072,6.25533,0.71111
0.85,-1.5,950,0.199769,g;opx;cpx,53.8487,2.59485,17.7122,0.000418999,9.46093,5.11975,4.38858,6.17318,0.701407
0.85,-1.4,954,0.199803,g;cpx;ilm,52.5687,2.47131,17.5082,0.000420634,11.004,5.15936,4.50906,6.08786,0.691122
0.85,-1.3,957,0.200023,cpx;ilm;g,51.2701,2.29196,17.2717,0.000420609,12.6998,5.16418,4.63415,5.99446,0.673201
0.85,-1.2,958,0.20016,ilm;g;cpx,49.9882,2.09783,17.0025,0.000414885,14.4815,5.13085,4.72661,5.91949,0.652588
0.85,-1.1,958,0.200106,cpx;g;ilm,48.6872,1.89846,16.651,0.000406175,16.4157,5.10186,4.80449,5.81058,0.63035
0.85,-1,957,0.199631,cpx;g;ilm;ol,47.8281,1.73754,16.3592,0.000368444,17.9286,4.94215,4.85582,5.73308,0.615099
0.9,-5,892,0.199839,amp;spl;cpx,73.4709,1.40221,11.6907,0.00765486,0.197766,6.62852,3.83534,2.17268,0.594156
0.9,-4.5,894,0.199933,amp;cpx;spl,73.1576,1.38795,11.7857,0.00740241,0.358462,6.6622,3.86335,2.1856,0.591815
0.9,-4,897,0.200258,amp;g;cpx,72.508,1.40652,12.0409,0.00577068,0.626695,6.63604,3.91685,2.26896,0.590305
0.9,-3.5,898,0.199757,cpx;g;amp,71.5352,1.47789,12.52,0.00288369,1.02204,6.35888,3.93528,2.53767,0.610131
0.9,-3,899,0.200016,cpx;amp;g,69.589,1.7275,13.5572,0.00123782,1.5384,5.81931,3.89835,3.21936,0.649672
0.9,-2.9,899,0.199851,g;cpx;amp,69.0432,1.79928,13.8674,0.00105586,1.65568,5.65969,3.88276,3.4271,0.66379
0.9,-2.8,900,0.200097,cpx;g;amp,68.4031,1.88553,14.1861,0.000906247,1.79132,5.54861,3.86477,3.64579,0.673862
0.9,-2.7,900,0.200227,cpx;g;amp,67.6675,1.98542,14.5793,0.000785685,1.93339,5.39074,3.8503,3.91185,0.680752
0.9,-2.6,900,0.199801,cpx;g;opx;amp,66.9591,2.07714,14.9559,0.000681839,2.07883,5.23394,3.8218,4.17907,0.693613
0.9,-2.5,902,0.200284,cpx;amp;g;opx,65.9804,2.19654,15.4743,0.000603651,2.24745,5.06497,3.82131,4.50451,0.709957
0.9,-2.4,903,0.199778,g;cpx;opx;amp,64.9878,2.33628,15.9763,0.000534315,2.43261,4.89835,3.81064,4.83902,0.718497
0.9,-2.3,905,0.200009,opx;amp;g;cpx;ru,63.8301,2.41965,16.5785,0.00048064,2.64912,4.75566,3.81577,5.2172,0.733529
0.9,-2.2,908,0.199967,amp;opx;g;cpx;ru,62.5378,2.50893,17.2175,0.000443662,2.91432,4.62061,3.81647,5.63944,0.74442
0.9,-2.1,912,0.200008,cpx;g;opx;amp;ru,61.0936,2.6209,17.8531,0.00041147,3.25335,4.53991,3.83847,6.04875,0.751541
0.9,-2,917,0.200279,g;cpx;opx;amp;ru,59.5052,2.75694,18.4555,0.000391669,3.69643,4.51496,3.87923,6.43563,0.755761
0.9,-1.9,925,0.200126,opx;g;cpx,58.2527,2.85302,18.5586,0.000404822,4.45036,4.65048,3.98052,6.50101,0.752895
0.9,-1.8,933,0.200102,cpx;g,57.1105,2.80083,18.5374,0.000425291,5.40244,4.81163,4.11075,6.48549,0.74053
0.9,-1.7,940,0.199742,cpx;g,55.8824,2.75993,18.5084,0.000438388,6.47666,4.92593,4.25026,6.46419,0.731821
0.9,-1.6,946,0.199775,g;cpx,54.5794,2.71425,18.4352,0.00044858,7.70788,5.01852,4.39431,6.42966,0.720379
0.9,-1.5,952,0.200127,cpx;g,53.2559,2.63358,18.2649,0.000459339,9.13493,5.11554,4.54181,6.34742,0.705446
0.9,-1.4,956,0.200326,g;cpx;ilm,51.9021,2.54662,18.0487,0.000464476,10.6977,5.17883,4.67918,6.25772,0.688624
0.9,-1.3,958,0.199982,ilm;cpx;g,50.6507,2.33108,17.8215,0.000457841,12.3484,5.19724,4.7835,6.19415,0.672967
0.9,-1.2,959,0.199627,g;cpx;ilm,49.3445,2.1004,17.5368,0.000455286,14.1618,5.20439,4.87327,6.11912,0.659307
0.9,-1.1,959,0.20042,ilm;cpx;g,48.1313,1.88651,17.133,0.000421022,16.075,5.19273,4.95528,5.99306,0.632752
0.9,-1,957,0.200322,ilm;cpx;g;ol,47.4471,1.73305,16.8713,0.000337489,17.3891,4.99899,5.01891,5.92284,0.618383
1,-5,899,0.200078,amp;spl;cpx,71.9922,1.43553,12.8233,0.00800723,0.190578,6.43172,4.32681,2.20646,0.585398
1,-4.5,900,0.199816,cpx;amp;spl,71.6955,1.42571,12.9295,0.00773921,0.340611,6.43636,4.35809,2.22155,0.584905
1,-4,903,0.200242,amp;g;cpx,71.0996,1.44143,13.1882,0.00589626,0.587491,6.35846,4.39623,2.32833,0.594407
1,-3.5,904,0.199833,g;cpx;amp,70.1157,1.52885,13.6795,0.00315194,0.957601,6.07482,4.42045,2.60949,0.610521
1,-3,905,0.200161,cpx;g;amp,68.2277,1.75583,14.6851,0.00146639,1.44182,5.56734,4.39358,3.27684,0.650343
1,-2.9,905,0.19977,cpx;g;amp,67.7444,1.82013,14.9462,0.00126815,1.55372,5.43232,4.37145,3.46872,0.661725
1,-2.8,906,0.199731,amp;cpx;g,67.1296,1.89904,15.2586,0.00110155,1.68203,5.31596,4.35575,3.68613,0.671784
1,-2.7,907,0.200197,cpx;g;amp,66.3836,1.99425,15.6356,0.000973083,1.82294,5.19294,4.34806,3.93658,0.685061
1,-2.6,908,0.19982,amp;g;cpx,65.645,2.09195,16.0221,0.000853988,1.96957,5.03635,4.32879,4.2142,0.691169
1,-2.5,910,0.199772,cpx;g;amp,64.7759,2.1902,16.4581,0.000765038,2.1377,4.90446,4.31546,4.51317,0.704173
1,-2.4,912,0.199926,g;amp;cpx,63.7755,2.30217,16.924,0.000690739,2.34044,4.80383,4.30705,4.8319,0.714479
1,-2.3,915,0.200224,cpx;g;amp,62.5925,2.43818,17.4769,0.000634167,2.57489,4.67949,4.32027,5.19052,0.726614
1,-2.2,918,0.20025,cpx;g;amp,61.4109,2.5486,17.9846,0.000586211,2.85453,4.60351,4.31778,5.54954,0.72995
1,-2.1,921,0.199772,amp;g;cpx,60.0942,2.67996,18.5372,0.000549933,3.17873,4.51174,4.33757,5.91498,0.745073
1,-2,926,0.199895,cpx;amp;g,58.6341,2.79234,19.0787,0.000526448,3.60689,4.48404,4.38019,6.27426,0.748975
1,-1.9,932,0.200176,amp;g;cpx,57.0769,2.87745,19.5835,0.000513905,4.15932,4.49525,4.44572,6.61023,0.751126
1,-1.8,937,0.200119,g;cpx,55.5715,2.92441,19.954,0.000503937,4.85678,4.54515,4.52861,6.8717,0.747344
1,-1.7,944,0.199839,cpx;g,54.4064,2.86763,19.919,0.000522941,5.85327,4.68507,4.65862,6.87403,0.735531
1,-1.6,950,0.199733,g;cpx,53.1764,2.79921,19.7778,0.000539512,7.053,4.8521,4.80101,6.81193,0.72794
1,-1.5,955,0.199695,g;cpx,51.8532,2.72123,19.6386,0.00055149,8.38461,4.96734,4.9412,6.77445,0.718768
1,-1.4,959,0.200263,g;cpx,50.4709,2.62019,19.3677,0.000563086,9.96186,5.11308,5.09518,6.66987,0.700663
1,-1.3,961,0.200325,ilm;g;cpx,49.4384,2.38168,19.0729,0.000511969,11.48,5.15992,5.18652,6.59868,0.681494
1,-1.2,961,0.200322,ilm;cpx;g,48.5397,2.14052,18.745,0.000422309,12.9848,5.14758,5.26832,6.5074,0.666222
1,-1.1,959,0.199859,cpx;g;ilm,47.6786,1.90718,18.2971,0.000341001,14.6336,5.15062,5.32182,6.36961,0.641097
1,-1,957,0.200084,g;ilm;cpx;ol,46.9934,1.70029,17.8305,0.000260228,16.1604,5.11898,5.31806,6.24819,0.629915
1.1,-5,904,0.199957,amp;spl;cpx,70.2578,1.48435,14.2325,0.00833832,0.179618,6.04891,4.93143,2.27015,0.586905
1.1,-4.5,907,0.200073,amp;cpx;spl,69.9439,1.47557,14.3221,0.00811293,0.32435,6.11101,4.97054,2.26489,0.579482
1.1,-4,908,0.200198,amp;cpx;g,69.3616,1.50887,14.5886,0.00610705,0.551517,5.9969,5.00497,2.38978,0.591719
1.1,-3.5,909,0.199819,cpx;amp;g,68.4593,1.58239,15.0303,0.00348085,0.892251,5.73958,5.01415,2.66783,0.610679
1.1,-3,911,0.199995,cpx;amp;g,66.614,1.78353,16.0123,0.00175125,1.35181,5.25961,4.99967,3.32742,0.64994
1.1,-2.9,912,0.199938,cpx;amp;g,66.0804,1.8553,16.2839,0.0015354,1.464,5.14766,4.99256,3.51515,0.659481
1.1,-2.8,914,0.200217,g;amp;cpx,65.4566,1.92043,16.599,0.00135922,1.58872,5.04672,4.98466,3.73234,0.670173
1.1,-2.7,914,0.199806,cpx;g;amp,64.8579,1.99448,16.8905,0.00120785,1.72121,4.93757,4.95701,3.96141,0.678727
1.1,-2.6,916,0.199753,cpx;g;amp,64.1126,2.08465,17.2677,0.00108031,1.86637,4.80287,4.94821,4.22848,0.688041
1.1,-2.5,918,0.200024,g;cpx;amp,63.246,2.1806,17.6854,0.000978544,2.03592,4.68686,4.942,4.51894,0.703374
1.1,-2.4,921,0.199821,g;amp;cpx,62.3127,2.27992,18.1145,0.000892716,2.23125,4.59133,4.93888,4.82036,0.710141
1.1,-2.3,924,0.199918,cpx;g;amp,61.2539,2.39212,18.5777,0.000827054,2.46493,4.50135,4.93837,5.15028,0.720466
1.1,-2.2,928,0.200115,g;cpx;amp,60.0468,2.50912,19.0866,0.000773926,2.74474,4.43166,4.97045,5.48413,0.725726
1.1,-2.1,932,0.199905,cpx;g;amp,58.8189,2.6028,19.5669,0.000737227,3.08101,4.38334,4.98994,5.82812,0.728319
1.1,-2,936,0.199938,g;amp;cpx,57.4646,2.69899,20.038,0.000709372,3.50448,4.36742,5.03392,6.15372,0.738101
1.1,-1.9,942,0.200243,g;amp;cpx,56.0453,2.76674,20.4629,0.000695309,4.03927,4.38962,5.10271,6.45148,0.74133
1.1,-1.8,946,0.199756,g;amp;cpx,54.6715,2.80754,20.7915,0.000686957,4.68041,4.42459,5.17404,6.70783,0.741917
1.1,-1.7,952,0.199838,amp;g;cpx,53.2451,2.80377,20.9806,0.0006927,5.53371,4.54402,5.28133,6.87503,0.735801
1.1,-1.6,956,0.19999,cpx;g;amp,52.0017,2.78562,21.033,0.000643169,6.46604,4.62144,5.38535,6.97969,0.72649
1.1,-1.5,958,0.199912,g;cpx;amp,50.9218,2.72479,20.9312,0.00056522,7.51185,4.7049,5.46372,7.01778,0.723369
1.1,-1.4,960,0.200304,amp;g;cpx,49.9768,2.62869,20.6273,0.000489575,8.73442,4.83577,5.49858,6.99253,0.705479
1.1,-1.3,960,0.199911,ilm;g;cpx,49.1483,2.50264,20.2373,0.000411192,10.0444,4.93587,5.51887,6.9211,0.69112
1.1,-1.2,961,0.200052,ilm;g;cpx,48.3933,2.25565,19.7128,0.000342621,11.5948,5.05895,5.56928,6.74566,0.669158
1.1,-1.1,959,0.199639,cpx;g;ilm,47.7196,1.99763,19.2496,0.000269013,13.0584,5.10821,5.57705,6.63415,0.655085
1.1,-1,957,0.199911,g;cpx;ilm,47.0081,1.75215,18.713,0.000200581,14.6482,5.1681,5.59051,6.48376,0.635936
1.2,-5,910,0.200161,cpx;spl;amp,68.1736,1.54369,15.9027,0.00870772,0.169311,5.62188,5.69223,2.30359,0.584345
1.2,-4.5,911,0.200243,amp;cpx;spl,67.8894,1.54109,16.0034,0.00846556,0.304016,5.6289,5.72465,2.316,0.584103
1.2,-4,912,0.199808,cpx;amp;g,67.356,1.57399,16.2622,0.00641016,0.509458,5.48785,5.75135,2.45903,0.593719
1.2,-3.5,914,0.200183,g;cpx;amp,66.3765,1.64844,16.73,0.00385237,0.825594,5.28147,5.7789,2.73969,0.615621
1.2,-3,918,0.19994,cpx;g;amp,64.6547,1.82678,17.5964,0.00210285,1.26035,4.88838,5.74899,3.37455,0.647735
1.2,-2.9,919,0.200223,g;amp;cpx,64.1656,1.88274,17.8188,0.00187939,1.37206,4.81856,5.72727,3.55833,0.654775
1.2,-2.8,920,0.199878,g;amp;cpx,63.6178,1.94629,18.1023,0.00166947,1.48459,4.69797,5.72072,3.75969,0.668978
1.2,-2.7,922,0.200173,cpx;amp;g,62.9483,2.0148,18.4079,0.00151136,1.62293,4.63037,5.71036,3.98712,0.676736
1.2,-2.6,924,0.199803,cpx;amp;g,62.2793,2.08114,18.7289,0.00137103,1.76461,4.53095,5.69503,4.23128,0.687385
1.2,-2.5,926,0.199778,g;cpx;amp,61.4755,2.1704,19.0985,0.00124978,1.93015,4.4364,5.69469,4.49871,0.694458
1.2,-2.4,929,0.19988,amp;g;cpx,60.5545,2.25779,19.5001,0.00116359,2.13017,4.36572,5.69604,4.78908,0.705431
1.2,-2.3,932,0.199758,amp;g;cpx,59.6036,2.34293,19.9035,0.00108676,2.35327,4.29233,5.69601,5.09052,0.716802
1.2,-2.2,936,0.199827,g;amp;cpx,58.5109,2.43565,20.347,0.00103206,2.6243,4.23087,5.71984,5.40688,0.723503
1.2,-2.1,940,0.199896,cpx;amp;g,57.4654,2.50613,20.7104,0.000962289,2.94607,4.21467,5.72302,5.70594,0.727343
1.2,-2,943,0.200098,cpx;g;amp,56.5317,2.57601,20.9863,0.000854144,3.29672,4.18283,5.69206,5.99851,0.735026
1.2,-1.9,946,0.199872,amp;cpx;g,55.5202,2.6441,21.2323,0.000767828,3.73153,4.19037,5.67658,6.27214,0.731977
1.2,-1.8,950,0.199938,g;amp;cpx,54.4322,2.66847,21.4376,0.000697913,4.28125,4.25472,5.68935,6.50319,0.732523
1.2,-1.7,954,0.199875,g;cpx;amp,53.4372,2.69818,21.5459,0.000613422,4.89519,4.29613,5.6869,6.71114,0.728752
1.2,-1.6,957,0.200293,g;amp;cpx,52.3258,2.68735,21.5635,0.000546231,5.71838,4.41043,5.72888,6.84929,0.715835
1.2,-1.5,960,0.200258,g;amp;cpx,51.4214,2.63859,21.4901,0.00047492,6.5625,4.47115,5.74029,6.95844,0.717071
1.2,-1.4,962,0.200254,g;amp;cpx,50.3964,2.56731,21.2565,0.000410069,7.69164,4.63867,5.80136,6.94709,0.700691
1.2,-1.3,963,0.19974,cpx;g;amp,49.5287,2.46129,20.944,0.00034172,8.8767,4.74921,5.83609,6.91297,0.690667
1.2,-1.2,964,0.200173,cpx;g;amp,48.6787,2.3431,20.5132,0.000274593,10.2286,4.8662,5.89129,6.80721,0.671379
1.2,-1.1,971,0.199776,cpx;g;amp,45.5992,1.96383,18.806,0.000260516,15.0611,5.61321,6.66891,5.66478,0.622686
1.2,-1,977,0.199483,cpx;g;ol;amp,41.453,1.55306,16.8505,0.000364696,21.2462,5.73952,8.93957,3.70385,0.513994
1.25,-5,911,0.200228,cpx;amp;spl,66.9934,1.58206,16.8766,0.00886875,0.162265,5.32005,6.13968,2.33269,0.584391
1.25,-4.5,912,0.199868,cpx;spl;amp,66.7511,1.58906,16.9618,0.00859956,0.288906,5.30469,6.16727,2.34725,0.581403
1.25,-4,914,0.200118,g;amp;cpx,66.1674,1.60999,17.2239,0.00650495,0.487554,5.228,6.19484,2.48894,0.592822
1.25,-3.5,917,0.200252,g;amp;cpx,65.2314,1.68471,17.6579,0.00404448,0.789941,5.03785,6.21201,2.77265,0.609539
1.25,-3,921,0.200251,g;amp;cpx,63.5751,1.84652,18.4657,0.0022899,1.21129,4.6835,6.16668,3.40059,0.648388
1.25,-2.9,921,0.199813,amp;g;cpx,63.1502,1.90275,18.6535,0.00205373,1.31494,4.61093,6.14027,3.56694,0.658431
1.25,-2.8,923,0.199861,g;amp;cpx,62.6472,1.95749,18.8874,0.00186564,1.42922,4.52415,6.11247,3.77297,0.667204
1.25,-2.7,925,0.199879,amp;g;cpx,62.0047,2.01455,19.1656,0.00170333,1.56645,4.48922,6.10277,3.98013,0.674887
1.25,-2.6,928,0.200048,amp;g;cpx,61.3469,2.08088,19.4601,0.0015568,1.71335,4.40503,6.07811,4.22968,0.684456
1.25,-2.5,929,0.199932,cpx;amp;g,60.7539,2.1438,19.7091,0.00138657,1.86735,4.32177,6.03106,4.47644,0.695209
1.25,-2.4,932,0.200129,cpx;g;amp,60.0739,2.21569,19.9668,0.00123145,2.05161,4.26743,5.98367,4.73625,0.703446
1.25,-2.3,934,0.199963,cpx;g;amp,59.3098,2.29182,20.2474,0.00110675,2.26575,4.22496,5.94199,5.00991,0.707264
1.25,-2.2,936,0.199732,cpx;amp;g,58.5126,2.36276,20.5388,0.000987384,2.501,4.17518,5.90399,5.29262,0.712062
1.25,-2.1,939,0.199959,g;cpx;amp,57.6344,2.43194,20.8347,0.000872981,2.78404,4.1375,5.86802,5.58882,0.719716
1.25,-2,943,0.199813,cpx;g;amp,56.6805,2.50911,21.1162,0.000790887,3.12395,4.12873,5.8429,5.87389,0.723972
1.25,-1.9,946,0.200101,amp;g;cpx,55.6622,2.56466,21.3803,0.000710509,3.54044,4.14253,5.8326,6.15331,0.723267
1.25,-1.8,950,0.199822,cpx;amp;g,54.6787,2.61318,21.589,0.000629625,4.0122,4.15213,5.81855,6.4134,0.72219
1.25,-1.7,954,0.200257,cpx;amp;g,53.6592,2.63272,21.7418,0.000552984,4.58826,4.19066,5.82786,6.63221,0.726808
1.25,-1.6,957,0.19983,g;amp;cpx,52.6291,2.63009,21.797,0.000489479,5.304,4.27531,5.84634,6.80188,0.71582
1.25,-1.5,960,0.199783,g;amp;cpx,51.6194,2.59323,21.75,0.000422024,6.15705,4.37971,5.88428,6.90495,0.711001
1.25,-1.4,962,0.199628,g;cpx;amp,50.6677,2.53355,21.5824,0.000359769,7.14463,4.4979,5.92697,6.943,0.703541
1.25,-1.3,964,0.200171,amp;g;cpx,49.7495,2.43166,21.2932,0.00029877,8.30659,4.63011,5.98987,6.91432,0.684515
1.25,-1.2,978,0.199739,g;amp;cpx,46.0441,2.04602,19.7031,0.000314555,13.2761,5.59389,6.98578,5.71496,0.635787
1.25,-1.1,983,0.20046,cpx;amp;g;ol,41.3893,1.56527,16.9247,0.000423705,20.8413,6.25172,8.96263,3.54667,0.518055
1.25,-1,980,0.199692,ol;cpx;spl;spl;amp,40.9582,1.16237,14.1848,0.00190834,22.8214,6.00377,11.3177,3.08065,0.469263
1.3,-5,919,0.19985,amp;spl;cpx;fsp,65.5306,1.62688,17.845,0.00931307,0.166245,5.29211,6.54223,2.39606,0.591517
1.3,-4.5,918,0.199879,amp;cpx;fsp;g,65.3611,1.62772,17.9332,0.0089721,0.28225,5.20301,6.56385,2.42993,0.590012
1.3,-4,917,0.200149,amp;cpx;g;fsp,65.1053,1.63859,18.0746,0.00663578,0.46615,5.00425,6.58396,2.52619,0.594279
1.3,-3.5,919,0.20013,g;amp;cpx,64.2645,1.69734,18.4337,0.00423887,0.752881,4.86877,6.57994,2.78862,0.609978
1.3,-3,922,0.200235,amp;g;cpx,63.0206,1.83514,18.9347,0.00234768,1.16567,4.60861,6.43265,3.3584,0.641906
1.3,-2.9,923,0.200179,g;cpx;amp,62.6897,1.87459,19.0707,0.00207719,1.2645,4.54147,6.38791,3.51799,0.651069
1.3,-2.8,924,0.200184,amp;cpx;g,62.3251,1.92178,19.2285,0.00182159,1.36941,4.45187,6.33966,3.70101,0.660792
1.3,-2.7,925,0.200125,g;amp;cpx,61.8332,1.97865,19.4183,0.0016251,1.49754,4.40905,6.29426,3.89735,0.670066
1.3,-2.6,927,0.20011,g;cpx;amp,61.3243,2.02967,19.6287,0.00143837,1.6325,4.34348,6.24608,4.11917,0.674676
1.3,-2.5,929,0.200133,amp;cpx;g,60.7814,2.09322,19.8523,0.0012721,1.77581,4.25899,6.19195,4.36019,0.684915
1.3,-2.4,930,0.199815,g;cpx;amp,60.1716,2.15888,20.0926,0.00112861,1.93829,4.19188,6.13811,4.60707,0.700442
1.3,-2.3,932,0.199976,g;cpx;amp,59.511,2.21788,20.3506,0.000995101,2.1255,4.11911,6.0771,4.89366,0.70413
1.3,-2.2,935,0.19978,cpx;g;amp,58.726,2.30575,20.6318,0.000881793,2.34573,4.06978,6.03482,5.17008,0.715178
1.3,-2.1,939,0.200168,cpx;g;amp,57.7953,2.36665,20.9485,0.000795994,2.63096,4.06643,6.01164,5.46926,0.710444
1.3,-2,942,0.200259,cpx;g;amp,56.8942,2.44244,21.2381,0.000707963,2.93203,4.02814,5.98021,5.76418,0.719901
1.3,-1.9,945,0.200004,g;amp;cpx,55.9636,2.5088,21.495,0.000621774,3.29325,4.01531,5.9503,6.05111,0.721992
1.3,-1.8,949,0.199817,g;amp;cpx,54.8961,2.55343,21.7397,0.000563565,3.76405,4.06107,5.95511,6.30892,0.720993
1.3,-1.7,953,0.200136,g;cpx;amp,53.8921,2.58164,21.9137,0.000493878,4.29521,4.09012,5.95724,6.54686,0.722595
1.3,-1.6,957,0.200149,amp;cpx;g,52.8333,2.57975,22.0064,0.000432884,4.97397,4.17474,5.98451,6.72755,0.719417
1.3,-1.5,960,0.199866,g;amp;cpx,51.8529,2.55095,21.9991,0.000372505,5.74744,4.26574,6.01709,6.8571,0.709241
1.3,-1.4,963,0.200103,g;cpx;amp,50.8715,2.50038,21.8676,0.000317045,6.69106,4.38698,6.07086,6.91278,0.698589
1.3,-1.3,986,0.199805,g;cpx;amp,45.7849,2.03753,20.2582,0.000396227,12.5345,5.75808,7.54538,5.44654,0.634426
1.3,-1.2,989,0.199557,cpx;ol;amp;g,41.0205,1.57957,16.9593,0.000543393,20.673,6.77223,9.24659,3.23983,0.508435
1.3,-1.1,986,0.200415,amp;spl;ol;cpx;spl,41.1164,1.19669,13.7316,0.00220579,22.3856,6.50835,11.5703,3.01561,0.473174
1.3,-1,984,0.200555,spl;cpx;amp;ol;spl,41.1685,1.14713,13.661,0.00218642,22.3998,6.49534,11.6273,3.03238,0.466349
1.35,-5,928,0.200105,cpx;amp;spl;fsp,64.5161,1.64521,18.3916,0.00971654,0.174378,5.51235,6.79847,2.37119,0.581022
1.35,-4.5,926,0.200113,amp;g;cpx;fsp,64.4043,1.64305,18.4757,0.00902221,0.290738,5.33911,6.78679,2.46154,0.589794
1.35,-4,923,0.199896,cpx;g;amp;fsp,64.2764,1.64913,18.5432,0.00658679,0.47466,5.14036,6.79575,2.52402,0.589916
1.35,-3.5,917,0.199886,amp;g;cpx,64.1912,1.65935,18.6389,0.0038423,0.715459,4.73752,6.75169,2.69821,0.603769
1.35,-3,920,0.199895,g;cpx;amp,63.0397,1.79521,19.0902,0.00211634,1.09949,4.49215,6.58954,3.25343,0.638107
1.35,-2.9,921,0.199787,g;cpx;amp,62.7322,1.82678,19.2219,0.00186479,1.19077,4.42466,6.54413,3.41127,0.646378
1.35,-2.8,921,0.199794,cpx;amp;g,62.4152,1.8631,19.3579,0.0016327,1.28935,4.33515,6.48068,3.59854,0.65847
1.35,-2.7,924,0.200203,cpx;amp;g,61.886,1.92428,19.5633,0.00145885,1.41381,4.31049,6.44999,3.7933,0.657364
1.35,-2.6,925,0.200163,amp;g;cpx,61.382,1.97848,19.7694,0.00129506,1.54187,4.24741,6.3982,4.0101,0.671285
1.35,-2.5,927,0.200203,amp;cpx;g,60.8766,2.03936,19.9756,0.00114201,1.67481,4.1668,6.33945,4.24517,0.681112
1.35,-2.4,929,0.199867,g;cpx;amp,60.3112,2.09803,20.2023,0.00100197,1.82728,4.09421,6.27672,4.49923,0.690041
1.35,-2.3,932,0.200154,g;cpx;amp,59.5393,2.17513,20.4898,0.00090186,2.02361,4.0647,6.239,4.77021,0.697431
1.35,-2.2,934,0.199905,g;cpx;amp,58.8087,2.23807,20.7661,0.000795557,2.2283,4.0114,6.18901,5.05367,0.70393
1.35,-2.1,937,0.200141,amp;g;cpx,57.9962,2.31265,21.0499,0.000704519,2.46971,3.9654,6.14225,5.35251,0.710662
1.35,-2,940,0.199898,amp;cpx;g,57.1145,2.37209,21.3453,0.000624353,2.75452,3.94129,6.10962,5.64941,0.71263
1.35,-1.9,944,0.200111,g;amp;cpx,56.1286,2.4432,21.6304,0.000557755,3.10739,3.94136,6.09301,5.9393,0.716136
