t_Myr,dt_kyr,T,P_CO2,rel_change,slowest,Da,A_reactive,supply_efficiency,Y_Alkalinity,Y_C,Y_Si,Y_Al,Y_Fe,Y_Ca,Y_Mg,Y_Na,F_out_Alkalinity,F_out_C,F_out_Si,F_out_Al,F_out_Fe,F_out_Ca,F_out_Mg,F_out_Na,F_diss_Alkalinity,F_diss_C,F_diss_Si,F_diss_Al,F_diss_Fe,F_diss_Ca,F_diss_Mg,F_diss_Na,F_prec_Alkalinity,F_prec_C,F_prec_Si,F_prec_Al,F_prec_Fe,F_prec_Ca,F_prec_Mg,F_prec_Na,F_cont_Alkalinity,F_cont_C,F_cont_Si,F_cont_Al,F_cont_Fe,F_cont_Ca,F_cont_Mg,F_cont_Na,F_net_Alkalinity,F_net_C,F_net_Si,F_net_Al,F_net_Fe,F_net_Ca,F_net_Mg,F_net_Na
2.0200,20.00,339.8216,6.181268e+01,1.207596e+00,P_CO2,1.020023e-01,1.035826e+00,9.6972%,7.934681e-04,7.386969e-04,4.211417e-04,1.775367e-18,1.705382e-10,3.835834e-04,1.252336e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.606175e-17,1.901397e-31,1.294601e-17,6.558013e-32,1.282883e-22,1.274921e-17,2.324205e-20,-5.847026e-42,-2.188433e-17,-1.094215e-17,-1.187422e-17,-6.375420e-32,-1.276057e-22,-1.094210e-17,-1.578088e-25,-6.375353e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.177419e-18,4.564183e-18,1.071793e-18,1.825928e-33,6.826138e-25,1.807111e-18,2.324189e-20,-6.375353e-32
4.4200,24.00,343.1794,1.090892e+02,9.999500e-01,Mg,1.271767e-01,1.035826e+00,11.9422%,9.455636e-04,9.014322e-04,4.610457e-04,1.433401e-18,2.118608e-10,4.374578e-04,2.930299e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.025922e-17,5.203369e-29,1.503817e-17,7.822892e-32,1.415773e-22,1.482610e-17,2.020433e-20,2.004695e-41,-2.956439e-17,-1.478220e-17,-1.502857e-17,-8.671116e-32,-1.415520e-22,-1.478212e-17,-5.055213e-25,-8.671103e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.948302e-19,7.241285e-19,9.597707e-21,-8.482241e-33,2.525199e-26,4.397708e-20,2.020382e-20,-8.671103e-32
7.3000,28.80,343.2138,1.135774e+02,9.998879e-01,Mg,1.275881e-01,1.035826e+00,11.9784%,9.895822e-04,9.445720e-04,4.632845e-04,6.278699e-19,2.307558e-10,4.317645e-04,4.481086e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.078245e-17,1.001354e-28,1.529777e-17,7.955461e-32,1.421617e-22,1.508672e-17,1.419840e-20,3.299393e-41,-3.053265e-17,-1.526634e-17,-1.529204e-17,-8.905497e-32,-1.421794e-22,-1.526625e-17,-7.958244e-25,-8.905495e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.497946e-19,2.399928e-19,5.725162e-21,-9.500355e-33,-1.774128e-26,-1.795234e-19,1.419761e-20,-8.905495e-32
10.1800,28.80,343.2164,1.139232e+02,9.997947e-01,Mg,1.275890e-01,1.035826e+00,11.9785%,1.009680e-03,9.637265e-04,4.636826e-04,0.000000e+00,2.307322e-10,4.143864e-04,5.550942e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.082314e-17,1.245522e-28,1.531833e-17,7.961135e-32,1.418242e-22,1.511316e-17,9.627672e-21,4.427034e-41,-3.061093e-17,-1.530547e-17,-1.531411e-17,-8.915881e-32,-1.418340e-22,-1.530538e-17,-9.882685e-25,-8.915881e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.122114e-19,2.008546e-19,4.217534e-21,-9.547458e-33,-9.863265e-27,-1.922142e-19,9.626683e-21,-8.915881e-32
13.0600,28.80,343.2165,1.139354e+02,9.996547e-01,Mg,1.275567e-01,1.035826e+00,11.9757%,1.029134e-03,9.821188e-04,4.640767e-04,0.000000e+00,2.306547e-10,3.972222e-04,6.272483e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.082088e-17,7.654018e-29,1.531764e-17,7.954501e-32,1.414116e-22,1.511746e-17,6.461404e-21,2.798220e-41,-3.060523e-17,-1.530263e-17,-1.531323e-17,-8.901444e-32,-1.413943e-22,-1.530253e-17,-1.115638e-24,-8.901450e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.156454e-19,2.036992e-19,4.407655e-21,-9.469431e-33,1.733872e-26,-1.850634e-19,6.460289e-21,-8.901450e-32
15.9400,28.80,343.2163,1.139114e+02,9.994413e-01,Mg,1.275224e-01,1.035826e+00,11.9726%,1.048999e-03,1.000874e-03,4.644825e-04,0.000000e+00,2.305955e-10,3.807112e-04,6.754453e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.081785e-17,3.085644e-29,1.531658e-17,7.947303e-32,1.410046e-22,1.512038e-17,4.292457e-21,1.127641e-41,-3.059137e-17,-1.529570e-17,-1.531028e-17,-8.883475e-32,-1.409716e-22,-1.529559e-17,-1.199367e-24,-8.883475e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.264742e-19,2.106276e-19,6.294588e-21,-9.361722e-33,3.297547e-26,-1.752067e-19,4.291257e-21,-8.883475e-32
18.8200,28.80,343.2163,1.139112e+02,9.991064e-01,Mg,1.274884e-01,1.035826e+00,11.9696%,1.069505e-03,1.020246e-03,4.648982e-04,0.000000e+00,2.305134e-10,3.648964e-04,7.072210e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.080918e-17,1.207925e-29,1.531275e-17,7.937911e-32,1.405981e-22,1.511988e-17,2.804145e-21,4.176447e-43,-3.058036e-17,-1.529020e-17,-1.530811e-17,-8.864901e-32,-1.405983e-22,-1.529008e-17,-1.253437e-24,-8.864901e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.288168e-19,2.161321e-19,4.643899e-21,-9.269900e-33,-2.312753e-28,-1.701984e-19,2.802891e-21,-8.864901e-32
21.7000,28.80,343.2164,1.139231e+02,3.922071e-01,Mg,1.274575e-01,1.035826e+00,11.9669%,1.090482e-03,1.040061e-03,4.653255e-04,0.000000e+00,2.304831e-10,3.498509e-04,7.062968e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.080644e-17,4.541827e-30,1.531186e-17,7.929908e-32,1.402091e-22,1.512091e-17,2.659685e-21,8.352894e-43,-3.057480e-17,-1.528742e-17,-1.530720e-17,-8.846697e-32,-1.402154e-22,-1.528120e-17,-6.092260e-21,-8.846888e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.316388e-19,2.189121e-19,4.663898e-21,-9.167883e-33,-6.379525e-27,-1.602960e-19,-3.432575e-21,-8.846888e-32
25.1560,34.56,343.2183,1.141766e+02,3.044590e-01,Mg,1.274415e-01,1.035826e+00,11.9655%,1.129735e-03,1.076645e-03,4.679676e-04,0.000000e+00,2.529831e-10,3.395098e-04,6.789096e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.079020e-17,6.959829e-31,1.530463e-17,7.908004e-32,1.397314e-22,1.511428e-17,3.642787e-21,2.923513e-42,-3.053727e-17,-1.526866e-17,-1.529854e-17,-8.781347e-32,-1.397261e-22,-1.526170e-17,-6.831898e-21,-8.782666e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.529302e-19,2.376724e-19,6.089230e-21,-8.733431e-33,5.342134e-27,-1.474134e-19,-3.189112e-21,-8.782666e-32
29.3032,41.47,343.2220,1.146524e+02,2.444273e-01,Mg,1.274389e-01,1.035826e+00,11.9653%,1.178668e-03,1.122306e-03,4.712579e-04,0.000000e+00,2.808980e-10,3.283266e-04,6.484421e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.078622e-17,6.098819e-32,1.530365e-17,7.885119e-32,1.392014e-22,1.511382e-17,4.747536e-21,-5.847026e-42,-3.052757e-17,-1.526381e-17,-1.529738e-17,-8.714628e-32,-1.391961e-22,-1.525585e-17,-7.819186e-21,-8.714629e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.586455e-19,2.425195e-19,6.265213e-21,-8.295096e-33,5.352438e-27,-1.420336e-19,-3.071650e-21,-8.714629e-32
