t_Myr,dt_kyr,T,P_CO2,rel_change,slowest,Da,A_reactive,supply_efficiency,Y_Alkalinity,Y_C,Y_Si,Y_Al,Y_Fe,Y_Ca,Y_Mg,Y_Na,F_out_Alkalinity,F_out_C,F_out_Si,F_out_Al,F_out_Fe,F_out_Ca,F_out_Mg,F_out_Na,F_diss_Alkalinity,F_diss_C,F_diss_Si,F_diss_Al,F_diss_Fe,F_diss_Ca,F_diss_Mg,F_diss_Na,F_prec_Alkalinity,F_prec_C,F_prec_Si,F_prec_Al,F_prec_Fe,F_prec_Ca,F_prec_Mg,F_prec_Na,F_cont_Alkalinity,F_cont_C,F_cont_Si,F_cont_Al,F_cont_Fe,F_cont_Ca,F_cont_Mg,F_cont_Na,F_net_Alkalinity,F_net_C,F_net_Si,F_net_Al,F_net_Fe,F_net_Ca,F_net_Mg,F_net_Na
2.0200,20.00,311.3489,1.008339e+05,3.600212e+03,P_CO2,4.076684e-04,1.946775e+00,0.0408%,3.079863e-02,9.551525e-02,3.470883e-04,1.163846e-13,6.700589e-06,7.641481e-03,3.609855e-04,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.587300e-16,7.650359e-26,2.854038e-16,1.928016e-27,1.654282e-20,1.888076e-16,5.571662e-17,8.352894e-40,-2.690379e-16,-1.347013e-16,-2.854100e-16,-1.355776e-30,-1.917617e-20,-6.725456e-17,-6.723716e-17,-1.208601e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.896921e-16,1.415932e-15,-6.125487e-21,1.926661e-27,-2.633353e-21,1.215530e-16,-1.152054e-17,-1.208601e-30
4.4200,24.00,311.3489,1.008339e+05,7.254600e-01,C,4.027617e-04,1.928351e+00,0.0403%,5.262993e-02,1.957934e-01,3.736391e-04,2.727017e-13,6.549511e-06,9.083105e-03,2.834204e-04,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.352674e-16,-8.265694e-28,2.819468e-16,2.213221e-27,6.155656e-21,1.860630e-16,5.912918e-17,-2.923513e-40,-4.919641e-16,-2.467231e-16,-2.819553e-16,-2.888593e-30,-8.212754e-21,-1.867554e-16,-5.914805e-17,-2.209920e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.433033e-16,1.303910e-15,-8.540638e-21,2.210332e-27,-2.057098e-21,-6.924694e-19,-1.886862e-20,-2.209920e-30
7.3000,28.80,311.3489,1.008339e+05,7.246670e-01,C,4.016238e-04,1.928298e+00,0.0402%,7.401789e-02,3.144264e-01,4.095315e-04,4.941559e-13,6.366597e-06,8.939402e-03,2.863827e-04,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.195481e-16,2.087547e-25,2.811192e-16,2.681436e-27,2.397992e-21,1.856150e-16,5.850758e-17,1.628814e-39,-4.926574e-16,-2.475495e-16,-2.811272e-16,-3.550496e-30,-4.375566e-21,-1.876437e-16,-5.856035e-17,-2.213114e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.268907e-16,1.303083e-15,-7.964598e-21,2.677886e-27,-1.977574e-21,-2.028632e-18,-5.276957e-20,-2.213114e-30
10.7560,34.56,311.3489,1.008339e+05,7.261439e-01,C,4.004333e-04,1.928643e+00,0.0400%,9.817315e-02,4.568719e-01,4.545030e-04,8.279197e-13,6.160786e-06,8.789200e-03,2.906307e-04,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.023697e-16,7.894528e-23,2.802473e-16,3.483579e-27,8.155136e-22,1.851488e-16,5.777447e-17,1.372381e-37,-4.884573e-16,-2.460110e-16,-2.802558e-16,-4.651210e-30,-2.624458e-21,-1.862476e-16,-5.780475e-17,-2.194017e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.139124e-16,1.304622e-15,-8.512731e-21,3.478928e-27,-1.808944e-21,-1.098745e-18,-3.027726e-20,-2.194017e-30
14.2120,34.56,311.3489,1.008339e+05,7.273105e-01,C,3.993181e-04,1.928927e+00,0.0399%,1.208527e-01,5.994182e-01,4.536051e-04,1.268384e-12,5.972697e-06,8.724708e-03,2.887024e-04,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.866061e-16,1.377616e-27,2.794518e-16,4.653472e-27,3.774325e-22,1.846858e-16,5.739397e-17,9.188184e-40,-4.849132e-16,-2.447975e-16,-2.794597e-16,-6.260126e-30,-2.017926e-21,-1.848316e-16,-5.740055e-17,-2.177795e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.016928e-16,1.305835e-15,-7.950909e-21,4.647212e-27,-1.640494e-21,-1.458660e-19,-6.578121e-21,-2.177795e-30
17.6680,34.56,311.3489,1.008339e+05,8.465215e-01,Fe,3.982756e-04,1.929168e+00,0.0398%,1.422424e-01,7.420843e-01,4.527651e-04,1.862786e-12,5.801934e-06,8.747143e-03,2.889457e-04,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.720905e-16,1.377616e-27,2.787074e-16,6.327407e-27,1.351992e-22,1.842236e-16,5.693568e-17,-1.670579e-40,-4.818232e-16,-2.438085e-16,-2.787148e-16,-8.576595e-30,-1.626601e-21,-1.837167e-16,-5.692587e-17,-2.163604e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.902674e-16,1.306824e-15,-7.445060e-21,6.318831e-27,-1.491402e-21,5.069063e-19,9.807550e-21,-2.163604e-30
21.1240,34.56,311.3489,1.008339e+05,1.000000e+00,Fe,3.982097e-04,1.933781e+00,0.0398%,1.623392e-01,8.847762e-01,4.526942e-04,2.675494e-12,5.646702e-06,8.814748e-03,2.758863e-04,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.040664e-16,-2.862530e-17,2.786453e-16,8.683232e-27,-6.653261e-24,1.701625e-16,4.327297e-17,-2.523543e-31,-4.262941e-16,-2.162174e-16,-2.786409e-16,-1.055237e-29,-1.345427e-21,-1.693925e-16,-4.347834e-17,-1.913943e-30,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.777723e-16,1.305790e-15,4.309988e-21,8.672679e-27,-1.352081e-21,7.700135e-19,-2.053643e-19,-2.166298e-30
24.5800,34.56,311.3489,1.008339e+05,1.000000e+00,Fe,4.027544e-04,1.960463e+00,0.0403%,1.803837e-01,1.026742e+00,4.562543e-04,3.793785e-12,5.505660e-06,8.467724e-03,2.709315e-04,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.603078e-16,-2.022547e-16,2.818026e-16,1.196038e-26,-1.242722e-22,1.835176e-17,2.773590e-17,-1.782017e-30,-1.104796e-16,-5.616712e-17,-2.817996e-16,-3.815513e-30,-1.115757e-21,-2.758333e-17,-2.757519e-17,-4.960713e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.498282e-16,1.292211e-15,2.969037e-21,1.195657e-26,-1.240029e-21,-9.231568e-18,1.607104e-19,-2.278089e-30
28.0360,34.56,311.3489,1.008339e+05,1.000000e+00,Fe,4.031558e-04,1.966748e+00,0.0403%,1.965917e-01,1.168018e+00,4.565533e-04,5.337591e-12,5.374846e-06,7.583860e-03,2.894834e-04,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.845124e-16,-2.365126e-16,2.820681e-16,1.651545e-26,-2.128724e-22,2.292126e-18,9.569817e-18,-2.083303e-30,-3.763428e-17,-1.917772e-17,-2.820656e-16,-1.813424e-30,-9.448402e-22,-9.394305e-18,-9.391837e-18,-1.689690e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.468781e-16,1.294943e-15,2.555664e-21,1.651364e-26,-1.157713e-21,-7.102179e-18,1.779800e-19,-2.252272e-30
31.4920,34.56,311.3489,1.008339e+05,1.000000e+00,Fe,4.029824e-04,1.970045e+00,0.0403%,2.123280e-01,1.309528e+00,4.564003e-04,7.468658e-12,5.252908e-06,6.879494e-03,2.936925e-04,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.401908e-16,-2.544708e-16,2.819324e-16,2.278170e-26,-2.567739e-22,-5.898320e-18,-1.337462e-19,-2.240857e-30,-8.163836e-22,-1.704045e-23,-2.819384e-16,-9.741825e-35,-8.135755e-22,-9.000810e-26,-3.827461e-27,-6.512351e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.401900e-16,1.296162e-15,-5.985780e-21,2.278170e-26,-1.070349e-21,-5.898320e-18,-1.337463e-19,-2.240864e-30
34.9480,34.56,311.3489,1.008339e+05,1.000000e+00,Fe,4.022013e-04,1.970104e+00,0.0402%,2.272257e-01,1.451139e+00,4.557693e-04,1.040612e-11,5.141266e-06,6.306213e-03,2.806395e-04,0.000000e+00,0.000000e+00,1.550633e-15,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.327388e-16,-2.534694e-16,2.813731e-16,3.137645e-26,-2.686256e-22,-4.680209e-18,-1.070268e-19,-2.231399e-30,-7.109259e-22,3.175749e-22,-2.813787e-16,2.042232e-33,-7.079419e-22,-6.682114e-26,-3.070564e-27,-5.511009e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.327381e-16,1.297164e-15,-5.580938e-21,3.137645e-26,-9.765676e-22,-4.680209e-18,-1.070268e-19,-2.231404e-30
