t_Myr,dt_kyr,T,P_CO2,rel_change,slowest,Da,A_reactive,supply_efficiency,Y_Alkalinity,Y_C,Y_Si,Y_Al,Y_Fe,Y_Ca,Y_Mg,Y_Na,F_out_Alkalinity,F_out_C,F_out_Si,F_out_Al,F_out_Fe,F_out_Ca,F_out_Mg,F_out_Na,F_diss_Alkalinity,F_diss_C,F_diss_Si,F_diss_Al,F_diss_Fe,F_diss_Ca,F_diss_Mg,F_diss_Na,F_prec_Alkalinity,F_prec_C,F_prec_Si,F_prec_Al,F_prec_Fe,F_prec_Ca,F_prec_Mg,F_prec_Na,F_cont_Alkalinity,F_cont_C,F_cont_Si,F_cont_Al,F_cont_Fe,F_cont_Ca,F_cont_Mg,F_cont_Na,F_net_Alkalinity,F_net_C,F_net_Si,F_net_Al,F_net_Fe,F_net_Ca,F_net_Mg,F_net_Na
2.0200,20.00,294.1418,5.382807e+03,1.912431e+02,P_CO2,8.581301e-04,1.857227e+00,0.0858%,7.816285e-03,9.866991e-03,1.026350e-04,2.955301e-15,1.140729e-06,2.095066e-03,2.637546e-04,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.596434e-16,1.941749e-26,6.000031e-17,5.234603e-29,3.290340e-20,4.296913e-17,4.092184e-18,2.071518e-39,-6.233733e-17,-3.114340e-17,-5.695803e-17,-2.790532e-31,-5.710510e-20,-1.557013e-17,-1.556913e-17,-2.782389e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.730604e-17,1.239199e-16,3.042279e-18,5.206698e-29,-2.420169e-20,2.739900e-17,-1.147695e-17,-2.782389e-31
4.4200,24.00,300.3833,6.932795e+03,2.879518e-01,P_CO2,1.350118e-03,1.763416e+00,0.1349%,1.328994e-02,1.547575e-02,1.605746e-04,6.499522e-15,1.993578e-07,1.525466e-03,5.089051e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.450536e-16,2.025095e-27,9.361413e-17,4.654772e-29,6.039354e-20,6.607224e-17,8.934255e-18,9.058714e-39,-1.792321e-16,-8.959897e-17,-9.372613e-17,-7.960360e-31,-6.201457e-20,-8.023615e-17,-9.340925e-18,-7.909259e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.582153e-17,6.546433e-17,-1.119957e-19,4.575169e-29,-1.621035e-21,-1.416391e-17,-4.066693e-19,-7.909258e-31
7.3000,28.80,299.9025,6.813380e+03,3.269028e-01,C,1.310979e-03,1.782237e+00,0.1310%,1.991701e-02,2.207831e-02,1.682001e-04,1.067584e-14,1.230735e-07,7.727899e-04,2.992402e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.339624e-16,1.607218e-29,9.092280e-17,4.646946e-29,6.220606e-20,6.453796e-17,9.211585e-18,4.594092e-41,-1.573474e-16,-7.865886e-17,-9.092563e-17,-6.928981e-31,-6.285581e-20,-6.927804e-17,-9.351747e-18,-6.855688e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.661501e-17,7.640443e-17,-2.831982e-21,4.577657e-29,-6.497514e-22,-4.740077e-18,-1.401623e-19,-6.855688e-31
10.1800,28.80,300.0523,6.850582e+03,3.377350e-01,C,1.326188e-03,1.784197e+00,0.1325%,2.700871e-02,2.915044e-02,1.698266e-04,1.481234e-14,8.665518e-08,4.904915e-04,2.159007e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.320787e-16,1.299551e-27,9.190875e-17,4.574006e-29,6.152835e-20,6.531522e-17,9.350180e-18,4.176447e-42,-1.535534e-16,-7.676631e-17,-9.187812e-17,-6.665799e-31,-6.177418e-20,-6.731881e-17,-9.409978e-18,-6.568063e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.852535e-17,7.829698e-17,3.062634e-20,4.507348e-29,-2.458353e-22,-2.003588e-18,-5.979743e-20,-6.568063e-31
13.0600,28.80,300.3759,6.930943e+03,3.347707e-01,C,1.356819e-03,1.781579e+00,0.1356%,3.414339e-02,3.626161e-02,1.731910e-04,1.887391e-14,7.144012e-08,3.596074e-04,1.769481e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.326486e-16,4.366514e-25,9.393260e-17,4.483771e-29,5.981291e-20,6.674499e-17,9.431655e-18,1.103417e-38,-1.545728e-16,-7.728118e-17,-9.388706e-17,-6.586248e-31,-5.992574e-20,-6.777283e-17,-9.462051e-18,-6.463375e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.807581e-17,7.778211e-17,4.554161e-20,4.417909e-29,-1.128294e-22,-1.027840e-18,-3.039624e-20,-6.463375e-31
16.5160,34.56,300.8298,7.043678e+03,3.260684e-01,C,1.400327e-03,1.776676e+00,0.1399%,4.261862e-02,4.469954e-02,1.937796e-04,2.363754e-14,7.236836e-08,2.899841e-04,1.677251e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.342425e-16,3.121154e-23,9.679939e-17,4.369621e-29,5.699447e-20,6.873263e-17,9.454687e-18,6.514380e-37,-1.576093e-16,-7.880594e-17,-9.674968e-17,-6.538706e-31,-5.706176e-20,-6.927832e-17,-9.471036e-18,-6.386366e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.663320e-17,7.625738e-17,4.970977e-20,4.304234e-29,-6.728802e-23,-5.456831e-19,-1.634958e-20,-6.386360e-31
20.6632,41.47,301.4083,7.187325e+03,3.130722e-01,C,1.457279e-03,1.769825e+00,0.1456%,5.254860e-02,5.457196e-02,2.210930e-04,2.918925e-14,7.623045e-08,2.528165e-04,1.704320e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.366431e-16,3.903244e-29,1.005424e-16,4.232368e-29,5.363530e-20,7.130591e-17,9.444238e-18,5.429381e-41,-1.622239e-16,-8.112067e-17,-1.004849e-16,-6.484466e-31,-5.368506e-20,-7.159888e-17,-9.453544e-18,-6.298855e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.441920e-17,7.394262e-17,5.750156e-20,4.167524e-29,-4.975867e-23,-2.929731e-19,-9.306069e-21,-6.298855e-31
25.6398,49.77,301.5975,7.234320e+03,2.856621e-01,C,1.460399e-03,1.751601e+00,0.1459%,6.404917e-02,6.599529e-02,2.476227e-04,3.561724e-14,8.322053e-08,2.346114e-04,1.808372e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.295854e-16,3.857324e-27,1.006290e-16,4.119355e-29,5.064142e-20,7.135495e-17,9.275841e-18,1.670579e-41,-1.722754e-16,-8.615607e-17,-1.124416e-16,-6.551361e-31,-4.883814e-20,-7.663585e-17,-9.437351e-18,-6.324037e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.731006e-17,6.890722e-17,-1.181257e-17,4.053842e-29,1.803280e-21,-5.280895e-18,-1.615105e-19,-6.324037e-31
31.6118,59.72,294.5449,5.482909e+03,5.799381e-01,Si,7.699325e-04,1.629598e+00,0.0770%,7.727849e-02,7.915713e-02,1.627757e-04,4.323157e-14,1.153044e-07,1.767830e-04,1.579943e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.208510e-16,2.606265e-25,5.352334e-17,4.638389e-29,5.852487e-20,3.865556e-17,6.706717e-18,1.708167e-39,-2.384082e-16,-1.192519e-16,-2.013121e-16,-8.461246e-31,-3.524925e-20,-1.099240e-16,-9.200186e-18,-8.104052e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.175573e-16,3.581142e-17,-1.477888e-16,4.553777e-29,2.327562e-20,-7.126847e-17,-2.493470e-18,-8.104052e-31
34.5978,29.86,303.4468,7.693555e+03,4.031884e-01,P_CO2,1.672956e-03,1.743229e+00,0.1672%,8.354260e-02,8.529684e-02,2.107669e-04,4.678636e-14,4.568684e-08,1.637753e-04,1.163107e-05,0.000000e+00,0.000000e+00,1.550633e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.462931e-16,1.027772e-24,1.146744e-16,3.790854e-29,4.529760e-20,8.092947e-17,9.462528e-18,8.657775e-39,-1.810618e-16,-9.055971e-17,-1.146242e-16,-6.199390e-31,-4.532305e-20,-8.099301e-17,-9.466042e-18,-5.916340e-31,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.523127e-17,6.450359e-17,5.018624e-20,3.728860e-29,-2.545451e-23,-6.354794e-20,-3.514008e-21,-5.916340e-31
