Run_ID,Instellation (W/m^2),Spectral_Type,R_Planet (m),M_Planet (kg),P_Surface (Pa),x_CO2,x_H2O,Albedo,Recirculation_Factor,Rainout,Relative Humidity,August Roche Magnus,Cloud Cover,Cloud Destruction,Moist Convection,Surface_Temp (K),Status
run_515,811.3414302343141,M5,6371000.0,5.972e+24,297219.06479579443,0.0004844033176801,3.720187934784317e-06,0.05,0.6666,True,0.77,False,0.55,True,True,331.166,Success
run_522,1155.380727525575,M5,6371000.0,5.972e+24,17554.742724289456,3.082808138138907e-05,0.0406442740026768,0.05,0.6666,True,0.77,False,0.55,True,True,352.078,Success
run_521,1686.8888789111625,M5,6371000.0,5.972e+24,524362.4863399719,0.0028357648304713,0.0423473866126915,0.05,0.6666,True,0.77,False,0.55,True,True,564.152,Success
run_523,681.18294282551,M5,6371000.0,5.972e+24,481728.55234395387,0.0009111328940902,0.0002004690269255,0.05,0.6666,True,0.77,False,0.55,True,True,339.675,Success
run_520,467.2172046896693,M5,6371000.0,5.972e+24,134981.5379540381,0.0021089494989118,3.832778013245695e-05,0.05,0.6666,True,0.77,False,0.55,True,True,279.235,Success
run_509,1805.4812422295088,M5,6371000.0,5.972e+24,55794.70607239967,0.0451118876596839,0.0002150923910374,0.05,0.6666,True,0.77,False,0.55,True,True,408.682,Success
run_527,785.0715615961702,M5,6371000.0,5.972e+24,358966.6737731071,6.544931895783451e-05,0.0005395237849446,0.05,0.6666,True,0.77,False,0.55,True,True,340.832,Success
run_526,904.2998660323886,M5,6371000.0,5.972e+24,28754.13670522576,2.9990585589595195e-05,0.0213291065364603,0.05,0.6666,True,0.77,False,0.55,True,True,334.182,Success
run_528,1185.2629525788243,M5,6371000.0,5.972e+24,894704.1272491474,0.2325480407909034,0.0109801675490902,0.05,0.6666,True,0.77,False,0.55,True,True,521.134,Success
run_524,165.76960518081762,M5,6371000.0,5.972e+24,214601.69019293727,0.0055684987917311,8.58794454037093e-06,0.05,0.6666,True,0.77,False,0.55,True,True,221.014,Success
run_531,1900.9068876288736,M5,6371000.0,5.972e+24,51591.93474340613,4.0813725061829584e-05,0.0072055266824943,0.05,0.6666,True,0.77,False,0.55,True,True,413.333,Success
run_529,2033.715088694069,M5,6371000.0,5.972e+24,26550.161347722355,0.0005201282645013,0.2602058662815651,0.05,0.6666,True,0.77,False,0.55,True,True,451.746,Success
run_532,290.03945630231385,M5,6371000.0,5.972e+24,375082.7867332128,0.0003117267359511,0.0082470294532223,0.05,0.6666,True,0.77,False,0.55,True,True,273.19,Success
run_525,287.5264352124451,M5,6371000.0,5.972e+24,11665.619162685603,1.5535171073530023e-05,0.0001545694445533,0.05,0.6666,True,0.77,False,0.55,True,True,232.745,Success
run_534,1442.812646164176,M5,6371000.0,5.972e+24,16019.319381796908,1.987853908339874e-06,0.2796222651435204,0.05,0.6666,True,0.77,False,0.55,True,True,382.929,Success
run_535,667.4447262868894,M5,6371000.0,5.972e+24,52520.071352939405,3.4114083653782995e-06,0.065050439511975,0.05,0.6666,True,0.77,False,0.55,True,True,316.801,Success
run_530,268.34806791561687,M5,6371000.0,5.972e+24,15763.00977881592,0.0094715407494445,0.0093676519131702,0.05,0.6666,True,0.77,False,0.55,True,True,243.908,Success
run_538,1708.1338951525224,M5,6371000.0,5.972e+24,100379.45913109422,0.0345671739150977,0.015961375168236,0.05,0.6666,True,0.77,False,0.55,True,True,488.479,Success
run_537,1640.9359360137282,M5,6371000.0,5.972e+24,47054.740776440405,7.212767022045057e-05,0.6360551934175925,0.05,0.6666,True,0.77,False,0.55,True,True,488.002,Success
run_539,1206.8398606021678,M5,6371000.0,5.972e+24,754025.5590354488,0.0196591251809148,0.0314209162870257,0.05,0.6666,True,0.77,False,0.55,True,True,532.745,Success
run_541,1971.4002451977085,M5,6371000.0,5.972e+24,545302.7792121711,5.232172685690768e-05,0.0007412054405585,0.05,0.6666,True,0.77,False,0.55,True,True,460.352,Success
run_536,1889.8738437162,M5,6371000.0,5.972e+24,17174.079254799548,7.55212379668324e-05,3.2761247052170518e-06,0.05,0.6666,True,0.77,False,0.55,True,True,387.955,Success
run_533,1788.6379504423685,M5,6371000.0,5.972e+24,11970.563903713368,0.0006577518602069,0.0003477317674264,0.05,0.6666,True,0.77,False,0.55,True,True,386.475,Success
run_543,404.9543316347722,M5,6371000.0,5.972e+24,83089.72760191123,0.0002035905720812,4.8824055354105365e-05,0.05,0.6666,True,0.77,False,0.55,True,True,263.402,Success
run_542,1974.49678559678,M5,6371000.0,5.972e+24,99797.86527603674,1.2018527777316698e-06,1.5181793531801884e-05,0.05,0.6666,True,0.77,False,0.55,True,True,397.669,Success
run_544,1171.945406792235,M5,6371000.0,5.972e+24,91960.83836950873,0.3817396858490304,7.57406257650802e-06,0.05,0.6666,True,0.77,False,0.55,True,True,370.827,Success
run_540,991.0523786966496,M5,6371000.0,5.972e+24,138402.53105189872,0.0677170185282357,8.511758784194115e-05,0.05,0.6666,True,0.77,False,0.55,True,True,359.569,Success
run_545,818.4041736624979,M5,6371000.0,5.972e+24,12065.354747877887,2.8672300491372192e-06,0.00096597591013,0.05,0.6666,True,0.77,False,0.55,True,True,289.374,Success
run_546,696.3175778887504,M5,6371000.0,5.972e+24,141845.78194409044,8.467617257847747e-05,3.5132442466808475e-06,0.05,0.6666,True,0.77,False,0.55,True,True,291.889,Success
run_553,1104.405302663565,M5,6371000.0,5.972e+24,46342.65766558199,0.054987493668371,0.1581123618950973,0.05,0.6666,True,0.77,False,0.55,True,True,418.318,Success
run_552,909.361517548875,M5,6371000.0,5.972e+24,68450.0272600577,0.0007125742286054,0.0262685282676629,0.05,0.6666,True,0.77,False,0.55,True,True,354.389,Success
run_548,798.060832164339,M5,6371000.0,5.972e+24,45249.14502935151,1.9708592676675276e-05,5.623032978671553e-06,0.05,0.6666,True,0.77,False,0.55,True,True,289.473,Success
run_549,352.7814329107796,M5,6371000.0,5.972e+24,847865.3590542129,4.643149011107571e-06,0.115753443724688,0.05,0.6666,True,0.77,False,0.55,True,True,362.145,Success
run_554,575.824619034777,M5,6371000.0,5.972e+24,122474.61034227774,0.000215198669945,0.0104198899776136,0.05,0.6666,True,0.77,False,0.55,True,True,314.595,Success
run_555,1558.8686020807047,M5,6371000.0,5.972e+24,178043.88360192167,3.368019917576628e-05,0.0019441347756561,0.05,0.6666,True,0.77,False,0.55,True,True,404.216,Success
run_551,284.6194260515177,M5,6371000.0,5.972e+24,30043.60471447157,0.0001912255548157,0.0003530254538284,0.05,0.6666,True,0.77,False,0.55,True,True,240.859,Success
run_550,602.6170354293773,M5,6371000.0,5.972e+24,507301.2359024512,0.0881604948163984,0.0043539652074336,0.05,0.6666,True,0.77,False,0.55,True,True,371.08,Success
run_558,355.5114093489118,M5,6371000.0,5.972e+24,856085.887860274,1.223892449762346e-05,7.337661942492769e-05,0.05,0.6666,True,0.77,False,0.55,True,True,285.19,Success
run_557,1422.15366792049,M5,6371000.0,5.972e+24,35270.16564816688,0.0023519712845899,0.7795999953455299,0.05,0.6666,True,0.77,False,0.55,True,True,453.72,Success
run_560,860.827833934071,M5,6371000.0,5.972e+24,940336.7874323898,0.0007672649820946,0.1134333300435403,0.05,0.6666,True,0.77,False,0.55,True,True,540.642,Success
run_561,1863.4627449304744,M5,6371000.0,5.972e+24,722674.6136281565,0.0365769614519829,0.1848993791356911,0.05,0.6666,True,0.77,False,0.55,True,True,618.704,Success
