,x_co2,S,T
611,1.0,0.7416666666666666,287.861
612,1.0,0.7999999999999999,291.43
613,1.0,0.8583333333333333,295.048
614,1.0,0.9166666666666665,323.31
615,1.0,0.9749999999999999,326.479
616,1.0,1.0333333333333332,329.739
617,1.0,1.0916666666666666,333.175
618,1.0,1.15,336.819
619,1.0,1.2083333333333333,341.002
620,1.0,1.2666666666666666,345.729
621,1.0,1.325,350.913
622,1.0,1.3833333333333333,356.42
623,1.0,1.4416666666666667,362.003
624,1.0,1.5,367.455
