Run_ID,Instellation (W/m^2),Spectral_Type,R_Planet (m),M_Planet (kg),P_Surface (Pa),x_CO2,x_H2O,Albedo,Recirculation_Factor,Rainout,Relative Humidity,August Roche Magnus,Cloud Cover,Cloud Destruction,Moist Convection,Surface_Temp (K),Status
run_1,210.06393608261817,G2,6371000.0,5.972e+24,218456.89370553682,0.003967156606455241,0.7265749500321913,0.05,0.25,True,0.77,False,0.55,True,True,234.739,Success
run_7,568.2944037462819,G2,6371000.0,5.972e+24,17397.60657158551,0.9551908857409098,9.80632086711535e-06,0.05,0.25,True,0.77,False,0.55,True,True,216.94,Success
run_3,1949.1557320448082,G2,6371000.0,5.972e+24,160156.54417331752,8.874520017514734e-05,0.03987604041125835,0.05,0.25,True,0.77,False,0.55,True,True,353.08,Success
run_2,599.5649043211704,G2,6371000.0,5.972e+24,29595.97176498889,0.001484173423500116,0.035247290803183916,0.05,0.25,True,0.77,False,0.55,True,True,241.863,Success
run_5,830.7764212093978,G2,6371000.0,5.972e+24,61935.34029523079,0.0003634652063425268,2.1341783624445726e-05,0.05,0.25,True,0.77,False,0.55,True,True,235.692,Success
run_6,1927.6806436854806,G2,6371000.0,5.972e+24,96201.8700629195,0.0006131576368830333,1.1453777850870737e-05,0.05,0.25,True,0.77,False,0.55,True,True,284.97,Success
run_0,2037.6025674821121,G2,6371000.0,5.972e+24,133365.85734827863,1.1357091119069448e-05,2.283912660864545e-05,0.05,0.25,True,0.77,False,0.55,True,True,288.792,Success
run_4,1942.0468651937028,G2,6371000.0,5.972e+24,683739.0574360694,0.00016688628122122078,3.7931317632335946e-06,0.05,0.25,True,0.77,False,0.55,True,True,333.21,Success
run_12,1009.5320627850582,G2,6371000.0,5.972e+24,357604.93958824,0.0026179210537838533,0.013903278112541814,0.05,0.25,True,0.77,False,0.55,True,True,335.526,Success
run_8,1568.8100573687507,G2,6371000.0,5.972e+24,26897.175748504436,1.0447496672015334e-05,0.00019678536491327946,0.05,0.25,True,0.77,False,0.55,True,True,264.517,Success
run_10,491.6253360034167,G2,6371000.0,5.972e+24,12562.089937409346,0.015024878058619965,0.1529527584063975,0.05,0.25,True,0.77,False,0.55,True,True,230.223,Success
