,P_CO2 (Pa),Instellation (W/m^2),Surface_Temp (K)
0,0.1,136.0,145.581
1,0.1,347.55555555555554,184.214
2,0.1,559.1111111111111,207.096
3,0.1,770.6666666666666,222.305
4,0.1,982.2222222222222,235.294
5,0.1,1193.7777777777778,247.029
6,0.1,1405.3333333333335,257.621
7,0.1,1616.8888888888891,293.509
8,0.1,1828.4444444444446,341.638
9,0.1,2040.0,358.998
10,0.5551935914386209,136.0,145.55
11,0.5551935914386209,347.55555555555554,184.747
12,0.5551935914386209,559.1111111111111,207.765
13,0.5551935914386209,770.6666666666666,223.266
14,0.5551935914386209,982.2222222222222,236.1
15,0.5551935914386209,1193.7777777777778,247.755
16,0.5551935914386209,1405.3333333333335,258.283
17,0.5551935914386209,1616.8888888888891,295.428
18,0.5551935914386209,1828.4444444444446,342.049
19,0.5551935914386209,2040.0,359.316
20,3.0823992397451434,136.0,145.487
21,3.0823992397451434,347.55555555555554,185.401
22,3.0823992397451434,559.1111111111111,208.683
23,3.0823992397451434,770.6666666666666,224.388
24,3.0823992397451434,982.2222222222222,237.288
25,3.0823992397451434,1193.7777777777778,248.915
26,3.0823992397451434,1405.3333333333335,285.043
27,3.0823992397451434,1616.8888888888891,326.889
28,3.0823992397451434,1828.4444444444446,342.983
29,3.0823992397451434,2040.0,359.956
30,17.11328304161781,136.0,145.213
31,17.11328304161781,347.55555555555554,185.767
32,17.11328304161781,559.1111111111111,209.45
33,17.11328304161781,770.6666666666666,225.617
34,17.11328304161781,982.2222222222222,238.788
35,17.11328304161781,1193.7777777777778,250.466
36,17.11328304161781,1405.3333333333335,287.885
37,17.11328304161781,1616.8888888888891,329.093
38,17.11328304161781,1828.4444444444446,344.728
39,17.11328304161781,2040.0,361.299
40,95.01185073181439,136.0,145.801
41,95.01185073181439,347.55555555555554,187.435
42,95.01185073181439,559.1111111111111,211.395
43,95.01185073181439,770.6666666666666,227.707
44,95.01185073181439,982.2222222222222,241.12
45,95.01185073181439,1193.7777777777778,252.925
46,95.01185073181439,1405.3333333333335,290.912
47,95.01185073181439,1616.8888888888891,331.928
48,95.01185073181439,1828.4444444444446,347.315
49,95.01185073181439,2040.0,363.543
50,527.499706370262,136.0,146.989
51,527.499706370262,347.55555555555554,189.954
52,527.499706370262,559.1111111111111,213.765
53,527.499706370262,770.6666666666666,230.231
54,527.499706370262,982.2222222222222,243.88
55,527.499706370262,1193.7777777777778,255.701
56,527.499706370262,1405.3333333333335,294.784
57,527.499706370262,1616.8888888888891,335.414
58,527.499706370262,1828.4444444444446,351.026
59,527.499706370262,2040.0,366.827
60,2928.6445646252373,136.0,146.7
61,2928.6445646252373,347.55555555555554,191.041
62,2928.6445646252373,559.1111111111111,214.86
63,2928.6445646252373,770.6666666666666,231.949
64,2928.6445646252373,982.2222222222222,246.535
65,2928.6445646252373,1193.7777777777778,258.512
66,2928.6445646252373,1405.3333333333335,325.45
67,2928.6445646252373,1616.8888888888891,339.597
68,2928.6445646252373,1828.4444444444446,355.891
69,2928.6445646252373,2040.0,371.473
70,16259.64693881482,136.0,144.405
71,16259.64693881482,347.55555555555554,190.374
72,16259.64693881482,559.1111111111111,215.496
73,16259.64693881482,770.6666666666666,233.467
74,16259.64693881482,982.2222222222222,249.499
75,16259.64693881482,1193.7777777777778,293.975
76,16259.64693881482,1405.3333333333335,331.063
77,16259.64693881482,1616.8888888888891,343.909
78,16259.64693881482,1828.4444444444446,360.303
79,16259.64693881482,2040.0,376.42
80,90272.51779484579,136.0,140.305
81,90272.51779484579,347.55555555555554,188.722
82,90272.51779484579,559.1111111111111,215.429
83,90272.51779484579,770.6666666666666,234.638
84,90272.51779484579,982.2222222222222,253.456
85,90272.51779484579,1193.7777777777778,330.77
86,90272.51779484579,1405.3333333333335,341.799
87,90272.51779484579,1616.8888888888891,352.199
88,90272.51779484579,1828.4444444444446,365.399
89,90272.51779484579,2040.0,380.851
90,501187.2336272725,136.0,133.105
91,501187.2336272725,347.55555555555554,180.779
92,501187.2336272725,559.1111111111111,210.582
93,501187.2336272725,770.6666666666666,230.903
94,501187.2336272725,982.2222222222222,254.227
95,501187.2336272725,1193.7777777777778,354.806
96,501187.2336272725,1405.3333333333335,365.486
97,501187.2336272725,1616.8888888888891,374.291
98,501187.2336272725,1828.4444444444446,-1.0
99,501187.2336272725,2040.0,393.478
