Instellation,P_background (bar),P_H2O (bar),P_CO2 (bar),Surface Albedo,Bond Albedo,Recirculation Factor,Surface Temperature (K)
0.6,1.0,0.1,1.0,0.05,0.3,0.25,336.42906838735524
0.6,1.0,0.01,10.0,0.05,0.3,0.25,287.7508693282017
0.6,1.0,0.01,1.0,0.05,0.3,0.25,305.0367667123797
0.6,1.0,0.1,0.001,0.05,0.3,0.25,277.61177119505675
0.6,1.0,1.0,0.1,0.05,0.3,0.25,354.56899145577773
0.7,1.0,1e-06,1e-06,0.05,0.3,0.25,228.40033073250322
0.6,1.0,1.0,0.01,0.05,0.3,0.25,329.4304809515927
0.6,1.0,10.0,1e-06,0.05,0.3,0.25,502.44361441705473
0.7,1.0,1e-06,1e-05,0.05,0.3,0.25,230.45420504037543
0.6,1.0,1.0,1.0,0.05,0.3,0.25,410.2860661409155
0.6,1.0,10.0,0.001,0.05,0.3,0.25,509.35941134326134
0.6,1.0,10.0,1e-05,0.05,0.3,0.25,502.9795817184045
0.7,1.0,1e-06,0.0001,0.05,0.3,0.25,232.92858252630955
0.6,1.0,10.0,1.0,0.05,0.3,0.25,593.0468902524636
0.7,1.0,1e-06,0.001,0.05,0.3,0.25,235.78700007666436
0.7,1.0,1e-06,0.01,0.05,0.3,0.25,238.70392344106006
0.7,1.0,1e-06,10.0,0.05,0.3,0.25,252.3675556706372
0.7,1.0,1e-06,0.1,0.05,0.3,0.25,242.966587045696
0.7,1.0,1e-05,0.0001,0.05,0.3,0.25,236.69934298016094
0.7,1.0,1e-05,1e-06,0.05,0.3,0.25,231.78679722577704
0.6,1.0,1.0,10.0,0.05,0.3,0.25,350.79839433679103
0.6,1.0,10.0,0.01,0.05,0.3,0.25,520.1299611840384
0.7,1.0,1e-05,1e-05,0.05,0.3,0.25,234.02473466243117
0.6,1.0,10.0,0.0001,0.05,0.3,0.25,504.522663127228
0.7,1.0,1e-05,0.001,0.05,0.3,0.25,239.8024697919247
0.6,1.0,10.0,10.0,0.05,0.3,0.25,433.93373693502565
0.7,1.0,1e-06,1.0,0.05,0.3,0.25,252.58501627955496
0.7,1.0,1e-05,0.1,0.05,0.3,0.25,247.97736488257658
0.7,1.0,1e-05,10.0,0.05,0.3,0.25,255.4343751612912
0.7,1.0,1e-05,0.01,0.05,0.3,0.25,243.06514002858876
0.7,1.0,0.0001,1e-06,0.05,0.3,0.25,237.93364029416247
0.7,1.0,0.0001,0.001,0.05,0.3,0.25,247.1812731260938
0.7,1.0,0.0001,0.0001,0.05,0.3,0.25,243.5867687556436
0.7,1.0,1e-05,1.0,0.05,0.3,0.25,259.8522830735634
0.7,1.0,0.0001,1.0,0.05,0.3,0.25,274.37080864641496
0.7,1.0,0.001,1e-06,0.05,0.3,0.25,247.04121997806314
0.7,1.0,0.0001,1e-05,0.05,0.3,0.25,240.4957638008913
0.7,1.0,0.001,1e-05,0.05,0.3,0.25,250.02908003394802
0.7,1.0,0.0001,10.0,0.05,0.3,0.25,263.36797987408397
0.7,1.0,0.0001,0.1,0.05,0.3,0.25,257.5107168748317
0.6,1.0,10.0,0.1,0.05,0.3,0.25,541.1596984560199
0.7,1.0,0.0001,0.01,0.05,0.3,0.25,251.13499494142928
0.7,1.0,0.001,0.001,0.05,0.3,0.25,258.103023700904
0.7,1.0,0.001,0.0001,0.05,0.3,0.25,253.7460229602567
0.7,1.0,0.001,0.01,0.05,0.3,0.25,263.14423169149825
0.7,1.0,0.01,1e-06,0.05,0.3,0.25,259.8183380778018
0.7,1.0,0.001,10.0,0.05,0.3,0.25,278.89390536945365
0.7,1.0,0.01,0.0001,0.05,0.3,0.25,267.1965160756385
0.7,1.0,0.01,0.001,0.05,0.3,0.25,272.24969907928886
0.7,1.0,0.001,0.1,0.05,0.3,0.25,271.75397232488746
0.7,1.0,0.001,1.0,0.05,0.3,0.25,295.78520808065934
0.7,1.0,0.01,0.01,0.05,0.3,0.25,278.53617190527245
0.7,1.0,0.01,0.1,0.05,0.3,0.25,289.99395544072115
0.7,1.0,0.1,0.0001,0.05,0.3,0.25,283.858553602291
0.7,1.0,0.01,1e-05,0.05,0.3,0.25,262.99568771318627
0.7,1.0,0.1,1e-06,0.05,0.3,0.25,278.13494778260593
0.7,1.0,0.01,1.0,0.05,0.3,0.25,321.8709539932401
0.7,1.0,0.1,0.01,0.05,0.3,0.25,295.8929946078395
0.7,1.0,0.1,0.1,0.05,0.3,0.25,312.83484271858435
0.7,1.0,1.0,1e-06,0.05,0.3,0.25,331.63433291673743
0.7,1.0,0.01,10.0,0.05,0.3,0.25,302.73860480489463
0.7,1.0,0.1,1e-05,0.05,0.3,0.25,280.2819274927616
0.7,1.0,0.1,10.0,0.05,0.3,0.25,329.00083471772035
0.7,1.0,1.0,0.0001,0.05,0.3,0.25,334.88259152420596
0.7,1.0,0.1,1.0,0.05,0.3,0.25,358.2837096357281
0.7,1.0,1.0,0.001,0.05,0.3,0.25,339.6576122627857
0.7,1.0,0.1,0.001,0.05,0.3,0.25,288.63342694553484
0.7,1.0,1.0,0.1,0.05,0.3,0.25,378.0394161690969
0.7,1.0,1.0,1e-05,0.05,0.3,0.25,332.45363882651685
0.7,1.0,1.0,10.0,0.05,0.3,0.25,375.13437587666675
0.7,1.0,1.0,0.01,0.05,0.3,0.25,350.62780863524944
0.7999999999999999,1.0,1e-06,1e-06,0.05,0.3,0.25,236.09453383069928
0.7,1.0,10.0,0.001,0.05,0.3,0.25,545.0026741637296
0.7999999999999999,1.0,1e-06,1e-05,0.05,0.3,0.25,238.28285425250397
0.7,1.0,10.0,0.0001,0.05,0.3,0.25,540.1959108913858
0.7999999999999999,1.0,1e-06,0.001,0.05,0.3,0.25,243.96399827773905
0.7,1.0,10.0,0.01,0.05,0.3,0.25,556.4132778741923
0.7999999999999999,1.0,1e-06,0.0001,0.05,0.3,0.25,240.94059237163611
0.7999999999999999,1.0,1e-06,0.1,0.05,0.3,0.25,251.96900554940058
0.7,1.0,1.0,1.0,0.05,0.3,0.25,436.9449362848467
0.7999999999999999,1.0,1e-06,0.01,0.05,0.3,0.25,247.1627069954302
0.7,1.0,10.0,1.0,0.05,0.3,0.25,633.43038986497
0.7999999999999999,1.0,1e-05,1e-05,0.05,0.3,0.25,241.90521104945648
0.7999999999999999,1.0,1e-06,10.0,0.05,0.3,0.25,261.91581614476814
0.7,1.0,10.0,1e-06,0.05,0.3,0.25,537.8759774521894
0.7999999999999999,1.0,1e-05,1e-06,0.05,0.3,0.25,239.52960640276052
0.7999999999999999,1.0,1e-06,1.0,0.05,0.3,0.25,262.36512140610984
0.7,1.0,10.0,10.0,0.05,0.3,0.25,455.65954516947426
0.7999999999999999,1.0,1e-05,0.001,0.05,0.3,0.25,248.04095267887146
0.7999999999999999,1.0,1e-05,0.01,0.05,0.3,0.25,251.62936593008106
0.7999999999999999,1.0,1e-05,0.0001,0.05,0.3,0.25,244.7670848683257
0.7,1.0,10.0,1e-05,0.05,0.3,0.25,538.605992672085
0.7,1.0,10.0,0.1,0.05,0.3,0.25,580.0343792868623
0.7999999999999999,1.0,1e-05,1.0,0.05,0.3,0.25,269.94350650390555
0.7999999999999999,1.0,1e-05,0.1,0.05,0.3,0.25,257.18516450319083
0.7999999999999999,1.0,0.0001,1e-05,0.05,0.3,0.25,248.52520153952298
0.7999999999999999,1.0,0.0001,0.0001,0.05,0.3,0.25,251.82689126670397
0.7999999999999999,1.0,0.0001,0.01,0.05,0.3,0.25,259.9893811900618
0.7999999999999999,1.0,0.0001,0.001,0.05,0.3,0.25,255.62724005266068
0.7999999999999999,1.0,0.0001,1e-06,0.05,0.3,0.25,245.81161111399413
0.7999999999999999,1.0,0.001,1e-05,0.05,0.3,0.25,258.31055699461285
0.7999999999999999,1.0,0.001,1e-06,0.05,0.3,0.25,255.17311640757703
0.7999999999999999,1.0,0.0001,10.0,0.05,0.3,0.25,273.35667030886685
0.7999999999999999,1.0,1e-05,10.0,0.05,0.3,0.25,265.06806879511055
0.7999999999999999,1.0,0.001,0.0001,0.05,0.3,0.25,262.2497082527931
0.7999999999999999,1.0,0.001,0.01,0.05,0.3,0.25,272.44138928784315
0.7999999999999999,1.0,0.001,0.1,0.05,0.3,0.25,282.0970826372513
0.7999999999999999,1.0,0.0001,0.1,0.05,0.3,0.25,267.1492985470065
0.7999999999999999,1.0,0.001,10.0,0.05,0.3,0.25,290.2792227310078
0.7999999999999999,1.0,0.0001,1.0,0.05,0.3,0.25,285.3068446268061
0.7999999999999999,1.0,0.001,0.001,0.05,0.3,0.25,266.8668863459082
0.7999999999999999,1.0,0.01,1e-06,0.05,0.3,0.25,268.4177030498387
0.7999999999999999,1.0,0.01,1e-05,0.05,0.3,0.25,271.6888800829635
0.7999999999999999,1.0,0.01,0.0001,0.05,0.3,0.25,276.0822069163739
0.7999999999999999,1.0,0.01,0.01,0.05,0.3,0.25,288.33087598704066
0.7999999999999999,1.0,0.1,1e-06,0.05,0.3,0.25,288.07074849628697
0.7999999999999999,1.0,0.1,1e-05,0.05,0.3,0.25,290.1831943160053
0.7999999999999999,1.0,0.01,0.1,0.05,0.3,0.25,301.35897863493074
0.7999999999999999,1.0,0.1,0.0001,0.05,0.3,0.25,293.85737044837697
0.7999999999999999,1.0,0.001,1.0,0.05,0.3,0.25,309.2197227527639
0.7999999999999999,1.0,0.01,0.001,0.05,0.3,0.25,281.38553828175793
0.7999999999999999,1.0,0.1,0.01,0.05,0.3,0.25,307.11378148893704
0.7999999999999999,1.0,0.01,10.0,0.05,0.3,0.25,315.923140669989
0.7999999999999999,1.0,0.01,1.0,0.05,0.3,0.25,336.67551656178625
0.7999999999999999,1.0,0.1,10.0,0.05,0.3,0.25,344.39377516507557
0.7999999999999999,1.0,1.0,1e-05,0.05,0.3,0.25,350.22443891372194
0.7999999999999999,1.0,1.0,1e-06,0.05,0.3,0.25,349.34543376608656
0.7999999999999999,1.0,1.0,0.0001,0.05,0.3,0.25,352.7885612303288
0.7999999999999999,1.0,0.1,0.001,0.05,0.3,0.25,298.8904492124413
0.7999999999999999,1.0,1.0,0.001,0.05,0.3,0.25,358.03417613102215
0.7999999999999999,1.0,1.0,0.01,0.05,0.3,0.25,370.09885326720365
0.7999999999999999,1.0,0.1,0.1,0.05,0.3,0.25,326.9510461655598
0.7999999999999999,1.0,1.0,0.1,0.05,0.3,0.25,399.4611992532318
0.7999999999999999,1.0,0.1,1.0,0.05,0.3,0.25,377.4086083970956
0.7999999999999999,1.0,10.0,0.001,0.05,0.3,0.25,578.3808276768174
0.7999999999999999,1.0,1.0,1.0,0.05,0.3,0.25,460.16837961309045
0.8999999999999999,1.0,1e-06,1e-05,0.05,0.3,0.25,245.4055140925602
0.7999999999999999,1.0,10.0,1e-06,0.05,0.3,0.25,570.9493651254735
0.8999999999999999,1.0,1e-06,0.0001,0.05,0.3,0.25,248.21774677631163
0.8999999999999999,1.0,1e-06,0.01,0.05,0.3,0.25,254.89233356432123
0.8999999999999999,1.0,1e-06,1e-06,0.05,0.3,0.25,243.10147785096322
0.8999999999999999,1.0,1e-06,0.001,0.05,0.3,0.25,251.39487730540924
0.7999999999999999,1.0,10.0,10.0,0.05,0.3,0.25,476.0314808004105
0.7999999999999999,1.0,10.0,1e-05,0.05,0.3,0.25,571.7778833473631
0.7999999999999999,1.0,10.0,0.1,0.05,0.3,0.25,614.7860330850577
0.7999999999999999,1.0,10.0,0.01,0.05,0.3,0.25,590.0834923434966
0.7999999999999999,1.0,10.0,1.0,0.05,0.3,0.25,670.3481585862363
0.8999999999999999,1.0,1e-05,1e-06,0.05,0.3,0.25,246.5884822857966
0.7999999999999999,1.0,1.0,10.0,0.05,0.3,0.25,396.98968795532545
0.8999999999999999,1.0,1e-06,10.0,0.05,0.3,0.25,270.65141590047443
0.8999999999999999,1.0,1e-06,1.0,0.05,0.3,0.25,271.13046503663503
0.8999999999999999,1.0,1e-06,0.1,0.05,0.3,0.25,260.2110920443151
0.8999999999999999,1.0,1e-05,0.0001,0.05,0.3,0.25,252.11449239843424
0.8999999999999999,1.0,1e-05,0.001,0.05,0.3,0.25,255.5507744698687
0.7999999999999999,1.0,10.0,0.0001,0.05,0.3,0.25,573.475069363734
0.8999999999999999,1.0,1e-05,1e-05,0.05,0.3,0.25,249.08084065078515
0.8999999999999999,1.0,1e-05,0.01,0.05,0.3,0.25,259.45358965729355
0.8999999999999999,1.0,0.0001,1e-06,0.05,0.3,0.25,253.02669990692922
0.8999999999999999,1.0,0.0001,1e-05,0.05,0.3,0.25,255.87349002715828
0.8999999999999999,1.0,0.0001,0.0001,0.05,0.3,0.25,259.3548413206455
0.8999999999999999,1.0,1e-05,1.0,0.05,0.3,0.25,279.05511926704986
0.8999999999999999,1.0,1e-05,0.1,0.05,0.3,0.25,265.5765872122835
0.8999999999999999,1.0,1e-05,10.0,0.05,0.3,0.25,273.9171979674329
0.8999999999999999,1.0,0.0001,0.001,0.05,0.3,0.25,263.3421646462962
0.8999999999999999,1.0,0.0001,0.1,0.05,0.3,0.25,275.99379763072426
0.8999999999999999,1.0,0.0001,1.0,0.05,0.3,0.25,295.7545079818935
0.8999999999999999,1.0,0.001,1e-06,0.05,0.3,0.25,262.6439917864445
0.8999999999999999,1.0,0.0001,0.01,0.05,0.3,0.25,268.12967386976237
0.8999999999999999,1.0,0.001,1e-05,0.05,0.3,0.25,265.92393412882785
0.8999999999999999,1.0,0.0001,10.0,0.05,0.3,0.25,282.65805166095737
0.8999999999999999,1.0,0.001,0.1,0.05,0.3,0.25,291.67712571528864
0.8999999999999999,1.0,0.01,1e-06,0.05,0.3,0.25,276.35650179852007
0.8999999999999999,1.0,0.001,10.0,0.05,0.3,0.25,301.0049278267533
0.8999999999999999,1.0,0.001,0.01,0.05,0.3,0.25,281.02601361180524
0.8999999999999999,1.0,0.01,0.0001,0.05,0.3,0.25,284.2892102381008
0.8999999999999999,1.0,0.001,0.0001,0.05,0.3,0.25,270.0737485211527
0.8999999999999999,1.0,0.001,0.001,0.05,0.3,0.25,274.901606240589
0.8999999999999999,1.0,0.01,0.01,0.05,0.3,0.25,297.46324874390956
0.8999999999999999,1.0,0.01,0.1,0.05,0.3,0.25,312.0691398786867
0.8999999999999999,1.0,0.01,0.001,0.05,0.3,0.25,289.8268567679026
0.8999999999999999,1.0,0.001,1.0,0.05,0.3,0.25,321.6228733030881
0.8999999999999999,1.0,0.01,1e-05,0.05,0.3,0.25,279.70710646011946
0.8999999999999999,1.0,0.1,1e-06,0.05,0.3,0.25,297.40405103011784
0.8999999999999999,1.0,0.1,1e-05,0.05,0.3,0.25,299.4937062561649
0.8999999999999999,1.0,0.01,1.0,0.05,0.3,0.25,350.5580221156917
0.8999999999999999,1.0,0.1,0.0001,0.05,0.3,0.25,303.27007594607625
0.8999999999999999,1.0,0.1,1.0,0.05,0.3,0.25,394.8170630789685
0.8999999999999999,1.0,0.1,0.001,0.05,0.3,0.25,308.5737883344477
0.8999999999999999,1.0,0.01,10.0,0.05,0.3,0.25,327.8395142239683
0.8999999999999999,1.0,1.0,1e-05,0.05,0.3,0.25,366.94367653130365
0.8999999999999999,1.0,1.0,0.001,0.05,0.3,0.25,375.1833375956771
0.8999999999999999,1.0,1.0,0.0001,0.05,0.3,0.25,369.5796652216262
0.8999999999999999,1.0,0.1,0.1,0.05,0.3,0.25,340.20955693459234
0.8999999999999999,1.0,1.0,0.01,0.05,0.3,0.25,388.4011653766231
0.8999999999999999,1.0,0.1,0.01,0.05,0.3,0.25,317.75961585942105
0.8999999999999999,1.0,1.0,1.0,0.05,0.3,0.25,479.3735555037535
0.8999999999999999,1.0,10.0,0.0001,0.05,0.3,0.25,603.6917587305753
0.8999999999999999,1.0,1.0,1e-06,0.05,0.3,0.25,366.0215459093603
0.9999999999999999,1.0,1e-06,1e-05,0.05,0.3,0.25,251.95975704798843
0.9999999999999999,1.0,1e-06,1e-06,0.05,0.3,0.25,249.54905097731998
0.8999999999999999,1.0,0.1,10.0,0.05,0.3,0.25,358.6182146863955
0.9999999999999999,1.0,1e-06,0.0001,0.05,0.3,0.25,254.90959256132652
0.8999999999999999,1.0,1.0,0.1,0.05,0.3,0.25,418.69098288462885
0.8999999999999999,1.0,10.0,1e-06,0.05,0.3,0.25,600.8476531434943
0.9999999999999999,1.0,1e-06,0.001,0.05,0.3,0.25,258.22031209749
0.8999999999999999,1.0,1.0,10.0,0.05,0.3,0.25,415.932260831748
0.8999999999999999,1.0,10.0,0.001,0.05,0.3,0.25,608.5036839786346
0.9999999999999999,1.0,1e-06,0.01,0.05,0.3,0.25,261.9935182692333
0.9999999999999999,1.0,1e-06,1.0,0.05,0.3,0.25,279.23627619861895
0.8999999999999999,1.0,10.0,1e-05,0.05,0.3,0.25,601.934864504363
0.8999999999999999,1.0,10.0,1.0,0.05,0.3,0.25,704.5572919587688
0.9999999999999999,1.0,1e-06,0.1,0.05,0.3,0.25,267.8416475450263
0.8999999999999999,1.0,10.0,0.1,0.05,0.3,0.25,647.6902517527237
0.9999999999999999,1.0,1e-06,10.0,0.05,0.3,0.25,278.8207163974381
0.9999999999999999,1.0,1e-05,0.001,0.05,0.3,0.25,262.45094116031675
0.9999999999999999,1.0,1e-05,1e-05,0.05,0.3,0.25,255.69557741124652
0.9999999999999999,1.0,1e-05,1e-06,0.05,0.3,0.25,253.09497199857202
0.9999999999999999,1.0,1e-05,0.01,0.05,0.3,0.25,266.68865696012693
0.9999999999999999,1.0,1e-05,0.1,0.05,0.3,0.25,273.358729127981
0.9999999999999999,1.0,1e-05,0.0001,0.05,0.3,0.25,258.8683096801101
0.9999999999999999,1.0,1e-05,10.0,0.05,0.3,0.25,282.2339766888054
0.9999999999999999,1.0,1e-05,1.0,0.05,0.3,0.25,287.60492818331085
0.9999999999999999,1.0,0.0001,1e-06,0.05,0.3,0.25,259.69325463421444
0.9999999999999999,1.0,0.0001,1e-05,0.05,0.3,0.25,262.65747656195623
0.9999999999999999,1.0,0.0001,0.01,0.05,0.3,0.25,275.6446798347856
0.9999999999999999,1.0,0.0001,0.1,0.05,0.3,0.25,284.28630852109615
0.9999999999999999,1.0,0.0001,0.0001,0.05,0.3,0.25,266.3089440988537
0.9999999999999999,1.0,0.0001,0.001,0.05,0.3,0.25,270.4811342114343
0.8999999999999999,1.0,10.0,0.01,0.05,0.3,0.25,620.74794725406
0.8999999999999999,1.0,10.0,10.0,0.05,0.3,0.25,493.5499895576362
0.9999999999999999,1.0,0.0001,1.0,0.05,0.3,0.25,306.01651204070834
0.9999999999999999,1.0,0.001,1e-05,0.05,0.3,0.25,272.98418064252024
0.9999999999999999,1.0,0.001,0.0001,0.05,0.3,0.25,277.31484455233976
0.9999999999999999,1.0,0.001,0.1,0.05,0.3,0.25,300.79293607829635
0.9999999999999999,1.0,0.001,0.01,0.05,0.3,0.25,289.0222248695827
0.9999999999999999,1.0,0.0001,10.0,0.05,0.3,0.25,291.48092095567125
0.9999999999999999,1.0,0.001,10.0,0.05,0.3,0.25,310.7464647482176
0.9999999999999999,1.0,0.001,1e-06,0.05,0.3,0.25,269.59024127702196
0.9999999999999999,1.0,0.01,1e-06,0.05,0.3,0.25,283.77769891374874
0.9999999999999999,1.0,0.01,1e-05,0.05,0.3,0.25,287.19808807995474
0.9999999999999999,1.0,0.001,0.001,0.05,0.3,0.25,282.3802198240302
0.9999999999999999,1.0,0.001,1.0,0.05,0.3,0.25,332.9482670043997
0.9999999999999999,1.0,0.01,1.0,0.05,0.3,0.25,363.65421740130154
0.9999999999999999,1.0,0.1,1e-06,0.05,0.3,0.25,306.2447110995471
0.9999999999999999,1.0,0.01,10.0,0.05,0.3,0.25,339.0254386081046
0.9999999999999999,1.0,0.01,0.1,0.05,0.3,0.25,322.2648412096196
0.9999999999999999,1.0,0.1,1e-05,0.05,0.3,0.25,308.33916859781795
0.9999999999999999,1.0,0.01,0.0001,0.05,0.3,0.25,291.929754270064
0.9999999999999999,1.0,0.1,0.0001,0.05,0.3,0.25,312.1975646184661
0.9999999999999999,1.0,0.01,0.001,0.05,0.3,0.25,297.7143810785461
0.9999999999999999,1.0,0.01,0.01,0.05,0.3,0.25,306.0692473382863
0.9999999999999999,1.0,0.1,0.001,0.05,0.3,0.25,317.76378601002426
0.9999999999999999,1.0,0.1,0.01,0.05,0.3,0.25,327.986532477855
0.9999999999999999,1.0,0.1,1.0,0.05,0.3,0.25,410.8665052586567
0.9999999999999999,1.0,1.0,0.001,0.05,0.3,0.25,391.29989463634024
0.9999999999999999,1.0,1.0,1e-05,0.05,0.3,0.25,382.54253720186966
0.9999999999999999,1.0,0.1,10.0,0.05,0.3,0.25,372.5352585967153
0.9999999999999999,1.0,1.0,0.0001,0.05,0.3,0.25,385.37635963257196
0.9999999999999999,1.0,0.1,0.1,0.05,0.3,0.25,352.84505519782203
0.9999999999999999,1.0,10.0,1e-06,0.05,0.3,0.25,629.15241863068
0.9999999999999999,1.0,1.0,0.01,0.05,0.3,0.25,405.12131150468133
0.9999999999999999,1.0,1.0,1e-06,0.05,0.3,0.25,381.5502000953883
0.9999999999999999,1.0,1.0,1.0,0.05,0.3,0.25,495.56293937477216
0.9999999999999999,1.0,10.0,0.01,0.05,0.3,0.25,650.2382858558182
1.0999999999999999,1.0,1e-06,1e-06,0.05,0.3,0.25,255.53497474778104
1.0999999999999999,1.0,1e-06,1e-05,0.05,0.3,0.25,258.0347397123283
1.0999999999999999,1.0,1e-06,0.001,0.05,0.3,0.25,264.54604067027867
1.0999999999999999,1.0,1e-06,0.01,0.05,0.3,0.25,268.61327899442057
0.9999999999999999,1.0,1.0,0.1,0.05,0.3,0.25,436.7444755253482
1.0999999999999999,1.0,1e-06,0.0001,0.05,0.3,0.25,261.1044330200057
0.9999999999999999,1.0,10.0,1.0,0.05,0.3,0.25,736.8526995873672
0.9999999999999999,1.0,10.0,0.1,0.05,0.3,0.25,677.4912150002621
1.0999999999999999,1.0,1e-06,1.0,0.05,0.3,0.25,286.92117590674115
1.0999999999999999,1.0,1e-05,1e-06,0.05,0.3,0.25,259.1375752033743
1.0999999999999999,1.0,1e-06,0.1,0.05,0.3,0.25,274.90596603140614
0.9999999999999999,1.0,10.0,0.001,0.05,0.3,0.25,637.529656058386
1.0999999999999999,1.0,1e-05,0.0001,0.05,0.3,0.25,265.1384883150127
1.0999999999999999,1.0,1e-06,10.0,0.05,0.3,0.25,286.54018807142245
1.0999999999999999,1.0,1e-05,1e-05,0.05,0.3,0.25,261.8344948245638
1.0999999999999999,1.0,1e-05,0.001,0.05,0.3,0.25,268.86570941251523
0.9999999999999999,1.0,10.0,10.0,0.05,0.3,0.25,508.8811726503274
1.0999999999999999,1.0,1e-05,0.01,0.05,0.3,0.25,273.40383853456757
0.9999999999999999,1.0,10.0,1e-05,0.05,0.3,0.25,630.5052240146608
0.9999999999999999,1.0,1.0,10.0,0.05,0.3,0.25,430.59112728319275
0.9999999999999999,1.0,10.0,0.0001,0.05,0.3,0.25,632.2951840121173
1.0999999999999999,1.0,0.0001,1e-06,0.05,0.3,0.25,265.9086018362341
1.0999999999999999,1.0,0.0001,0.001,0.05,0.3,0.25,277.1105224742168
1.0999999999999999,1.0,1e-05,0.1,0.05,0.3,0.25,280.5908941187586
1.0999999999999999,1.0,0.0001,1e-05,0.05,0.3,0.25,268.9812272512466
1.0999999999999999,1.0,1e-05,10.0,0.05,0.3,0.25,290.08774607934464
1.0999999999999999,1.0,0.0001,0.01,0.05,0.3,0.25,282.6981110720505
1.0999999999999999,1.0,0.0001,0.1,0.05,0.3,0.25,291.969269902762
1.0999999999999999,1.0,1e-05,1.0,0.05,0.3,0.25,295.84612189718064
1.0999999999999999,1.0,0.0001,10.0,0.05,0.3,0.25,299.741651951923
1.0999999999999999,1.0,0.0001,0.0001,0.05,0.3,0.25,272.7733896279507
1.0999999999999999,1.0,0.0001,1.0,0.05,0.3,0.25,315.26182562335566
1.0999999999999999,1.0,0.001,1e-06,0.05,0.3,0.25,276.0721916116789
1.0999999999999999,1.0,0.001,0.1,0.05,0.3,0.25,309.37951152392617
1.0999999999999999,1.0,0.001,0.001,0.05,0.3,0.25,289.36698458219644
1.0999999999999999,1.0,0.01,1e-05,0.05,0.3,0.25,294.23332538097594
1.0999999999999999,1.0,0.01,1e-06,0.05,0.3,0.25,290.74689924119014
1.0999999999999999,1.0,0.001,1.0,0.05,0.3,0.25,343.8855588464906
1.0999999999999999,1.0,0.01,0.01,0.05,0.3,0.25,314.2009902708728
1.0999999999999999,1.0,0.01,0.001,0.05,0.3,0.25,305.14319709203204
1.0999999999999999,1.0,0.01,0.0001,0.05,0.3,0.25,299.1313783659426
1.0999999999999999,1.0,0.001,1e-05,0.05,0.3,0.25,279.59069251847
1.0999999999999999,1.0,0.001,0.0001,0.05,0.3,0.25,284.0988154503935
1.0999999999999999,1.0,0.001,0.01,0.05,0.3,0.25,296.5678926935551
1.0999999999999999,1.0,0.01,0.1,0.05,0.3,0.25,331.90705855370805
1.0999999999999999,1.0,0.1,1e-06,0.05,0.3,0.25,314.65814816777305
1.0999999999999999,1.0,0.001,10.0,0.05,0.3,0.25,319.6357663764813
1.0999999999999999,1.0,0.01,1.0,0.05,0.3,0.25,375.603525982535
1.0999999999999999,1.0,0.1,1e-05,0.05,0.3,0.25,316.74008826903014
1.0999999999999999,1.0,0.01,10.0,0.05,0.3,0.25,349.12127667700105
1.0999999999999999,1.0,0.1,0.1,0.05,0.3,0.25,365.12579710094445
1.0999999999999999,1.0,0.1,0.0001,0.05,0.3,0.25,320.73182635832853
1.0999999999999999,1.0,0.1,0.001,0.05,0.3,0.25,326.55341365195244
1.0999999999999999,1.0,0.1,0.01,0.05,0.3,0.25,337.7990956210534
1.0999999999999999,1.0,1.0,1e-06,0.05,0.3,0.25,396.09259876450506
1.0999999999999999,1.0,0.1,10.0,0.05,0.3,0.25,385.403650247912
1.0999999999999999,1.0,1.0,0.1,0.05,0.3,0.25,453.0051333529764
1.0999999999999999,1.0,1.0,0.01,0.05,0.3,0.25,420.82084153981526
1.0999999999999999,1.0,10.0,1e-06,0.05,0.3,0.25,655.5837436321264
1.0999999999999999,1.0,10.0,1e-05,0.05,0.3,0.25,657.0883639202412
1.0999999999999999,1.0,10.0,0.0001,0.05,0.3,0.25,658.7923309860716
1.0999999999999999,1.0,0.1,1.0,0.05,0.3,0.25,425.0531753590894
1.2,1.0,1e-06,1e-05,0.05,0.3,0.25,263.70837691378284
1.0999999999999999,1.0,1.0,1e-05,0.05,0.3,0.25,397.12948071106933
1.0999999999999999,1.0,1.0,0.0001,0.05,0.3,0.25,399.9861786955874
1.2,1.0,1e-06,1e-06,0.05,0.3,0.25,261.1243762296064
1.2,1.0,1e-06,0.0001,0.05,0.3,0.25,266.89254022754096
1.0999999999999999,1.0,1.0,0.001,0.05,0.3,0.25,406.3202796502459
1.0999999999999999,1.0,10.0,0.01,0.05,0.3,0.25,676.9957966681443
1.2,1.0,1e-06,0.001,0.05,0.3,0.25,270.453670520159
1.2,1.0,1e-06,0.01,0.05,0.3,0.25,274.78114915433116
1.0999999999999999,1.0,10.0,0.1,0.05,0.3,0.25,705.822580734162
1.0999999999999999,1.0,10.0,1.0,0.05,0.3,0.25,766.92707026228
1.0999999999999999,1.0,1.0,1.0,0.05,0.3,0.25,510.98954175979594
1.0999999999999999,1.0,10.0,0.001,0.05,0.3,0.25,663.9685434678219
1.2,1.0,1e-06,1.0,0.05,0.3,0.25,294.28579907935136
1.2,1.0,1e-06,0.1,0.05,0.3,0.25,281.5151383005848
1.2,1.0,1e-05,1e-05,0.05,0.3,0.25,267.5797186427478
1.0999999999999999,1.0,10.0,10.0,0.05,0.3,0.25,524.1650944619844
1.2,1.0,1e-05,0.01,0.05,0.3,0.25,279.69960794902795
1.2,1.0,1e-05,0.1,0.05,0.3,0.25,287.3922651241646
