Run_ID,Instellation (W/m^2),Spectral_Type,R_Planet (m),M_Planet (kg),P_Surface (Pa),P_CO2 (Pa),P_H2O (Pa),Albedo,Recirculation_Factor,Rainout,Relative Humidity,August Roche Magnus,Cloud Cover,Cloud Destruction,Moist Convection,Surface_Temp (K),Status
run_146,1408.71631304487,G2,6371000,5.972e+24,101059.28739693163,59.287396931633445,1000,0.05,0.25,True,0.77,True,0.6,True,True,292.604,Success
run_149,254.58093379103542,G2,6371000,5.972e+24,101103.80239437261,103.80239437262172,1000,0.05,0.25,True,0.77,True,0.6,True,True,209.79,Success
run_148,1679.2676218652082,G2,6371000,5.972e+24,101020.70542018379,20.70542018378396,1000,0.05,0.25,True,0.77,True,0.6,True,True,334.94,Success
run_151,757.009654010153,G2,6371000,5.972e+24,101082.26254706524,82.26254706524564,1000,0.05,0.25,True,0.77,True,0.6,True,True,263.149,Success
run_150,1917.970539583573,G2,6371000,5.972e+24,104069.88713935003,3069.887139350024,1000,0.05,0.25,True,0.77,True,0.6,True,True,362.879,Success
run_152,527.9464590894712,G2,6371000,5.972e+24,101016.56060032106,16.56060032105045,1000,0.05,0.25,True,0.77,True,0.6,True,True,242.233,Success
run_153,1457.0854719528688,G2,6371000,5.972e+24,107358.43065678666,6358.430656786658,1000,0.05,0.25,True,0.77,True,0.6,True,True,331.991,Success
run_155,860.5742533588175,G2,6371000,5.972e+24,101266.53601661121,266.53601661121,1000,0.05,0.25,True,0.77,True,0.6,True,True,270.457,Success
run_154,1154.9596635635064,G2,6371000,5.972e+24,102597.59698330607,1597.596983306069,1000,0.05,0.25,True,0.77,True,0.6,True,True,286.338,Success
run_157,1208.6620033455579,G2,6371000,5.972e+24,101031.26878697584,31.268786975831055,1000,0.05,0.25,True,0.77,True,0.6,True,True,284.045,Success
run_156,1492.1656132699786,G2,6371000,5.972e+24,103769.3055315183,2769.3055315183014,1000,0.05,0.25,True,0.77,True,0.6,True,True,332.021,Success
run_159,332.9534491698567,G2,6371000,5.972e+24,153892.14583752232,52892.14583752231,1000,0.05,0.25,True,0.77,True,0.6,True,True,233.95,Success
run_158,1099.686031038852,G2,6371000,5.972e+24,261100.7745852244,160100.7745852244,1000,0.05,0.25,True,0.77,True,0.6,True,True,337.373,Success
run_160,1472.4557783067396,G2,6371000,5.972e+24,101065.715529159,65.71552915900384,1000,0.05,0.25,True,0.77,True,0.6,True,True,295.034,Success
run_134,1693.047872140323,G2,6371000,5.972e+24,878022.552405114,777022.552405114,1000,0.05,0.25,True,0.77,True,0.6,True,True,387.005,Success
run_161,1834.9006654776585,G2,6371000,5.972e+24,138225.30500398044,37225.30500398044,1000,0.05,0.25,True,0.77,True,0.6,True,True,362.979,Success
run_162,1124.3306518671257,G2,6371000,5.972e+24,102774.87941805828,1774.8794180582795,1000,0.05,0.25,True,0.77,True,0.6,True,True,285.248,Success
run_164,1754.399655877461,G2,6371000,5.972e+24,160530.04679303538,59530.04679303537,1000,0.05,0.25,True,0.77,True,0.6,True,True,358.542,Success
run_163,1350.6263232048952,G2,6371000,5.972e+24,123864.91326045047,22864.91326045047,1000,0.05,0.25,True,0.77,True,0.6,True,True,331.301,Success
run_165,679.5611014205228,G2,6371000,5.972e+24,101051.37420254225,51.37420254224739,1000,0.05,0.25,True,0.77,True,0.6,True,True,257.232,Success
run_166,737.3369472593632,G2,6371000,5.972e+24,276958.9586547869,175958.95865478693,1000,0.05,0.25,True,0.77,True,0.6,True,True,290.377,Success
run_167,565.5482242127232,G2,6371000,5.972e+24,101102.2532031549,102.25320315490761,1000,0.05,0.25,True,0.77,True,0.6,True,True,249.08,Success
run_169,185.34427571649204,G2,6371000,5.972e+24,101001.41073375774,1.4107337577456132,1000,0.05,0.25,True,0.77,True,0.6,True,True,190.9,Success
run_170,1859.46936492369,G2,6371000,5.972e+24,101170.21152454265,170.21152454264717,1000,0.05,0.25,True,0.77,True,0.6,True,True,350.799,Success
run_168,1168.611368353144,G2,6371000,5.972e+24,131562.7753754558,30562.775375455793,1000,0.05,0.25,True,0.77,True,0.6,True,True,297.265,Success
