Instellation,P_background (bar),P_H2O (bar),P_CO2 (bar),Surface Albedo,Bond Albedo,Recirculation Factor,Surface Temperature (K)
0.6,1.0,1.0,0.001,0.05,0.3,0.25,319.91631355096877
0.6,1.0,1.0,10.0,0.05,0.3,0.25,350.69052695422414
0.6,1.0,10.0,1e-06,0.05,0.3,0.25,503.2682179088211
0.6,1.0,1.0,0.01,0.05,0.3,0.25,329.1618869482412
0.6,1.0,1.0,1.0,0.05,0.3,0.25,410.3029026049731
0.6,1.0,0.1,1.0,0.05,0.3,0.25,336.6153845293593
0.6,1.0,10.0,0.0001,0.05,0.3,0.25,505.5536257096172
0.7,1.0,1e-06,0.0001,0.05,0.3,0.25,233.24957392956395
0.6,1.0,10.0,0.01,0.05,0.3,0.25,521.0315523560216
0.6,1.0,10.0,1e-05,0.05,0.3,0.25,504.00204171440294
0.7,1.0,1e-06,0.01,0.05,0.3,0.25,239.02494005403284
0.7,1.0,1e-06,1e-06,0.05,0.3,0.25,228.71539933470598
0.7,1.0,1e-06,0.1,0.05,0.3,0.25,243.32037288019538
0.7,1.0,1e-06,1e-05,0.05,0.3,0.25,230.77234039078172
0.7,1.0,1e-06,10.0,0.05,0.3,0.25,252.90858862225903
0.6,1.0,10.0,0.001,0.05,0.3,0.25,510.21622964298626
0.7,1.0,1e-06,0.001,0.05,0.3,0.25,236.10706442377256
0.7,1.0,1e-06,1.0,0.05,0.3,0.25,253.13825209227787
0.6,1.0,10.0,10.0,0.05,0.3,0.25,433.547680852328
0.7,1.0,1e-05,1e-05,0.05,0.3,0.25,234.34425250447805
0.7,1.0,1e-05,0.0001,0.05,0.3,0.25,237.0244658861361
0.7,1.0,1e-05,1e-06,0.05,0.3,0.25,232.10301240497776
0.7,1.0,1e-05,0.001,0.05,0.3,0.25,240.13017659869826
0.7,1.0,1e-05,10.0,0.05,0.3,0.25,255.97629140572678
0.7,1.0,1e-05,0.1,0.05,0.3,0.25,248.343613626769
0.7,1.0,1e-05,1.0,0.05,0.3,0.25,260.3978405451122
0.7,1.0,1e-05,0.01,0.05,0.3,0.25,243.39215543079686
0.7,1.0,0.0001,1e-05,0.05,0.3,0.25,240.81766734156795
0.7,1.0,0.0001,0.0001,0.05,0.3,0.25,243.91515179577328
0.6,1.0,10.0,0.1,0.05,0.3,0.25,542.4119208162139
0.7,1.0,0.0001,0.1,0.05,0.3,0.25,257.89580294183213
0.7,1.0,0.0001,1e-06,0.05,0.3,0.25,238.25089053405117
0.7,1.0,0.0001,1.0,0.05,0.3,0.25,274.90693549646966
0.7,1.0,0.0001,10.0,0.05,0.3,0.25,263.9104177239226
0.6,1.0,10.0,1.0,0.05,0.3,0.25,593.1497791113736
0.7,1.0,0.0001,0.001,0.05,0.3,0.25,247.51325192635875
0.7,1.0,0.001,1e-05,0.05,0.3,0.25,250.31685701475422
0.7,1.0,0.0001,0.01,0.05,0.3,0.25,251.47768137222272
0.7,1.0,0.001,0.0001,0.05,0.3,0.25,254.0483883786549
0.7,1.0,0.001,0.01,0.05,0.3,0.25,263.47845966114306
0.7,1.0,0.001,0.001,0.05,0.3,0.25,258.41714375092494
0.7,1.0,0.001,10.0,0.05,0.3,0.25,279.43626922154624
0.7,1.0,0.001,1e-06,0.05,0.3,0.25,247.32506462495246
0.7,1.0,0.01,1e-05,0.05,0.3,0.25,263.1905033267831
0.7,1.0,0.001,1.0,0.05,0.3,0.25,296.34020792749413
0.7,1.0,0.01,0.01,0.05,0.3,0.25,278.7879054826574
0.7,1.0,0.01,0.001,0.05,0.3,0.25,272.4733719357732
0.7,1.0,0.001,0.1,0.05,0.3,0.25,272.1423863454765
0.7,1.0,0.1,1e-05,0.05,0.3,0.25,280.2595062535856
0.7,1.0,0.1,1e-06,0.05,0.3,0.25,278.1248274500936
0.7,1.0,0.01,10.0,0.05,0.3,0.25,303.2652484975268
0.7,1.0,0.01,1e-06,0.05,0.3,0.25,260.01374510539085
0.7,1.0,0.01,0.0001,0.05,0.3,0.25,267.4136566076367
0.7,1.0,0.1,0.0001,0.05,0.3,0.25,283.8298247922558
0.7,1.0,0.1,0.01,0.05,0.3,0.25,295.8602179295981
0.7,1.0,0.01,0.1,0.05,0.3,0.25,290.3239268059635
0.7,1.0,1.0,1e-06,0.05,0.3,0.25,331.3942228186686
0.7,1.0,0.1,0.001,0.05,0.3,0.25,288.5915440546686
0.7,1.0,1.0,1e-05,0.05,0.3,0.25,332.2014072057061
0.7,1.0,1.0,0.001,0.05,0.3,0.25,339.3746813886796
0.7,1.0,0.1,10.0,0.05,0.3,0.25,329.37956089344834
0.7,1.0,0.1,1.0,0.05,0.3,0.25,358.52799273746587
0.7,1.0,1.0,0.01,0.05,0.3,0.25,350.4546163829015
0.7,1.0,10.0,1e-05,0.05,0.3,0.25,539.862134230489
0.7,1.0,0.01,1.0,0.05,0.3,0.25,322.4710488363978
0.7,1.0,0.1,0.1,0.05,0.3,0.25,312.91259869888404
0.7,1.0,10.0,1e-06,0.05,0.3,0.25,539.2009677966049
0.7,1.0,1.0,10.0,0.05,0.3,0.25,375.07516562349707
0.7,1.0,1.0,0.1,0.05,0.3,0.25,377.9875559937395
0.7,1.0,1.0,0.0001,0.05,0.3,0.25,334.6136834316035
0.7999999999999999,1.0,1e-06,1e-06,0.05,0.3,0.25,236.42056219311493
0.7999999999999999,1.0,1e-06,1e-05,0.05,0.3,0.25,238.61188437735086
0.7,1.0,10.0,0.001,0.05,0.3,0.25,546.1415755580798
0.7999999999999999,1.0,1e-06,0.0001,0.05,0.3,0.25,241.27156460581025
0.7999999999999999,1.0,1e-06,0.1,0.05,0.3,0.25,252.3441890213858
0.7999999999999999,1.0,1e-06,1.0,0.05,0.3,0.25,262.9158321125239
0.7999999999999999,1.0,1e-06,10.0,0.05,0.3,0.25,262.4619370298243
0.7999999999999999,1.0,1e-06,0.001,0.05,0.3,0.25,244.2939351905982
0.7999999999999999,1.0,1e-05,1e-06,0.05,0.3,0.25,239.85742662053607
0.7999999999999999,1.0,1e-06,0.01,0.05,0.3,0.25,247.4948400567676
0.7,1.0,10.0,0.01,0.05,0.3,0.25,557.6087052881751
0.7,1.0,10.0,1.0,0.05,0.3,0.25,633.5221049415038
0.7999999999999999,1.0,1e-05,1e-05,0.05,0.3,0.25,242.23517865036794
0.7,1.0,1.0,1.0,0.05,0.3,0.25,437.0624182495133
0.7999999999999999,1.0,1e-05,0.0001,0.05,0.3,0.25,245.10220923132277
0.7999999999999999,1.0,1e-05,0.01,0.05,0.3,0.25,251.970407327514
0.7999999999999999,1.0,1e-05,0.001,0.05,0.3,0.25,248.37694959313617
0.7999999999999999,1.0,1e-05,0.1,0.05,0.3,0.25,257.5638910468191
0.7,1.0,10.0,10.0,0.05,0.3,0.25,455.3269380653415
0.7,1.0,10.0,0.0001,0.05,0.3,0.25,541.3748046587552
0.7999999999999999,1.0,1e-05,1.0,0.05,0.3,0.25,270.5014467178532
0.7999999999999999,1.0,1e-05,10.0,0.05,0.3,0.25,265.6198175656752
0.7999999999999999,1.0,0.0001,1e-05,0.05,0.3,0.25,248.85876178624065
0.7,1.0,10.0,0.1,0.05,0.3,0.25,581.3830882868438
0.7999999999999999,1.0,0.0001,0.01,0.05,0.3,0.25,260.34175217877174
0.7999999999999999,1.0,0.0001,0.001,0.05,0.3,0.25,255.97277339011814
0.7999999999999999,1.0,0.0001,10.0,0.05,0.3,0.25,273.9146544832055
0.7999999999999999,1.0,0.0001,1e-06,0.05,0.3,0.25,246.14182098479404
0.7999999999999999,1.0,0.0001,0.0001,0.05,0.3,0.25,252.16904106686002
0.7999999999999999,1.0,0.0001,0.1,0.05,0.3,0.25,267.5636044559923
0.7999999999999999,1.0,0.001,1e-05,0.05,0.3,0.25,258.6104262420508
0.7999999999999999,1.0,0.001,1e-06,0.05,0.3,0.25,255.46901696584138
0.7999999999999999,1.0,0.0001,1.0,0.05,0.3,0.25,285.87899741415936
0.7999999999999999,1.0,0.001,0.1,0.05,0.3,0.25,282.5197677582291
0.7999999999999999,1.0,0.001,0.0001,0.05,0.3,0.25,262.56626807252115
0.7999999999999999,1.0,0.001,10.0,0.05,0.3,0.25,290.85289991589644
0.7999999999999999,1.0,0.01,1e-05,0.05,0.3,0.25,271.8919332750496
0.7999999999999999,1.0,0.001,0.001,0.05,0.3,0.25,267.19538827956194
0.7999999999999999,1.0,0.01,1e-06,0.05,0.3,0.25,268.61972393761494
0.7999999999999999,1.0,0.001,1.0,0.05,0.3,0.25,309.80542651997166
0.7999999999999999,1.0,0.01,0.0001,0.05,0.3,0.25,276.30804443799883
0.7999999999999999,1.0,0.01,0.001,0.05,0.3,0.25,281.6156159139837
0.7999999999999999,1.0,0.001,0.01,0.05,0.3,0.25,272.78980512465887
0.7999999999999999,1.0,0.1,1e-06,0.05,0.3,0.25,288.05941628105296
0.7999999999999999,1.0,0.1,0.0001,0.05,0.3,0.25,293.8293510743539
0.7999999999999999,1.0,0.01,10.0,0.05,0.3,0.25,316.46134812669663
0.7999999999999999,1.0,0.01,0.01,0.05,0.3,0.25,288.59388538884525
0.7999999999999999,1.0,0.1,0.001,0.05,0.3,0.25,298.85331358164734
0.7999999999999999,1.0,0.1,0.01,0.05,0.3,0.25,307.0730752823459
0.7999999999999999,1.0,0.1,0.1,0.05,0.3,0.25,327.0343459722195
0.7999999999999999,1.0,0.01,0.1,0.05,0.3,0.25,301.7140992224061
0.7999999999999999,1.0,0.1,1e-05,0.05,0.3,0.25,290.1576956579694
0.7999999999999999,1.0,1.0,1e-05,0.05,0.3,0.25,350.061016881449
0.7999999999999999,1.0,0.1,1.0,0.05,0.3,0.25,377.79541381999206
0.7999999999999999,1.0,1.0,0.0001,0.05,0.3,0.25,352.59741125574266
0.7999999999999999,1.0,1.0,1e-06,0.05,0.3,0.25,349.19315918928044
0.7999999999999999,1.0,0.01,1.0,0.05,0.3,0.25,337.28465457778606
0.7999999999999999,1.0,1.0,0.01,0.05,0.3,0.25,369.88916297066294
0.7999999999999999,1.0,1.0,0.1,0.05,0.3,0.25,399.4877390905471
0.7999999999999999,1.0,0.1,10.0,0.05,0.3,0.25,344.7791655350721
0.8999999999999999,1.0,1e-06,1e-06,0.05,0.3,0.25,243.4372298700683
0.7999999999999999,1.0,1.0,0.001,0.05,0.3,0.25,357.82430898942533
0.7999999999999999,1.0,10.0,1e-05,0.05,0.3,0.25,573.0966308850882
0.8999999999999999,1.0,1e-06,1e-05,0.05,0.3,0.25,245.74407889032517
0.8999999999999999,1.0,1e-06,0.0001,0.05,0.3,0.25,248.55869500541738
0.7999999999999999,1.0,10.0,0.0001,0.05,0.3,0.25,574.7315084431689
0.7999999999999999,1.0,10.0,1e-06,0.05,0.3,0.25,572.1139322406941
0.7999999999999999,1.0,10.0,0.1,0.05,0.3,0.25,616.2711602001709
0.8999999999999999,1.0,1e-06,0.001,0.05,0.3,0.25,251.7363519741448
0.7999999999999999,1.0,10.0,10.0,0.05,0.3,0.25,475.7193815729521
0.7999999999999999,1.0,10.0,1.0,0.05,0.3,0.25,670.6043380944025
0.7999999999999999,1.0,10.0,0.001,0.05,0.3,0.25,579.6822236146272
0.8999999999999999,1.0,1e-06,0.01,0.05,0.3,0.25,255.23624127178533
0.8999999999999999,1.0,1e-06,0.1,0.05,0.3,0.25,260.59633942317856
0.8999999999999999,1.0,1e-05,1e-06,0.05,0.3,0.25,246.9251162122469
0.7999999999999999,1.0,1.0,1.0,0.05,0.3,0.25,460.3484135067784
0.8999999999999999,1.0,1e-05,1e-05,0.05,0.3,0.25,249.42137030991248
0.7999999999999999,1.0,1.0,10.0,0.05,0.3,0.25,396.8863902524396
0.8999999999999999,1.0,1e-06,10.0,0.05,0.3,0.25,271.2091378569884
0.8999999999999999,1.0,1e-05,0.001,0.05,0.3,0.25,255.8952699025757
0.8999999999999999,1.0,1e-05,0.01,0.05,0.3,0.25,259.80384983204266
0.8999999999999999,1.0,1e-05,0.0001,0.05,0.3,0.25,252.45905052128154
0.8999999999999999,1.0,1e-05,0.1,0.05,0.3,0.25,265.9758135142667
0.8999999999999999,1.0,1e-06,1.0,0.05,0.3,0.25,271.69345734676796
0.7999999999999999,1.0,10.0,0.01,0.05,0.3,0.25,591.5433816947026
0.8999999999999999,1.0,0.0001,1e-05,0.05,0.3,0.25,256.2184129212995
0.8999999999999999,1.0,1e-05,10.0,0.05,0.3,0.25,274.48191849233484
0.8999999999999999,1.0,1e-05,1.0,0.05,0.3,0.25,279.6328296309482
0.8999999999999999,1.0,0.0001,0.001,0.05,0.3,0.25,263.6993453019086
0.8999999999999999,1.0,0.0001,0.1,0.05,0.3,0.25,276.41469517919955
0.8999999999999999,1.0,0.001,1e-06,0.05,0.3,0.25,262.94939637893134
0.8999999999999999,1.0,0.001,1e-05,0.05,0.3,0.25,266.2363671832519
0.8999999999999999,1.0,0.0001,1e-06,0.05,0.3,0.25,253.36856131653948
0.8999999999999999,1.0,0.001,0.001,0.05,0.3,0.25,275.2435332816078
0.8999999999999999,1.0,0.0001,0.0001,0.05,0.3,0.25,259.70699278853505
0.8999999999999999,1.0,0.0001,10.0,0.05,0.3,0.25,283.2350296019239
0.8999999999999999,1.0,0.0001,0.01,0.05,0.3,0.25,268.49573326623283
0.8999999999999999,1.0,0.001,0.0001,0.05,0.3,0.25,270.4017647132676
0.8999999999999999,1.0,0.0001,1.0,0.05,0.3,0.25,296.37007433201205
0.8999999999999999,1.0,0.001,0.01,0.05,0.3,0.25,281.39526662973606
0.8999999999999999,1.0,0.001,10.0,0.05,0.3,0.25,301.606232648437
0.8999999999999999,1.0,0.01,1e-06,0.05,0.3,0.25,276.5656321827985
0.8999999999999999,1.0,0.01,1e-05,0.05,0.3,0.25,279.91751820023387
0.8999999999999999,1.0,0.001,1.0,0.05,0.3,0.25,322.3074966224066
0.8999999999999999,1.0,0.01,0.001,0.05,0.3,0.25,290.06838996270386
0.8999999999999999,1.0,0.01,0.01,0.05,0.3,0.25,297.73922309514245
0.8999999999999999,1.0,0.001,0.1,0.05,0.3,0.25,292.1133815114018
0.8999999999999999,1.0,0.1,1e-06,0.05,0.3,0.25,297.38630213468974
0.8999999999999999,1.0,0.01,10.0,0.05,0.3,0.25,328.34594568366344
0.8999999999999999,1.0,0.01,1.0,0.05,0.3,0.25,351.2110750984198
0.8999999999999999,1.0,0.1,0.0001,0.05,0.3,0.25,303.23643380966445
0.8999999999999999,1.0,0.01,0.0001,0.05,0.3,0.25,284.5256353984344
0.8999999999999999,1.0,0.01,0.1,0.05,0.3,0.25,312.4450764663869
0.8999999999999999,1.0,0.1,1.0,0.05,0.3,0.25,395.31501738904126
0.8999999999999999,1.0,0.1,1e-05,0.05,0.3,0.25,299.4635487369318
0.8999999999999999,1.0,0.1,0.01,0.05,0.3,0.25,317.71399428728546
0.8999999999999999,1.0,0.1,0.1,0.05,0.3,0.25,340.3517972265314
0.8999999999999999,1.0,1.0,1e-06,0.05,0.3,0.25,365.8408312366703
0.8999999999999999,1.0,0.1,0.001,0.05,0.3,0.25,308.5424348374095
0.8999999999999999,1.0,1.0,1e-05,0.05,0.3,0.25,366.75114521091933
0.8999999999999999,1.0,1.0,0.0001,0.05,0.3,0.25,369.3778937027336
0.8999999999999999,1.0,0.1,10.0,0.05,0.3,0.25,359.07193923524886
0.8999999999999999,1.0,1.0,0.01,0.05,0.3,0.25,388.27856675631307
0.8999999999999999,1.0,1.0,0.1,0.05,0.3,0.25,418.7266283550132
0.8999999999999999,1.0,1.0,10.0,0.05,0.3,0.25,415.7778200280412
0.9999999999999999,1.0,1e-06,1e-05,0.05,0.3,0.25,252.30751857801928
0.8999999999999999,1.0,1.0,0.001,0.05,0.3,0.25,374.96910724835425
0.9999999999999999,1.0,1e-06,1e-06,0.05,0.3,0.25,249.89407938076414
0.8999999999999999,1.0,1.0,1.0,0.05,0.3,0.25,479.1422403676089
0.9999999999999999,1.0,1e-06,0.001,0.05,0.3,0.25,258.5697051754001
0.8999999999999999,1.0,10.0,0.0001,0.05,0.3,0.25,604.9786996996246
0.9999999999999999,1.0,1e-06,0.01,0.05,0.3,0.25,262.3479143987169
0.8999999999999999,1.0,10.0,0.01,0.05,0.3,0.25,622.1952856082357
0.9999999999999999,1.0,1e-06,0.0001,0.05,0.3,0.25,255.25894978209388
0.8999999999999999,1.0,10.0,1.0,0.05,0.3,0.25,704.7256469753484
0.8999999999999999,1.0,10.0,0.1,0.05,0.3,0.25,649.2866238056126
0.9999999999999999,1.0,1e-05,1e-05,0.05,0.3,0.25,256.0453838185865
0.9999999999999999,1.0,1e-06,1.0,0.05,0.3,0.25,279.81620768457196
0.9999999999999999,1.0,1e-06,0.1,0.05,0.3,0.25,268.2406241826076
0.9999999999999999,1.0,1e-05,0.0001,0.05,0.3,0.25,259.221299016009
0.8999999999999999,1.0,10.0,1e-06,0.05,0.3,0.25,602.3915444755837
0.8999999999999999,1.0,10.0,1e-05,0.05,0.3,0.25,603.4291306485491
0.9999999999999999,1.0,1e-05,0.01,0.05,0.3,0.25,267.0521120347019
0.9999999999999999,1.0,1e-05,0.001,0.05,0.3,0.25,262.80510390484676
0.9999999999999999,1.0,1e-05,0.1,0.05,0.3,0.25,273.76386245002476
0.8999999999999999,1.0,10.0,0.001,0.05,0.3,0.25,609.958603873121
0.9999999999999999,1.0,1e-05,1e-06,0.05,0.3,0.25,253.44128844522427
0.9999999999999999,1.0,0.0001,1e-06,0.05,0.3,0.25,260.0432867078646
0.9999999999999999,1.0,1e-05,10.0,0.05,0.3,0.25,282.81315416472006
0.9999999999999999,1.0,1e-06,10.0,0.05,0.3,0.25,279.3944215936862
0.9999999999999999,1.0,0.0001,0.0001,0.05,0.3,0.25,266.67100938633376
0.9999999999999999,1.0,0.0001,1e-05,0.05,0.3,0.25,263.01032141456017
0.9999999999999999,1.0,1e-05,1.0,0.05,0.3,0.25,288.20580053284016
0.9999999999999999,1.0,0.0001,0.001,0.05,0.3,0.25,270.84468204569697
0.9999999999999999,1.0,0.0001,0.01,0.05,0.3,0.25,276.02312998582437
0.9999999999999999,1.0,0.0001,10.0,0.05,0.3,0.25,292.075697094626
0.9999999999999999,1.0,0.001,1e-06,0.05,0.3,0.25,269.8987451517062
0.8999999999999999,1.0,10.0,10.0,0.05,0.3,0.25,493.003277782626
0.9999999999999999,1.0,0.0001,0.1,0.05,0.3,0.25,284.726294062724
0.9999999999999999,1.0,0.001,1e-05,0.05,0.3,0.25,273.3062937170188
0.9999999999999999,1.0,0.001,0.001,0.05,0.3,0.25,282.73456204722453
0.9999999999999999,1.0,0.001,0.0001,0.05,0.3,0.25,277.65381346245414
0.9999999999999999,1.0,0.001,0.1,0.05,0.3,0.25,301.25321246339456
0.9999999999999999,1.0,0.001,0.01,0.05,0.3,0.25,289.4025898361189
0.9999999999999999,1.0,0.0001,1.0,0.05,0.3,0.25,306.69760319738026
0.9999999999999999,1.0,0.01,1e-06,0.05,0.3,0.25,283.9961806543446
0.9999999999999999,1.0,0.01,0.0001,0.05,0.3,0.25,292.17206288254994
0.9999999999999999,1.0,0.01,1e-05,0.05,0.3,0.25,287.4143141930576
0.9999999999999999,1.0,0.01,0.01,0.05,0.3,0.25,306.35818502090876
0.9999999999999999,1.0,0.001,10.0,0.05,0.3,0.25,311.3235698146608
0.9999999999999999,1.0,0.001,1.0,0.05,0.3,0.25,333.6433642258189
0.9999999999999999,1.0,0.01,0.001,0.05,0.3,0.25,297.9655653182734
0.9999999999999999,1.0,0.01,1.0,0.05,0.3,0.25,364.3679185018023
0.9999999999999999,1.0,0.1,0.001,0.05,0.3,0.25,317.713440656447
0.9999999999999999,1.0,0.1,0.0001,0.05,0.3,0.25,312.1570811545688
0.9999999999999999,1.0,0.1,1e-06,0.05,0.3,0.25,306.2305619965849
0.9999999999999999,1.0,0.1,1e-05,0.05,0.3,0.25,308.30198027250077
0.9999999999999999,1.0,0.01,0.1,0.05,0.3,0.25,322.6891169750472
0.9999999999999999,1.0,0.1,0.01,0.05,0.3,0.25,327.9506727178368
0.9999999999999999,1.0,0.1,1.0,0.05,0.3,0.25,411.38683338818385
0.9999999999999999,1.0,0.01,10.0,0.05,0.3,0.25,339.5471312027382
0.9999999999999999,1.0,0.1,0.1,0.05,0.3,0.25,353.0084615298815
0.9999999999999999,1.0,1.0,1e-06,0.05,0.3,0.25,381.43738818978693
0.9999999999999999,1.0,1.0,1e-05,0.05,0.3,0.25,382.4169439883135
0.9999999999999999,1.0,0.1,10.0,0.05,0.3,0.25,372.9497728779281
0.9999999999999999,1.0,1.0,0.01,0.05,0.3,0.25,405.00284157335017
0.9999999999999999,1.0,1.0,1.0,0.05,0.3,0.25,495.3855004223295
1.0999999999999999,1.0,1e-06,1e-06,0.05,0.3,0.25,255.88790672257846
1.0999999999999999,1.0,1e-06,1e-05,0.05,0.3,0.25,258.3905521626762
0.9999999999999999,1.0,10.0,1e-06,0.05,0.3,0.25,630.7476435104036
0.9999999999999999,1.0,1.0,0.1,0.05,0.3,0.25,436.76077201456627
0.9999999999999999,1.0,1.0,0.001,0.05,0.3,0.25,391.1766086990475
0.9999999999999999,1.0,10.0,1e-05,0.05,0.3,0.25,632.0818113162329
1.0999999999999999,1.0,1e-06,0.0001,0.05,0.3,0.25,261.46457884936086
0.9999999999999999,1.0,1.0,0.0001,0.05,0.3,0.25,385.2626752594222
1.0999999999999999,1.0,1e-06,0.001,0.05,0.3,0.25,264.90442031621285
0.9999999999999999,1.0,1.0,10.0,0.05,0.3,0.25,430.7079862751898
1.0999999999999999,1.0,1e-06,0.1,0.05,0.3,0.25,275.32294775006284
1.0999999999999999,1.0,1e-06,0.01,0.05,0.3,0.25,268.97729483777226
0.9999999999999999,1.0,10.0,0.001,0.05,0.3,0.25,639.1046519502531
0.9999999999999999,1.0,10.0,10.0,0.05,0.3,0.25,508.2655741752727
1.0999999999999999,1.0,1e-06,1.0,0.05,0.3,0.25,287.52468456670965
1.0999999999999999,1.0,1e-05,1e-05,0.05,0.3,0.25,262.1932824063837
1.0999999999999999,1.0,1e-06,10.0,0.05,0.3,0.25,287.12992073993695
1.0999999999999999,1.0,1e-05,0.0001,0.05,0.3,0.25,265.50066459774024
1.0999999999999999,1.0,1e-05,0.01,0.05,0.3,0.25,273.77356634233945
1.0999999999999999,1.0,1e-05,1e-06,0.05,0.3,0.25,259.49320180998365
1.0999999999999999,1.0,1e-05,0.1,0.05,0.3,0.25,281.0150183428538
0.9999999999999999,1.0,10.0,1.0,0.05,0.3,0.25,737.1224346399454
1.0999999999999999,1.0,1e-05,0.001,0.05,0.3,0.25,269.2283881601652
1.0999999999999999,1.0,0.0001,1e-06,0.05,0.3,0.25,266.26839041607786
1.0999999999999999,1.0,0.0001,1e-05,0.05,0.3,0.25,269.3428434120884
1.0999999999999999,1.0,1e-05,1.0,0.05,0.3,0.25,296.4914348232469
1.0999999999999999,1.0,0.0001,0.0001,0.05,0.3,0.25,273.143590683653
0.9999999999999999,1.0,10.0,0.01,0.05,0.3,0.25,651.8137330606651
1.0999999999999999,1.0,1e-05,10.0,0.05,0.3,0.25,290.68234336853675
1.0999999999999999,1.0,0.0001,0.001,0.05,0.3,0.25,277.4859673745322
1.0999999999999999,1.0,0.0001,0.1,0.05,0.3,0.25,292.42115038736125
1.0999999999999999,1.0,0.0001,0.01,0.05,0.3,0.25,283.088845389369
0.9999999999999999,1.0,10.0,0.1,0.05,0.3,0.25,679.240521402806
1.0999999999999999,1.0,0.001,0.001,0.05,0.3,0.25,289.73164211459164
0.9999999999999999,1.0,10.0,0.0001,0.05,0.3,0.25,633.8276947393157
1.0999999999999999,1.0,0.001,1e-06,0.05,0.3,0.25,276.3910904900915
1.0999999999999999,1.0,0.001,0.01,0.05,0.3,0.25,296.9658053594737
1.0999999999999999,1.0,0.001,0.1,0.05,0.3,0.25,309.8573036520982
1.0999999999999999,1.0,0.0001,10.0,0.05,0.3,0.25,300.3464037516322
1.0999999999999999,1.0,0.001,1.0,0.05,0.3,0.25,344.6138127638879
1.0999999999999999,1.0,0.01,1e-06,0.05,0.3,0.25,290.9724525665404
1.0999999999999999,1.0,0.01,1e-05,0.05,0.3,0.25,294.45678832143443
1.0999999999999999,1.0,0.01,0.0001,0.05,0.3,0.25,299.38091995008153
1.0999999999999999,1.0,0.0001,1.0,0.05,0.3,0.25,315.9062823116094
1.0999999999999999,1.0,0.001,1e-05,0.05,0.3,0.25,279.91888640185044
1.0999999999999999,1.0,0.001,10.0,0.05,0.3,0.25,320.21376368016195
1.0999999999999999,1.0,0.001,0.0001,0.05,0.3,0.25,284.4482473422639
1.0999999999999999,1.0,0.01,0.001,0.05,0.3,0.25,305.4008512563752
1.0999999999999999,1.0,0.1,1e-05,0.05,0.3,0.25,316.7056694354672
1.0999999999999999,1.0,0.01,10.0,0.05,0.3,0.25,349.67299469243255
1.0999999999999999,1.0,0.1,1e-06,0.05,0.3,0.25,314.6378542445259
1.0999999999999999,1.0,0.01,0.01,0.05,0.3,0.25,314.5064766644553
1.0999999999999999,1.0,0.1,0.1,0.05,0.3,0.25,365.3254001401677
1.0999999999999999,1.0,0.1,0.001,0.05,0.3,0.25,326.50649548405016
1.0999999999999999,1.0,0.01,0.1,0.05,0.3,0.25,332.3330177411886
1.0999999999999999,1.0,0.01,1.0,0.05,0.3,0.25,376.3254901153089
1.0999999999999999,1.0,0.1,0.01,0.05,0.3,0.25,337.76085706675786
1.0999999999999999,1.0,1.0,1e-05,0.05,0.3,0.25,397.0250443105644
1.0999999999999999,1.0,0.1,1.0,0.05,0.3,0.25,425.66552326681835
1.0999999999999999,1.0,0.1,0.0001,0.05,0.3,0.25,320.68432846091144
1.0999999999999999,1.0,1.0,0.001,0.05,0.3,0.25,406.1884237656431
1.0999999999999999,1.0,0.1,10.0,0.05,0.3,0.25,385.8670001172002
1.0999999999999999,1.0,1.0,0.01,0.05,0.3,0.25,420.6765749915456
1.0999999999999999,1.0,1.0,0.1,0.05,0.3,0.25,453.1669084545821
1.0999999999999999,1.0,1.0,1.0,0.05,0.3,0.25,510.6296926603191
1.2,1.0,1e-06,1e-06,0.05,0.3,0.25,261.4849459003082
1.2,1.0,1e-06,1e-05,0.05,0.3,0.25,264.0722848728493
1.0999999999999999,1.0,1.0,1e-06,0.05,0.3,0.25,395.99886833111276
1.0999999999999999,1.0,1.0,0.0001,0.05,0.3,0.25,399.86827700776183
1.0999999999999999,1.0,10.0,1e-06,0.05,0.3,0.25,657.4953424927286
1.2,1.0,1e-06,0.0001,0.05,0.3,0.25,267.2572127040655
1.0999999999999999,1.0,1.0,10.0,0.05,0.3,0.25,442.82106613924844
1.2,1.0,1e-06,0.001,0.05,0.3,0.25,270.81873142368386
1.2,1.0,1e-06,0.01,0.05,0.3,0.25,275.1547530407938
1.2,1.0,1e-06,0.1,0.05,0.3,0.25,281.9403078002971
1.0999999999999999,1.0,10.0,0.01,0.05,0.3,0.25,678.7278569497744
1.0999999999999999,1.0,10.0,1.0,0.05,0.3,0.25,767.1907326536848
1.2,1.0,1e-05,1e-05,0.05,0.3,0.25,267.94600883277394
1.2,1.0,1e-06,1.0,0.05,0.3,0.25,294.92201427826683
1.0999999999999999,1.0,10.0,0.1,0.05,0.3,0.25,707.6121459720332
1.0999999999999999,1.0,10.0,1e-05,0.05,0.3,0.25,658.8069007400081
1.2,1.0,1e-05,0.0001,0.05,0.3,0.25,271.36553864323855
1.2,1.0,1e-05,1e-06,0.05,0.3,0.25,265.1556603319282
1.2,1.0,1e-05,0.01,0.05,0.3,0.25,280.080928070712
1.2,1.0,1e-05,0.1,0.05,0.3,0.25,287.8217864517615
1.2,1.0,1e-05,0.001,0.05,0.3,0.25,275.2186658127172
1.2,1.0,1e-06,10.0,0.05,0.3,0.25,294.42457695009415
1.2,1.0,1e-05,1.0,0.05,0.3,0.25,304.49405832566066
