,P_CO2 (Pa),Instellation (W/m^2),Surface_Temp (K)
0,1.0,136.0,170.788
1,1.0,184.82051282051285,182.732
2,1.0,233.64102564102564,192.62
3,1.0,282.46153846153845,200.985
4,1.0,331.28205128205127,208.352
5,1.0,380.1025641025641,214.955
6,1.0,428.9230769230769,221.013
7,1.0,477.7435897435897,226.598
8,1.0,526.5641025641025,231.739
9,1.0,575.3846153846154,236.5
10,1.0,624.2051282051281,240.961
11,1.0,673.0256410256411,245.166
12,1.0,721.8461538461538,249.083
13,1.0,770.6666666666666,252.739
14,1.0,819.4871794871794,256.198
15,1.0,868.3076923076923,259.431
16,1.0,917.1282051282051,262.456
17,1.0,965.9487179487178,265.298
18,1.0,1014.7692307692306,267.987
19,1.0,1063.5897435897434,270.56
20,1.0,1112.4102564102561,273.025
21,1.0,1161.2307692307693,275.442
22,1.0,1210.051282051282,277.78
23,1.0,1258.8717948717947,280.05
24,1.0,1307.6923076923076,282.271
25,1.0,1356.5128205128203,284.455
26,1.0,1405.3333333333333,286.609
27,1.0,1454.1538461538462,288.739
28,1.0,1502.9743589743591,290.841
29,1.0,1551.7948717948718,292.925
30,1.0,1600.6153846153848,295.056
31,1.0,1649.4358974358972,297.182
32,1.0,1698.2564102564102,331.997
33,1.0,1747.0769230769233,335.534
34,1.0,1795.8974358974358,339.207
35,1.0,1844.7179487179487,342.888
36,1.0,1893.5384615384614,346.586
37,1.0,1942.3589743589744,350.318
38,1.0,1991.179487179487,354.068
39,1.0,2040.0,357.783
40,1.425102670302998,136.0,170.959
41,1.425102670302998,184.82051282051285,182.951
42,1.425102670302998,233.64102564102564,192.873
43,1.425102670302998,282.46153846153845,201.259
44,1.425102670302998,331.28205128205127,208.657
45,1.425102670302998,380.1025641025641,215.278
46,1.425102670302998,428.9230769230769,221.363
47,1.425102670302998,477.7435897435897,226.969
48,1.425102670302998,526.5641025641025,232.12
49,1.425102670302998,575.3846153846154,236.899
50,1.425102670302998,624.2051282051281,241.375
51,1.425102670302998,673.0256410256411,245.584
52,1.425102670302998,721.8461538461538,249.503
53,1.425102670302998,770.6666666666666,253.164
54,1.425102670302998,819.4871794871794,256.627
55,1.425102670302998,868.3076923076923,259.854
56,1.425102670302998,917.1282051282051,262.875
57,1.425102670302998,965.9487179487178,265.708
58,1.425102670302998,1014.7692307692306,268.398
59,1.425102670302998,1063.5897435897434,270.972
60,1.425102670302998,1112.4102564102561,273.448
61,1.425102670302998,1161.2307692307693,275.866
62,1.425102670302998,1210.051282051282,278.206
63,1.425102670302998,1258.8717948717947,280.479
64,1.425102670302998,1307.6923076923076,282.705
65,1.425102670302998,1356.5128205128203,284.89
66,1.425102670302998,1405.3333333333333,287.051
67,1.425102670302998,1454.1538461538462,289.187
68,1.425102670302998,1502.9743589743591,291.287
69,1.425102670302998,1551.7948717948718,293.39
70,1.425102670302998,1600.6153846153848,295.523
71,1.425102670302998,1649.4358974358972,297.655
72,1.425102670302998,1698.2564102564102,332.258
73,1.425102670302998,1747.0769230769233,335.774
74,1.425102670302998,1795.8974358974358,339.429
75,1.425102670302998,1844.7179487179487,343.095
76,1.425102670302998,1893.5384615384614,346.776
77,1.425102670302998,1942.3589743589744,350.498
78,1.425102670302998,1991.179487179487,354.234
79,1.425102670302998,2040.0,357.931
80,2.0309176209047357,136.0,171.128
81,2.0309176209047357,184.82051282051285,183.171
82,2.0309176209047357,233.64102564102564,193.127
83,2.0309176209047357,282.46153846153845,201.539
84,2.0309176209047357,331.28205128205127,208.969
85,2.0309176209047357,380.1025641025641,215.607
86,2.0309176209047357,428.9230769230769,221.721
87,2.0309176209047357,477.7435897435897,227.34
88,2.0309176209047357,526.5641025641025,232.508
89,2.0309176209047357,575.3846153846154,237.296
90,2.0309176209047357,624.2051282051281,241.79
91,2.0309176209047357,673.0256410256411,246.008
92,2.0309176209047357,721.8461538461538,249.929
93,2.0309176209047357,770.6666666666666,253.596
94,2.0309176209047357,819.4871794871794,257.06
95,2.0309176209047357,868.3076923076923,260.282
96,2.0309176209047357,917.1282051282051,263.299
97,2.0309176209047357,965.9487179487178,266.128
98,2.0309176209047357,1014.7692307692306,268.819
99,2.0309176209047357,1063.5897435897434,271.387
100,2.0309176209047357,1112.4102564102561,273.876
101,2.0309176209047357,1161.2307692307693,276.298
102,2.0309176209047357,1210.051282051282,278.643
103,2.0309176209047357,1258.8717948717947,280.916
104,2.0309176209047357,1307.6923076923076,283.148
105,2.0309176209047357,1356.5128205128203,285.338
106,2.0309176209047357,1405.3333333333333,287.501
107,2.0309176209047357,1454.1538461538462,289.647
108,2.0309176209047357,1502.9743589743591,291.744
109,2.0309176209047357,1551.7948717948718,293.867
110,2.0309176209047357,1600.6153846153848,296.007
111,2.0309176209047357,1649.4358974358972,329.151
112,2.0309176209047357,1698.2564102564102,332.551
113,2.0309176209047357,1747.0769230769233,336.045
114,2.0309176209047357,1795.8974358974358,339.68
115,2.0309176209047357,1844.7179487179487,343.328
116,2.0309176209047357,1893.5384615384614,346.998
117,2.0309176209047357,1942.3589743589744,350.71
118,2.0309176209047357,1991.179487179487,354.437
119,2.0309176209047357,2040.0,358.114
120,2.894266124716751,136.0,171.301
121,2.894266124716751,184.82051282051285,183.395
122,2.894266124716751,233.64102564102564,193.386
123,2.894266124716751,282.46153846153845,201.826
124,2.894266124716751,331.28205128205127,209.286
125,2.894266124716751,380.1025641025641,215.944
126,2.894266124716751,428.9230769230769,222.089
127,2.894266124716751,477.7435897435897,227.719
128,2.894266124716751,526.5641025641025,232.905
129,2.894266124716751,575.3846153846154,237.698
130,2.894266124716751,624.2051282051281,242.211
131,2.894266124716751,673.0256410256411,246.435
132,2.894266124716751,721.8461538461538,250.36
133,2.894266124716751,770.6666666666666,254.031
134,2.894266124716751,819.4871794871794,257.491
135,2.894266124716751,868.3076923076923,260.712
136,2.894266124716751,917.1282051282051,263.721
137,2.894266124716751,965.9487179487178,266.548
138,2.894266124716751,1014.7692307692306,269.243
139,2.894266124716751,1063.5897435897434,271.808
140,2.894266124716751,1112.4102564102561,274.309
141,2.894266124716751,1161.2307692307693,276.733
142,2.894266124716751,1210.051282051282,279.082
143,2.894266124716751,1258.8717948717947,281.362
144,2.894266124716751,1307.6923076923076,283.596
145,2.894266124716751,1356.5128205128203,285.792
146,2.894266124716751,1405.3333333333333,287.963
147,2.894266124716751,1454.1538461538462,290.095
148,2.894266124716751,1502.9743589743591,292.211
149,2.894266124716751,1551.7948717948718,294.352
150,2.894266124716751,1600.6153846153848,296.499
151,2.894266124716751,1649.4358974358972,329.492
152,2.894266124716751,1698.2564102564102,332.875
153,2.894266124716751,1747.0769230769233,336.356
154,2.894266124716751,1795.8974358974358,339.973
155,2.894266124716751,1844.7179487179487,343.604
156,2.894266124716751,1893.5384615384614,347.256
157,2.894266124716751,1942.3589743589744,350.962
158,2.894266124716751,1991.179487179487,354.675
159,2.894266124716751,2040.0,358.338
160,4.1246263829013525,136.0,171.478
161,4.1246263829013525,184.82051282051285,183.625
162,4.1246263829013525,233.64102564102564,193.65
163,4.1246263829013525,282.46153846153845,202.123
164,4.1246263829013525,331.28205128205127,209.609
165,4.1246263829013525,380.1025641025641,216.288
166,4.1246263829013525,428.9230769230769,222.461
167,4.1246263829013525,477.7435897435897,228.106
168,4.1246263829013525,526.5641025641025,233.304
169,4.1246263829013525,575.3846153846154,238.107
170,4.1246263829013525,624.2051282051281,242.637
171,4.1246263829013525,673.0256410256411,246.865
172,4.1246263829013525,721.8461538461538,250.791
173,4.1246263829013525,770.6666666666666,254.467
174,4.1246263829013525,819.4871794871794,257.922
175,4.1246263829013525,868.3076923076923,261.141
176,4.1246263829013525,917.1282051282051,264.144
177,4.1246263829013525,965.9487179487178,266.967
178,4.1246263829013525,1014.7692307692306,269.659
179,4.1246263829013525,1063.5897435897434,272.227
180,4.1246263829013525,1112.4102564102561,274.742
181,4.1246263829013525,1161.2307692307693,277.166
182,4.1246263829013525,1210.051282051282,279.516
183,4.1246263829013525,1258.8717948717947,281.805
184,4.1246263829013525,1307.6923076923076,284.046
185,4.1246263829013525,1356.5128205128203,286.248
186,4.1246263829013525,1405.3333333333333,288.427
187,4.1246263829013525,1454.1538461538462,290.547
188,4.1246263829013525,1502.9743589743591,292.674
189,4.1246263829013525,1551.7948717948718,294.843
190,4.1246263829013525,1600.6153846153848,296.995
191,4.1246263829013525,1649.4358974358972,329.865
192,4.1246263829013525,1698.2564102564102,333.229
193,4.1246263829013525,1747.0769230769233,336.704
194,4.1246263829013525,1795.8974358974358,340.293
195,4.1246263829013525,1844.7179487179487,343.917
196,4.1246263829013525,1893.5384615384614,347.55
197,4.1246263829013525,1942.3589743589744,351.257
198,4.1246263829013525,1991.179487179487,354.951
199,4.1246263829013525,2040.0,358.595
200,5.878016072274914,136.0,171.658
201,5.878016072274914,184.82051282051285,183.86
202,5.878016072274914,233.64102564102564,193.918
203,5.878016072274914,282.46153846153845,202.425
204,5.878016072274914,331.28205128205127,209.938
205,5.878016072274914,380.1025641025641,216.638
206,5.878016072274914,428.9230769230769,222.838
207,5.878016072274914,477.7435897435897,228.497
208,5.878016072274914,526.5641025641025,233.704
209,5.878016072274914,575.3846153846154,238.513
210,5.878016072274914,624.2051282051281,243.056
211,5.878016072274914,673.0256410256411,247.283
212,5.878016072274914,721.8461538461538,251.211
213,5.878016072274914,770.6666666666666,254.893
214,5.878016072274914,819.4871794871794,258.344
215,5.878016072274914,868.3076923076923,261.559
216,5.878016072274914,917.1282051282051,264.56
217,5.878016072274914,965.9487179487178,267.379
218,5.878016072274914,1014.7692307692306,270.07
219,5.878016072274914,1063.5897435897434,272.636
220,5.878016072274914,1112.4102564102561,275.162
