t_Myr,dt_kyr,T,P_CO2,rel_change,slowest,Da,A_reactive,supply_efficiency,Y_Alkalinity,Y_C,Y_Si,Y_Al,Y_Fe,Y_Ca,Y_Mg,Y_Na,F_out_Alkalinity,F_out_C,F_out_Si,F_out_Al,F_out_Fe,F_out_Ca,F_out_Mg,F_out_Na,F_diss_Alkalinity,F_diss_C,F_diss_Si,F_diss_Al,F_diss_Fe,F_diss_Ca,F_diss_Mg,F_diss_Na,F_prec_Alkalinity,F_prec_C,F_prec_Si,F_prec_Al,F_prec_Fe,F_prec_Ca,F_prec_Mg,F_prec_Na,F_cont_Alkalinity,F_cont_C,F_cont_Si,F_cont_Al,F_cont_Fe,F_cont_Ca,F_cont_Mg,F_cont_Na,F_net_Alkalinity,F_net_C,F_net_Si,F_net_Al,F_net_Fe,F_net_Ca,F_net_Mg,F_net_Na
2.0200,20.00,324.8474,2.121326e+01,9.999866e-01,Mg,3.963670e-02,1.035826e+00,3.8861%,7.300499e-04,6.696226e-04,2.647322e-04,1.516165e-18,9.668726e-11,3.236012e-04,1.499619e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.713241e-17,2.575875e-26,1.333806e-17,6.321036e-32,1.001073e-22,1.289089e-17,2.580758e-20,3.952172e-39,-2.370324e-17,-1.185161e-17,-1.310303e-17,-5.828810e-32,-9.994523e-23,-1.185157e-17,-1.729183e-25,-5.828801e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.429163e-18,3.654721e-18,2.350382e-19,4.922256e-33,1.620970e-25,1.039318e-18,2.580741e-20,-5.828800e-32
4.4200,24.00,325.9117,2.968204e+01,9.999568e-01,Mg,4.241131e-02,1.035826e+00,4.1525%,8.541033e-04,7.956873e-04,2.743931e-04,1.731743e-18,1.127664e-10,3.296748e-04,3.328151e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.028483e-17,-7.175082e-33,1.488465e-17,7.131267e-32,1.051158e-22,1.438421e-17,2.134112e-20,-1.252934e-42,-2.950208e-17,-1.475104e-17,-1.484740e-17,-6.953987e-32,-1.051086e-22,-1.475097e-17,-4.606270e-25,-6.953975e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.827521e-19,7.552919e-19,3.725583e-20,1.772799e-33,7.148447e-27,-3.667671e-19,2.134066e-20,-6.953975e-32
6.8200,24.00,325.9897,3.030250e+01,9.999150e-01,Mg,4.262339e-02,1.035826e+00,4.1728%,9.046305e-04,8.432078e-04,2.759517e-04,1.865056e-18,1.128935e-10,2.978421e-04,4.712134e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.047375e-17,7.175082e-33,1.498036e-17,7.162941e-32,1.048467e-22,1.449143e-17,1.543257e-20,-1.252934e-42,-2.984208e-17,-1.492104e-17,-1.496628e-17,-6.976254e-32,-1.048504e-22,-1.492097e-17,-6.557942e-25,-6.976286e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.316707e-19,5.852876e-19,1.408041e-20,1.866861e-33,-3.781453e-27,-4.295344e-19,1.543192e-20,-6.976286e-32
9.2200,24.00,325.9854,3.026837e+01,9.998565e-01,Mg,4.261052e-02,1.035826e+00,4.1715%,9.540260e-04,8.888145e-04,2.769564e-04,2.023280e-18,1.125921e-10,2.666800e-04,5.701894e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.044433e-17,-3.946295e-32,1.496919e-17,7.132289e-32,1.041640e-22,1.449399e-17,1.094870e-20,4.176447e-42,-2.976932e-17,-1.488467e-17,-1.495580e-17,-6.900048e-32,-1.041804e-22,-1.488458e-17,-7.857198e-25,-6.900033e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.750065e-19,6.216629e-19,1.338668e-20,2.322415e-33,-1.643878e-26,-3.905925e-19,1.094791e-20,-6.900033e-32
11.6200,24.00,325.9835,3.025332e+01,2.523226e-01,Mg,4.260435e-02,1.035826e+00,4.1710%,1.006473e-03,9.371835e-04,2.780348e-04,2.217647e-18,1.123419e-10,2.393884e-04,5.323533e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.041414e-17,8.251344e-32,1.495789e-17,7.099014e-32,1.035192e-22,1.449062e-17,1.209538e-20,1.252934e-42,-2.970211e-17,-1.485106e-17,-1.494289e-17,-6.816957e-32,-1.035186e-22,-1.483071e-17,-2.025915e-20,-6.816941e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.120353e-19,6.552674e-19,1.500032e-20,2.820569e-33,5.269701e-28,-3.400928e-19,-8.163778e-21,-6.816941e-32
14.5000,28.80,325.9879,3.028864e+01,1.969709e-01,Mg,4.261549e-02,1.035826e+00,4.1720%,1.082489e-03,1.006730e-03,2.811066e-04,2.536818e-18,1.253869e-10,2.147915e-04,4.689625e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.035685e-17,1.973147e-31,1.493485e-17,7.044722e-32,1.027668e-22,1.447490e-17,1.432963e-20,-5.011737e-42,-2.957850e-17,-1.478926e-17,-1.491924e-17,-6.673109e-32,-1.027700e-22,-1.476779e-17,-2.135931e-20,-6.673093e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.783494e-19,7.170704e-19,1.560594e-20,3.716125e-33,-3.186407e-27,-2.928967e-19,-7.029682e-21,-6.673093e-32
17.9560,34.56,326.0079,3.044776e+01,1.509195e-01,Mg,4.266920e-02,1.035826e+00,4.1772%,1.180523e-03,1.096351e-03,2.850960e-04,3.029580e-18,1.417051e-10,1.903008e-04,4.047186e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.030671e-17,9.471108e-31,1.491686e-17,6.980243e-32,1.019764e-22,1.446443e-17,1.658441e-20,-8.352894e-43,-2.946576e-17,-1.473290e-17,-1.489907e-17,-6.496997e-32,-1.019798e-22,-1.471030e-17,-2.247999e-20,-6.496977e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.409505e-19,7.734327e-19,1.779275e-20,4.832461e-33,-3.464058e-27,-2.458736e-19,-5.895579e-21,-6.496977e-32
22.1032,41.47,326.0437,3.073246e+01,1.116211e-01,Mg,4.276617e-02,1.035826e+00,4.1865%,1.306045e-03,1.210859e-03,2.901897e-04,3.788246e-18,1.619313e-10,1.670242e-04,3.420891e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.026113e-17,5.356198e-30,1.490300e-17,6.902047e-32,1.011451e-22,1.445807e-17,1.876211e-20,7.099960e-42,-2.935432e-17,-1.467718e-17,-1.488204e-17,-6.281026e-32,-1.011449e-22,-1.465357e-17,-2.347688e-20,-6.281002e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.068052e-19,8.291479e-19,2.096148e-20,6.210210e-33,1.465516e-28,-1.955009e-19,-4.714761e-21,-6.281002e-32
27.0798,49.77,326.1018,3.119496e+01,7.944677e-02,Mg,4.292462e-02,1.035826e+00,4.2016%,1.465273e-03,1.355753e-03,2.966195e-04,4.924077e-18,1.867634e-10,1.462939e-04,2.840384e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.021991e-17,3.676871e-29,1.489362e-17,6.807428e-32,1.002859e-22,1.445605e-17,2.074668e-20,2.422339e-41,-2.925818e-17,-1.462911e-17,-1.487185e-17,-6.025789e-32,-1.002863e-22,-1.460464e-17,-2.432769e-20,-6.025795e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.617313e-19,8.772154e-19,2.176560e-20,7.816383e-33,-4.394857e-28,-1.485858e-19,-3.581013e-21,-6.025795e-32
33.0518,59.72,326.1900,3.189679e+01,5.416551e-02,Mg,4.316638e-02,1.035826e+00,4.2248%,1.664331e-03,1.536359e-03,3.046198e-04,6.611401e-18,2.169580e-10,1.292519e-04,2.330304e-06,0.000000e+00,0.000000e+00,1.550633e-17,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.019020e-17,2.862858e-30,1.489261e-17,6.696569e-32,9.941992e-23,1.446198e-17,2.244876e-20,4.176447e-42,-2.918800e-17,-1.459403e-17,-1.487105e-17,-5.737374e-32,-9.942126e-23,-1.456885e-17,-2.501993e-20,-5.737335e-32,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.002200e-18,9.123000e-19,2.155219e-20,9.591955e-33,-1.339056e-27,-1.068643e-19,-2.571165e-21,-5.737335e-32
